Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-sack:]-drop-|,1,[-1000]
-20.0,"[TCP:window:180]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:False},)-|[TCP:flags:FRPECN]-duplicate-|",1,[-20]
-20.0,"[TCP:options-mss:7538]-tamper{TCP:sport:replace:40812}(duplicate,)-|[TCP:sport:24549]-tamper{TCP:options-uto:replace:60}-|",1,[-20]
-20.0,"[TCP:flags:RA]-tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:False},)-|[TCP:dataofs:6]-tamper{TCP:options-md5header:replace:4b56fec611f7a2d96969ad4ca11a6069}-|",1,[-20]
-20.0,"[TCP:options-md5header:b44193ef6cb00ec320a11fecee97c98a]-fragment{tcp:-1:True}(,duplicate)-|[TCP:options-timestamp:835307140]-tamper{TCP:options-eol:corrupt}-|",1,[-20]
-20.0,[TCP:dport:6764]-|[TCP:flags:F]-duplicate-|,1,[-20]
-20.0,[TCP:load:__DNS_REQUEST__]-tamper{TCP:flags:replace:RAUEN}-|[TCP:options-uto:135]-tamper{TCP:options-uto:corrupt}-|,1,[-20]
-10.0,"[TCP:options-md5header:402caede46362d9dc029bda3b361a911]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:False}(tamper{TCP:load:replace:__HTTP_REQUEST__},),)-|",1,[-10]
-10.0,"[TCP:chksum:30523]-fragment{tcp:-1:False}(,drop)-|",1,[-10]
-10.0,"[TCP:sport:56677]-duplicate(,tamper{TCP:dataofs:replace:9})-|",1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-tamper{TCP:load:replace:43746apzz8}-|,1,[-10]
-10.0,"[TCP:chksum:19714]-tamper{TCP:dataofs:replace:2}(tamper{TCP:window:corrupt},)-|",1,[-10]
-10.0,[TCP:reserved:4]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:ack:28901796]-tamper{TCP:window:replace:80}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-timestamp:324939209]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:ack:678295168]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-uto:replace:4},)-|",1,[-10]
-10.0,[TCP:window:150]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:7:3]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:dport:22662:4]-fragment{tcp:-1:False}(duplicate(tamper{TCP:ack:replace:1037980668},),)-|",1,[-10]
-10.0,"[TCP:options-md5header:f50f845aa7239717703b70c15aaee0d4]-fragment{tcp:-1:True}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[-10]
-10.0,"[TCP:window:90]-fragment{tcp:-1:True}(tamper{TCP:chksum:replace:12588},tamper{TCP:options-timestamp:corrupt})-|",1,[-10]
-10.0,"[TCP:seq:2125167291]-tamper{TCP:options-uto:replace:185}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:dataofs:9]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:reserved:3]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-wscale:corrupt},)-|",1,[-10]
-10.0,"[TCP:dport:41675:3]-duplicate(,duplicate)-|",1,[-10]
-10.0,[TCP:window:180]-duplicate-|,1,[-10]
-10.0,[TCP:flags:RA]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,[TCP:sport:12431]-drop-|,1,[-10]
-10.0,[TCP:options-wscale:222]-drop-|,1,[-10]
-10.0,[TCP:ack:2795467269]-drop-|,1,[-10]
-10.0,[TCP:sport:63958]-drop-|[TCP:options-sackok::2]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:dport:40252]-duplicate(,fragment{tcp:-1:True})-|",1,[-10]
-10.0,"[TCP:reserved:1]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:flags:P]-duplicate-|,1,[-10]
-10.0,[TCP:sport:47095]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,"[TCP:ack:1701407896:0]-tamper{TCP:options-eol:replace:}(tamper{TCP:seq:corrupt},)-|",1,[-10]
-10.0,"[TCP:chksum:63283]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:-1:False}(tamper{TCP:dataofs:corrupt},),)-|",1,[-10]
-10.0,[TCP:ack:3287142499]-drop-|,1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-sack:replace:},)-|",1,[-10]
-10.0,"[TCP:options-uto:146]-duplicate(,tamper{TCP:load:replace:})-|",1,[-10]
-10.0,[TCP:urgptr:18703]-duplicate-|,1,[-10]
-10.0,"[TCP:dataofs:11]-tamper{TCP:reserved:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:seq:2368920153:1]-duplicate-|,1,[-10]
-10.0,"[TCP:options-md5header:99d632a906451cbd5439fb0d9751d433]-duplicate(,tamper{TCP:options-mss:corrupt})-|",1,[-10]
-10.0,[TCP:urgptr:1879]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:reserved:2]-tamper{TCP:seq:replace:1644484350}-|,1,[-10]
-10.0,"[TCP:window:80]-duplicate(duplicate(,duplicate),)-|",1,[-10]
-10.0,[TCP:dport:32857]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-altchksum:133]-duplicate(tamper{TCP:load:replace:},tamper{TCP:options-wscale:corrupt})-|",1,[-10]
-10.0,"[TCP:window:170]-fragment{tcp:-1:False}(tamper{TCP:options-uto:corrupt},duplicate)-|",1,[-10]
-10.0,"[TCP:flags:FA:1]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:False}(,tamper{TCP:options-altchksum:corrupt}),)-|",1,[-10]
-10.0,"[TCP:options-altchksum:136]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-sackok:replace:},)-|",1,[-10]
-10.0,"[TCP:load:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[-10]
-10.0,[TCP:options-timestamp:1569105842]-duplicate-|,1,[-10]
-10.0,"[TCP:dataofs:7]-duplicate(,tamper{TCP:options-timestamp:corrupt})-|",1,[-10]
-10.0,[TCP:chksum:51841]-duplicate-|,1,[-10]
-10.0,[TCP:flags:FSAUE]-duplicate-|,1,[-10]
-10.0,[TCP:ack:1539842727]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:dataofs:6]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:urgptr:18129]-tamper{TCP:sport:replace:32709}-|,1,[-10]
-10.0,"[TCP:seq:1148693230]-fragment{tcp:-1:False}(,fragment{tcp:-1:True})-|[TCP:options-nop:]-tamper{TCP:options-sackok:replace:}-|",1,[-10]
-10.0,[TCP:options-timestamp:4061329011]-tamper{TCP:dport:replace:36868}-|,1,[-10]
-10.0,"[TCP:options-timestamp:480862141]-duplicate(tamper{TCP:options-md5header:corrupt}(tamper{TCP:dport:corrupt},),)-|",1,[-10]
-10.0,"[TCP:dport:12322]-duplicate(,tamper{TCP:options-eol:corrupt})-|",1,[-10]
-10.0,[TCP:load:kwpr675xeq:1]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:reserved:7]-fragment{tcp:-1:False}(tamper{TCP:options-eol:replace:},)-|[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}-|",1,[-10]
-10.0,"[TCP:options-sackok::0]-tamper{TCP:load:replace:j35fku6ny0}(duplicate(,tamper{TCP:options-eol:replace:}),)-|",1,[-10]
-10.0,"[TCP:window:110]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:options-timestamp:1137966124]-duplicate-|,1,[-10]
-10.0,"[TCP:options-uto:140]-fragment{tcp:-1:True}(tamper{TCP:options-uto:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-altchksum:181]-tamper{TCP:flags:corrupt}(tamper{TCP:options-uto:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:dataofs:4]-duplicate(duplicate(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:options-timestamp:358384677]-duplicate(duplicate,duplicate)-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:3921119421}(tamper{TCP:urgptr:replace:1369},)-|[TCP:ack:4133513584]-duplicate-|",1,[-10]
-10.0,[TCP:chksum:36668]-tamper{TCP:window:replace:170}-|,1,[-10]
-10.0,[TCP:reserved:3]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,"[TCP:seq:1502840075]-fragment{tcp:-1:True}(,duplicate(,tamper{TCP:options-altchksumopt:corrupt}))-|",1,[-10]
-10.0,[TCP:options-timestamp:625958220]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:64070]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:ack:1365663901]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-altchksum:120:1]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-tamper{TCP:dataofs:replace:1}(tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,[TCP:options-wscale:225]-tamper{TCP:options-mss:replace:50989}-|,1,[-10]
-10.0,[TCP:flags:S]-duplicate-|,1,[-10]
-10.0,"[TCP:options-mss:9664]-duplicate(tamper{TCP:dport:corrupt},)-|",1,[-10]
-10.0,[TCP:options-md5header:f4fb96cace3b22806eea09988f2b5bff]-duplicate-|,1,[-10]
-10.0,"[TCP:seq:3556341068]-tamper{TCP:reserved:corrupt}(duplicate,)-|[TCP:options-sack:]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(tamper{TCP:seq:corrupt},)-|[TCP:dport:42118:1]-drop-|",1,[-10]
-10.0,[TCP:dport:54469]-drop-|,1,[-10]
-10.0,"[TCP:ack:2363301468]-fragment{tcp:-1:True}(tamper{TCP:window:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(,tamper{TCP:chksum:replace:45222})-|",1,[-10]
-10.0,"[TCP:chksum:58735]-duplicate(,fragment{tcp:36:False:18})-|",1,[-10]
-10.0,"[TCP:load:__HTTP_REQUEST__]-fragment{tcp:-1:False}(tamper{TCP:options-sackok:corrupt},)-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-duplicate(tamper{TCP:options-wscale:corrupt},)-|",1,[-10]
-10.0,[TCP:options-uto:38:4]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dataofs:4]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:ack:1357769774]-tamper{TCP:dataofs:replace:11}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:sport:9786]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-drop-|,1,[-10]
-10.0,[TCP:options-mss:64260]-duplicate-|,1,[-10]
-10.0,"[TCP:load:]-tamper{TCP:options-sackok:replace:}(drop,)-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:window:replace:110}(duplicate,)-|[TCP:ack:4239186478]-duplicate-|",1,[-10]
-10.0,"[TCP:options-mss:25136:3]-tamper{TCP:ack:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-mss:23272]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-altchksum:222]-fragment{tcp:-1:True}(drop,)-|",1,[-10]
-10.0,[TCP:options-wscale:210]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,"[TCP:dport:25129:1]-tamper{TCP:reserved:replace:6}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-uto:70:0]-duplicate(,tamper{TCP:options-altchksumopt:replace:})-|",1,[-10]
-10.0,"[TCP:sport:20247]-tamper{TCP:options-wscale:replace:39}(duplicate(duplicate,),)-|",1,[-10]
-10.0,"[TCP:dport:34476]-duplicate(,tamper{TCP:options-sackok:replace:})-|",1,[-10]
-10.0,"[TCP:ack:877350434]-tamper{TCP:window:replace:160}(duplicate,)-|",1,[-10]
-10.0,"[TCP:reserved:4]-fragment{tcp:-1:True}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-altchksum:36]-tamper{TCP:ack:replace:33803246}(tamper{TCP:options-mss:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-altchksum:239:1]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:seq:339653359]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-sack:corrupt},),)-|[TCP:options-eol:]-duplicate-|",1,[-10]
-10.0,"[TCP:options-wscale:222]-duplicate(,tamper{TCP:options-timestamp:corrupt})-|",1,[-10]
-10.0,"[TCP:options-altchksum:250]-tamper{TCP:chksum:replace:3109}(tamper{TCP:dataofs:replace:13},)-|",1,[-10]
-10.0,[TCP:ack:96433126:0]-drop-|,1,[-10]
-10.0,"[TCP:load:]-tamper{TCP:options-uto:corrupt}(drop,)-|",1,[-10]
-10.0,[TCP:dport:25448]-drop-|,1,[-10]
-10.0,"[TCP:options-wscale:47]-fragment{tcp:-1:False}(drop,drop)-|",1,[-10]
-10.0,[TCP:dataofs:15]-tamper{TCP:seq:replace:1466209408}-|,1,[-10]
-10.0,[TCP:options-wscale:23]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(,tamper{TCP:sport:corrupt})-|",1,[-10]
-10.0,"[TCP:window:30]-duplicate(,fragment{tcp:42:True:7})-|",1,[-10]
-10.0,"[TCP:chksum:43464]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:chksum:36414]-fragment{tcp:-1:True}(tamper{TCP:options-nop:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:urgptr:17136]-tamper{TCP:load:corrupt}(fragment{tcp:-1:True:5},)-|",1,[-10]
-10.0,"[TCP:sport:13012]-tamper{TCP:options-mss:corrupt}(tamper{TCP:ack:corrupt},)-|",1,[-10]
-10.0,"[TCP:window:190]-tamper{TCP:options-nop:corrupt}(tamper{TCP:ack:replace:1742505977},)-|",1,[-10]
-10.0,"[TCP:flags:FSRPAUEN]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:chksum:32738]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:dataofs:3]-fragment{tcp:-1:True}(tamper{TCP:sport:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-wscale:239]-duplicate(,duplicate)-|",1,[-10]
-10.0,[TCP:options-altchksum:163]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,"[TCP:options-wscale:113]-duplicate(,tamper{TCP:options-wscale:replace:63})-|",1,[-10]
-10.0,[TCP:chksum:41408]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:31465]-duplicate-|,1,[-10]
-10.0,"[TCP:options-wscale:216]-tamper{TCP:chksum:replace:44531}(duplicate(tamper{TCP:options-sackok:replace:},),)-|",1,[-10]
-10.0,"[TCP:load:ybi7kwhv8x]-tamper{TCP:load:replace:__HTTP_REQUEST__}(drop,)-|",1,[-10]
-10.0,"[TCP:options-altchksum:79]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:flags:]-duplicate(,tamper{TCP:options-altchksum:replace:120})-|",1,[-10]
-10.0,"[TCP:options-mss:7181]-fragment{tcp:-1:False}(,fragment{tcp:1:True:48})-|",1,[-10]
-10.0,"[TCP:sport:20342]-tamper{TCP:window:corrupt}(tamper{TCP:dport:replace:61701},)-|",1,[-10]
-10.0,[TCP:flags:R:0]-duplicate-|,1,[-10]
-10.0,[TCP:ack:2212102789]-tamper{TCP:seq:replace:3864372348}-|,1,[-10]
-10.0,"[TCP:chksum:22421]-tamper{TCP:dataofs:replace:1}(fragment{tcp:5:True:2},)-|",1,[-10]
-10.0,"[TCP:reserved:2]-tamper{TCP:urgptr:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:flags:FRPU]-duplicate(duplicate,drop)-|",1,[-10]
-10.0,"[TCP:chksum:58441:4]-fragment{tcp:-1:False:5}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:dataofs:7]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:options-md5header:9dfff9ece74053e3928659100852b9c0]-fragment{tcp:-1:False}(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:flags:FA]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:options-altchksum:42]-fragment{tcp:13:True}(,tamper{TCP:seq:replace:571776543})-|",1,[-10]
-10.0,"[TCP:options-md5header:4146db6928d9542449670f15d9acb024]-fragment{tcp:-1:True}(drop,fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:chksum:40090:3]-tamper{TCP:dataofs:corrupt}(duplicate(tamper{TCP:options-md5header:replace:26c63ca9ce7ec2f23b710e78a844b90e},),)-|",1,[-10]
-10.0,[TCP:window:130:4]-tamper{TCP:dport:replace:3046}-|,1,[-10]
-10.0,[TCP:load:oj8ef6uwan]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:44166]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:ack:1222193190]-tamper{TCP:options-altchksum:replace:196}-|,1,[-10]
-10.0,[TCP:dport:12322]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:55600]-duplicate-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:window:10]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:1039673264]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:options-timestamp:1039673264]-duplicate-|,1,[-10]
-10.0,[TCP:flags:SPA:3]-tamper{TCP:dport:replace:33493}-|,1,[-10]
-10.0,"[TCP:seq:3556341068]-tamper{TCP:reserved:corrupt}(duplicate(fragment{tcp:-1:False},),)-|[TCP:options-sack:]-duplicate-|",1,[-10]
-10.0,[TCP:flags:R]-drop-|,1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:False}-|[TCP:urgptr:41009:3]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,)-|[TCP:options-md5header:f9773e7aa6b12a51acdc0d6833099bfa]-tamper{TCP:sport:corrupt}-|",1,[-10]
-10.0,[TCP:chksum:49259]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:dport:57057]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-mss:16552]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:184167835]-tamper{TCP:options-altchksum:replace:106}-|,1,[-10]
-10.0,[TCP:options-mss:16397:3]-duplicate-|,1,[-10]
-10.0,[TCP:window:20]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:flags:P:3]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:window:corrupt}-|[TCP:options-altchksum:88:1]-drop-|,1,[-10]
-10.0,[TCP:options-mss:7202]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:False}-|[TCP:options-wscale:190:1]-duplicate-|,1,[-10]
-10.0,[TCP:window:150]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:window:180]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:45376]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:False}-|[TCP:chksum:873]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:218]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:3]-drop-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-wscale:replace:103},)-|[TCP:chksum:40839]-duplicate-|",1,[-10]
-10.0,[TCP:seq:487378693:1]-drop-|,1,[-10]
-10.0,[TCP:window:100]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:dataofs:4]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-tamper{TCP:dataofs:replace:6}-|,1,[-10]
-10.0,"[TCP:dport:6764]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-wscale:replace:103}(tamper{TCP:options-altchksum:corrupt},),)-|",1,[-10]
-10.0,[TCP:dataofs:2]-tamper{TCP:options-timestamp:replace:4072931287}-|,1,[-10]
-10.0,[TCP:options-wscale:28]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:255]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,[TCP:sport:1771]-tamper{TCP:seq:replace:3040562689}-|,1,[-10]
-10.0,[TCP:dport:62636:4]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:5]-tamper{TCP:seq:replace:3047233933}-|,1,[-10]
-10.0,[TCP:dataofs:7]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:53547c7819fc77a6627c4dc36e059b80]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:options-wscale:117]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:461]-tamper{TCP:options-md5header:replace:8ce5c91d3042b793ae7d958416e18777}-|,1,[-10]
-10.0,[TCP:ack:3197749926]-duplicate-|,1,[-10]
-10.0,[TCP:flags:R]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
