Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-eol:]-drop-|,1,[-1000]
-20.0,"[TCP:flags:FPU]-fragment{tcp:-1:False}(,duplicate)-|[TCP:window:100]-tamper{TCP:flags:corrupt}-|",1,[-20]
-20.0,[TCP:ack:1158707074]-drop-|[TCP:sport:34666]-duplicate-|,1,[-20]
-20.0,[TCP:options-timestamp:2734544841]-|[TCP:options-wscale:54]-fragment{tcp:-1:False}-|,1,[-20]
-20.0,[TCP:options-timestamp:2734544841]-|[TCP:dport:20382:0]-tamper{TCP:options-timestamp:replace:1026788977}-|,1,[-20]
-20.0,"[TCP:options-timestamp:2734544841]-duplicate(duplicate,)-|[TCP:chksum:39041]-tamper{TCP:chksum:replace:65003}-|",1,[-20]
-20.0,[TCP:options-timestamp:2734544841]-|[TCP:options-altchksum:13:1]-duplicate-|,1,[-20]
-20.0,[TCP:options-timestamp:2734544841]-|[TCP:options-timestamp:1935811420]-fragment{tcp:-1:False}-|,1,[-20]
-10.0,[TCP:options-uto:165]-duplicate-|,1,[-10]
-10.0,[TCP:flags:R]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,"[TCP:reserved:1]-tamper{TCP:options-mss:corrupt}(tamper{TCP:dport:corrupt},)-|",1,[-10]
-10.0,"[TCP:ack:2799177087]-duplicate(tamper{TCP:load:corrupt},)-|",1,[-10]
-10.0,"[TCP:ack:3498987162]-tamper{TCP:options-sack:corrupt}(tamper{TCP:seq:corrupt},)-|",1,[-10]
-10.0,[TCP:flags:F]-duplicate-|,1,[-10]
-10.0,[TCP:flags:R]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,"[TCP:options-timestamp:2510354246]-tamper{TCP:sport:replace:63920}(tamper{TCP:dport:corrupt},)-|",1,[-10]
-10.0,"[TCP:reserved:6]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:flags:FSRPAUN]-duplicate(,tamper{TCP:options-nop:corrupt})-|",1,[-10]
-10.0,"[TCP:reserved:5]-tamper{TCP:options-timestamp:replace:329299787}(fragment{tcp:-1:True},)-|[TCP:options-sackok::3]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,[TCP:dport:21169]-drop-|,1,[-10]
-10.0,[TCP:options-wscale:141]-tamper{TCP:chksum:replace:3507}-|,1,[-10]
-10.0,"[TCP:options-mss:32213]-tamper{TCP:load:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:urgptr:38184]-tamper{TCP:options-eol:corrupt}(tamper{TCP:seq:replace:2956626687},)-|",1,[-10]
-10.0,"[TCP:options-timestamp:3141351384:2]-duplicate(,fragment{tcp:59:False})-|",1,[-10]
-10.0,"[TCP:reserved:4:0]-tamper{TCP:options-altchksumopt:replace:}(fragment{tcp:55:True},)-|",1,[-10]
-10.0,[TCP:options-md5header:b11dbe6d22d5c9f045164864fc66ca0a]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-altchksum:65:2]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:reserved:5]-fragment{tcp:-1:False}(duplicate,)-|",1,[-10]
-10.0,[TCP:load:]-drop-|,1,[-10]
-10.0,[TCP:ack:2806037224]-drop-|,1,[-10]
-10.0,"[TCP:urgptr:56658:0]-tamper{TCP:reserved:replace:7}(tamper{TCP:reserved:replace:4},)-|",1,[-10]
-10.0,"[TCP:options-timestamp:2360373119]-tamper{TCP:options-eol:replace:}(fragment{tcp:-1:False}(duplicate,),)-|",1,[-10]
-10.0,[TCP:dport:35973]-drop-|,1,[-10]
-10.0,"[TCP:flags:N]-tamper{TCP:load:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[-10]
-10.0,[TCP:flags:]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,"[TCP:urgptr:55035]-tamper{TCP:options-uto:replace:151}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:options-wscale:248]-tamper{TCP:load:corrupt}(tamper{TCP:options-sack:corrupt}(tamper{TCP:options-mss:replace:29649},),)-|",1,[-10]
-10.0,"[TCP:options-altchksum:220]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:ack:1736774901:1]-duplicate-|,1,[-10]
-10.0,"[TCP:chksum:42397]-tamper{TCP:load:replace:__DNS_REQUEST__}(tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:flags:FSPUEC]-fragment{tcp:-1:True:1}(,tamper{TCP:sport:replace:43042})-|",1,[-10]
-10.0,[TCP:sport:62181]-drop-|,1,[-10]
-10.0,"[TCP:window:120]-duplicate(tamper{TCP:chksum:replace:36732},)-|",1,[-10]
-10.0,[TCP:options-timestamp:1815026160]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:flags:SRPAECN]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:window:20:0]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-altchksum:corrupt},)-|",1,[-10]
-10.0,"[TCP:chksum:8025]-tamper{TCP:urgptr:corrupt}(duplicate(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,[TCP:options-mss:36088]-duplicate-|,1,[-10]
-10.0,"[TCP:options-timestamp:98905165]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-nop:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-uto:29]-tamper{TCP:reserved:replace:3}(duplicate(,fragment{tcp:-1:True}),)-|",1,[-10]
-10.0,[TCP:options-timestamp:3707407492]-drop-|,1,[-10]
-10.0,[TCP:ack:1158707074]-drop-|,1,[-10]
-10.0,[TCP:options-mss:41029]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,"[TCP:load:__HTTP_REQUEST__:4]-fragment{tcp:-1:False}(,fragment{tcp:-1:False})-|[TCP:options-sack::1]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:urgptr:62468]-duplicate(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,[TCP:options-wscale:122:3]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,[TCP:window:70]-duplicate-|,1,[-10]
-10.0,"[TCP:options-md5header:2fec245f493f6dbb0bddab6bd9a74a56:2]-duplicate(,drop)-|",1,[-10]
-10.0,"[TCP:options-md5header:0297640becefadbfdd1d2baddcb8d264:0]-tamper{TCP:options-mss:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-wscale:52]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-eol:replace:},)-|",1,[-10]
-10.0,[TCP:sport:61984]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,"[TCP:options-wscale:147]-tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:True}(tamper{TCP:load:corrupt},tamper{TCP:seq:replace:2315771301}),)-|",1,[-10]
-10.0,"[TCP:options-md5header:f6ed06ee066b7b060dfb7de5f5156f91]-tamper{TCP:options-eol:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-wscale:51]-duplicate(fragment{tcp:-1:True}(,tamper{TCP:sport:corrupt}),)-|",1,[-10]
-10.0,"[TCP:dataofs:1]-tamper{TCP:window:replace:80}(duplicate,)-|",1,[-10]
-10.0,"[TCP:ack:826544320]-tamper{TCP:dport:replace:30846}(fragment{tcp:-1:True:5},)-|",1,[-10]
-10.0,"[TCP:dport:6632:2]-fragment{tcp:-1:False}(fragment{tcp:44:False},)-|",1,[-10]
-10.0,[TCP:load:s43a9f4jh6]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:48880]-duplicate-|,1,[-10]
-10.0,"[TCP:reserved:2]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:options-timestamp:3454591808]-fragment{tcp:21:False:10}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-uto:120]-duplicate(,tamper{TCP:options-sackok:corrupt})-|",1,[-10]
-10.0,"[TCP:flags:FA]-tamper{TCP:window:corrupt}(tamper{TCP:sport:replace:62581},)-|",1,[-10]
-10.0,"[TCP:options-mss:50828]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-sack:replace:},)-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-sackok:replace:},)-|[TCP:urgptr:30333]-tamper{TCP:window:corrupt}-|",1,[-10]
-10.0,"[TCP:dport:46223]-duplicate(tamper{TCP:urgptr:replace:50766},)-|",1,[-10]
-10.0,"[TCP:flags:SA]-duplicate(,fragment{tcp:49:False:24}(,duplicate))-|",1,[-10]
-10.0,"[TCP:options-timestamp:3397338555]-fragment{tcp:-1:True}(drop,)-|",1,[-10]
-10.0,"[TCP:sport:62633]-fragment{tcp:18:False}(tamper{TCP:options-altchksum:corrupt},)-|",1,[-10]
-10.0,"[TCP:ack:1141036138:4]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:chksum:replace:8462},)-|",1,[-10]
-10.0,[TCP:dport:174]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:window:160]-tamper{TCP:chksum:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:load::2]-duplicate(duplicate,tamper{TCP:dataofs:corrupt})-|",1,[-10]
-10.0,[TCP:seq:2768588810]-tamper{TCP:dport:replace:43353}-|,1,[-10]
-10.0,"[TCP:ack:2820232898]-duplicate(tamper{TCP:reserved:corrupt},)-|",1,[-10]
-10.0,[TCP:options-altchksum:68]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:flags:RP]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:dport:22530]-tamper{TCP:load:replace:}-|,1,[-10]
-10.0,"[TCP:options-sackok::2]-tamper{TCP:dport:replace:52978}(tamper{TCP:seq:corrupt},)-|[TCP:options-altchksum:47]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-wscale:103]-drop-|,1,[-10]
-10.0,[TCP:options-mss:29059:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:3427794281]-tamper{TCP:reserved:replace:0}-|,1,[-10]
-10.0,[TCP:ack:2071160483]-drop-|,1,[-10]
-10.0,[TCP:sport:14854:2]-tamper{TCP:ack:replace:2781505023}-|,1,[-10]
-10.0,"[TCP:dataofs:7]-tamper{TCP:options-md5header:replace:a706046fa7481da8ccd59ef4b73a79e5}(tamper{TCP:options-sackok:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-timestamp:3234948231]-tamper{TCP:flags:replace:}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:reserved:4]-fragment{ip:-1:True:3}-|,1,[-10]
-10.0,"[TCP:seq:1743427206]-tamper{TCP:options-nop:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:sport:13551:4]-tamper{TCP:ack:corrupt}(tamper{TCP:options-mss:corrupt}(tamper{TCP:options-altchksumopt:corrupt},),)-|",1,[-10]
-10.0,"[TCP:options-mss:10961]-duplicate(tamper{TCP:seq:corrupt},)-|",1,[-10]
-10.0,"[TCP:chksum:5018]-tamper{TCP:options-timestamp:corrupt}(duplicate(,duplicate),)-|",1,[-10]
-10.0,"[TCP:dataofs:7]-tamper{TCP:seq:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:window:100]-duplicate(tamper{TCP:chksum:corrupt},tamper{TCP:dataofs:replace:7})-|",1,[-10]
-10.0,"[TCP:options-uto:1]-tamper{TCP:options-sack:replace:}(duplicate,)-|",1,[-10]
-10.0,[TCP:window:80]-drop-|,1,[-10]
-10.0,[TCP:options-timestamp:3280923557]-tamper{TCP:options-mss:replace:8346}-|,1,[-10]
-10.0,"[TCP:options-timestamp:946420857:4]-duplicate(tamper{TCP:options-uto:replace:15},)-|",1,[-10]
-10.0,"[TCP:sport:38230]-fragment{tcp:-1:False}(drop,)-|",1,[-10]
-10.0,"[TCP:options-uto:202:1]-tamper{TCP:options-eol:replace:}(tamper{TCP:sport:corrupt}(tamper{TCP:options-sackok:replace:},),)-|",1,[-10]
-10.0,"[TCP:flags:F]-duplicate(,tamper{TCP:sport:replace:7194}(tamper{TCP:options-mss:corrupt},))-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:dataofs:replace:2},)-|[TCP:ack:3149496802]-tamper{TCP:options-mss:corrupt}-|",1,[-10]
-10.0,"[TCP:ack:1037292840]-tamper{TCP:window:replace:120}(tamper{TCP:options-uto:replace:25},)-|",1,[-10]
-10.0,[TCP:dataofs:3]-drop-|,1,[-10]
-10.0,"[TCP:sport:38906]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:chksum:39930]-fragment{tcp:-1:False}(tamper{TCP:urgptr:replace:9141},)-|",1,[-10]
-10.0,[TCP:ack:258691145]-tamper{TCP:reserved:replace:3}-|,1,[-10]
-10.0,"[TCP:flags:S]-duplicate(,tamper{TCP:flags:replace:FSPAUC})-|",1,[-10]
-10.0,"[TCP:options-timestamp:3291407536]-fragment{tcp:-1:False}(duplicate,)-|",1,[-10]
-10.0,"[TCP:window:100]-fragment{tcp:-1:False}(drop,)-|",1,[-10]
-10.0,"[TCP:ack:1020832966]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:chksum:23952]-duplicate(,tamper{TCP:options-md5header:replace:977b044b5d5966b8e09712efe0f4d644})-|",1,[-10]
-10.0,[TCP:flags:P]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:1235226896]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,"[TCP:dport:17527]-duplicate(tamper{TCP:sport:replace:9454}(tamper{TCP:options-md5header:replace:a2693e388871f9a11ef7b245b59572ff},),tamper{TCP:reserved:corrupt})-|",1,[-10]
-10.0,[TCP:options-altchksum:62]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,"[TCP:urgptr:41552]-tamper{TCP:window:corrupt}(fragment{tcp:-1:False}(tamper{TCP:chksum:replace:2998},),)-|",1,[-10]
-10.0,[TCP:options-wscale:203]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:reserved:2:0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-md5header:da91c89bdc001f852183386dd5d4bbcc]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:dataofs:5]-tamper{TCP:chksum:corrupt}(tamper{TCP:options-altchksum:replace:100}(duplicate,),)-|",1,[-10]
-10.0,[TCP:options-timestamp:155880150]-drop-|,1,[-10]
-10.0,[TCP:reserved:2]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,[TCP:flags:FA]-tamper{TCP:options-md5header:replace:32f8dba0cfac46b8637a5d6d55fc9939}-|,1,[-10]
-10.0,"[TCP:window:120]-tamper{TCP:load:replace:__DNS_REQUEST__}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-md5header:27814dc40d1e45ce54252f131f450e6e]-tamper{TCP:options-timestamp:replace:146280289}(tamper{TCP:dataofs:corrupt},)-|",1,[-10]
-10.0,"[TCP:dport:43124]-tamper{TCP:options-timestamp:replace:680870257}(tamper{TCP:options-uto:replace:238},)-|",1,[-10]
-10.0,[TCP:options-wscale:226]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:load:]-tamper{TCP:options-nop:replace:}(tamper{TCP:sport:replace:20581}(duplicate,),)-|",1,[-10]
-10.0,[TCP:seq:423807996]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-uto:118:3]-duplicate-|,1,[-10]
-10.0,[TCP:sport:55610]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:flags:FAUN]-tamper{TCP:options-altchksum:replace:190}(drop,)-|",1,[-10]
-10.0,[TCP:dataofs:2]-duplicate-|,1,[-10]
-10.0,"[TCP:chksum:21132:4]-tamper{TCP:options-sackok:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:reserved:1]-duplicate(fragment{ip:-1:False},)-|",1,[-10]
-10.0,"[TCP:load:y38bxmo7c6:0]-tamper{TCP:ack:corrupt}(duplicate,)-|[TCP:options-nop:]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:seq:19173338]-drop-|,1,[-10]
-10.0,[TCP:load:0gj92knerk]-tamper{TCP:reserved:replace:7}-|,1,[-10]
-10.0,"[TCP:reserved:6:4]-tamper{TCP:ack:replace:1265884345}(duplicate(,tamper{TCP:options-sackok:corrupt}),)-|",1,[-10]
-10.0,[TCP:window:110]-tamper{TCP:options-mss:replace:9200}-|,1,[-10]
-10.0,"[TCP:window:40]-duplicate(,duplicate(tamper{TCP:window:corrupt},))-|",1,[-10]
-10.0,"[TCP:ack:1352925655]-tamper{TCP:dport:replace:30098}(drop,)-|",1,[-10]
-10.0,[TCP:options-md5header:785f68eaf00dfccf88287b798e32b309]-drop-|,1,[-10]
-10.0,"[TCP:chksum:1715]-tamper{TCP:dataofs:replace:7}(tamper{TCP:options-wscale:replace:8},)-|",1,[-10]
-10.0,"[TCP:window:130]-tamper{TCP:options-uto:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:chksum:9937]-duplicate-|,1,[-10]
-10.0,"[TCP:chksum:1493]-tamper{TCP:flags:corrupt}(tamper{TCP:flags:replace:FRACN}(tamper{TCP:sport:replace:11029},),)-|",1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(duplicate,)-|[TCP:options-mss:46393:3]-duplicate-|",1,[-10]
-10.0,[TCP:chksum:29939]-drop-|,1,[-10]
-10.0,"[TCP:options-md5header:fddc0cd470daa068b87bce4229270d94]-tamper{TCP:window:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:sport:12348]-duplicate-|,1,[-10]
-10.0,"[TCP:load:m56sgi7rg3]-duplicate(drop,fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:options-wscale:63]-tamper{TCP:options-nop:replace:}(duplicate,)-|[TCP:options-sackok:]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:reserved:4]-duplicate(drop,duplicate)-|",1,[-10]
-10.0,"[TCP:options-timestamp:4000589542:4]-tamper{TCP:options-md5header:replace:ded8b4b9688ac6846c227cd5adb25084}(tamper{TCP:ack:replace:627941767},)-|",1,[-10]
-10.0,"[TCP:urgptr:46260]-tamper{TCP:reserved:replace:3}(tamper{TCP:ack:corrupt},)-|",1,[-10]
-10.0,"[TCP:seq:1814788198]-tamper{TCP:dataofs:corrupt}(tamper{TCP:dport:replace:40205},)-|",1,[-10]
-10.0,"[TCP:dport:17555]-duplicate(,tamper{TCP:options-uto:corrupt})-|",1,[-10]
-10.0,"[TCP:chksum:48488]-tamper{TCP:options-md5header:corrupt}(duplicate(,duplicate),)-|",1,[-10]
-10.0,"[TCP:ack:4288284965]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-sack:corrupt},)-|",1,[-10]
-10.0,"[TCP:window:110]-tamper{TCP:dport:corrupt}(tamper{TCP:options-wscale:replace:29},)-|",1,[-10]
-10.0,"[TCP:dport:52084]-duplicate(,tamper{TCP:options-nop:corrupt})-|",1,[-10]
-10.0,[TCP:dataofs:4]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,"[TCP:sport:455]-tamper{TCP:options-wscale:corrupt}(duplicate(tamper{TCP:options-altchksumopt:corrupt},tamper{TCP:options-mss:corrupt}),)-|",1,[-10]
-10.0,[TCP:seq:383551716]-tamper{TCP:options-wscale:replace:176}-|,1,[-10]
-10.0,[TCP:dataofs:9]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-uto:29]-tamper{TCP:options-mss:replace:0}-|,1,[-10]
-10.0,[TCP:sport:4097]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:9300]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:chksum:29237:0]-duplicate-|,1,[-10]
-10.0,[TCP:flags:R:0]-drop-|,1,[-10]
-10.0,[TCP:urgptr:50848]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:84009e8bc916cbcd3c6065925035e911]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True:5}(tamper{TCP:options-nop:corrupt}(duplicate,),)-|[TCP:urgptr:59830]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:dport:9979]-drop-|,1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:chksum:21796]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dataofs:15]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-timestamp:2243802499]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok::1]-tamper{TCP:dport:replace:52978}(tamper{TCP:seq:corrupt},)-|[TCP:options-altchksum:47]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True:5}(tamper{TCP:options-nop:corrupt}(duplicate,),)-|[TCP:sport:40813]-tamper{TCP:options-sack:corrupt}-|",1,[-10]
-10.0,[TCP:dataofs:2:4]-duplicate-|,1,[-10]
-10.0,[TCP:sport:15886]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:options-timestamp:3450435995]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:3173]-tamper{TCP:urgptr:replace:25927}-|,1,[-10]
-10.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(tamper{TCP:chksum:corrupt},tamper{TCP:dataofs:replace:2})-|[TCP:options-sack::0]-drop-|",1,[-10]
-10.0,[TCP:seq:700432431]-drop-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:urgptr:corrupt}-|[TCP:options-uto:124]-duplicate-|,1,[-10]
-10.0,[TCP:window:90]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:ack:4097326138]-tamper{TCP:options-wscale:replace:215}-|,1,[-10]
