Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
0.0,"[TCP:options-sack:]-duplicate(duplicate,tamper{TCP:options-sack:corrupt}(fragment{tcp:48:False},))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:187}(duplicate,)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dataofs:corrupt}-|[TCP:dport:41487]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate,duplicate)-|",1,[0]
0.0,[TCP:dport:25801]-duplicate-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:replace:11379}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:urgptr:corrupt}(tamper{TCP:options-altchksumopt:replace:},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:4032730325}(tamper{TCP:options-sack:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:window:replace:110}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-uto:replace:109}(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(fragment{tcp:-1:True}(,tamper{TCP:options-md5header:replace:15825bb94e4b5de66ea217a96ea01897}),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:ack:replace:1900609858},)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-fragment{tcp:-1:False:5}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:sport:corrupt}-|[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:corrupt}(fragment{tcp:52:False}(,tamper{TCP:chksum:replace:44253}),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:load:replace:toed6yn69l}(duplicate(duplicate,tamper{TCP:options-sackok:corrupt}(tamper{TCP:window:replace:180},)),),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-uto:corrupt}(duplicate,),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:sport:replace:57333}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-timestamp:corrupt}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,fragment{tcp:29:False})-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:ack:corrupt}(tamper{TCP:options-altchksum:replace:135},)-|[TCP:reserved:0:1]-tamper{TCP:options-altchksum:corrupt}-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:chksum:replace:9517}(tamper{TCP:load:replace:toed6yn69l}(duplicate(,tamper{TCP:options-altchksumopt:replace:}(duplicate,)),),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate-|[TCP:options-nop:]-tamper{TCP:urgptr:replace:46374}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:chksum:corrupt}(tamper{TCP:load:replace:toed6yn69l}(duplicate(,tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:load:replace:toed6yn69l}(duplicate,),)),),),)-|",1,[0]
0.0,"[TCP:window:30]-duplicate(tamper{TCP:load:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-mss:replace:9450},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(duplicate(,tamper{TCP:options-uto:corrupt}),),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(drop,duplicate)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:flags:replace:FRPAEN}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:chksum:replace:25326}(tamper{TCP:flags:replace:FSRAUE},)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-mss:replace:5834}-|[TCP:options-eol::2]-fragment{tcp:-1:True:28}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False:5}(,tamper{TCP:reserved:corrupt})-|[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:urgptr:corrupt},tamper{TCP:dport:replace:53056})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:replace:f49c06a776aed2fabf6337097424fefe}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:dataofs:replace:12}(tamper{TCP:window:replace:80}(tamper{TCP:reserved:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:load:replace:__DNS_REQUEST__},duplicate)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:60}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:233}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:dport:25801]-duplicate-|[TCP:options-eol:]-tamper{TCP:flags:corrupt}(duplicate(fragment{tcp:11:True}(duplicate,),),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sackok:corrupt}(duplicate(drop,),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:seq:replace:239294654}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:toed6yn69l}(duplicate(,tamper{TCP:options-timestamp:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-timestamp:replace:1545355413},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(fragment{ip:11:True:5},)-|[TCP:options-uto:106]-tamper{TCP:options-altchksumopt:replace:}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksum:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False:5}(,drop)-|[TCP:options-md5header:e0c8466bdbf0dddf527dedd74c915ab6]-tamper{TCP:urgptr:replace:46374}-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:chksum:corrupt}(duplicate,),),)-|",1,[0]
0.0,[TCP:options-eol::0]-fragment{tcp:-1:True:34}-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:replace:17996}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(fragment{tcp:-1:False:33},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:load:replace:toed6yn69l}(duplicate,),)-|",1,[0]
0.0,"[TCP:dport:27783:4]-tamper{TCP:options-eol:corrupt}(tamper{TCP:chksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{ip:20:False}(tamper{TCP:options-altchksum:corrupt}(duplicate(tamper{TCP:window:corrupt},tamper{TCP:urgptr:corrupt}(drop,)),),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:window:corrupt}(duplicate(duplicate(tamper{TCP:window:corrupt},),duplicate),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:chksum:replace:9517}(tamper{TCP:load:replace:toed6yn69l}(duplicate(tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:load:replace:toed6yn69l}(duplicate,),),),),),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(tamper{TCP:options-uto:replace:253},tamper{TCP:reserved:corrupt}),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:148}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:urgptr:replace:17897}(fragment{tcp:-1:False},))-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate-|[TCP:window:20]-duplicate(,tamper{TCP:urgptr:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate,tamper{TCP:options-nop:corrupt})-|[TCP:options-eol:]-duplicate(fragment{tcp:-1:False},tamper{TCP:sport:corrupt}(tamper{TCP:options-sack:corrupt},))-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:11:True})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:reserved:corrupt}(duplicate(duplicate(duplicate(,tamper{TCP:options-sack:corrupt}),tamper{TCP:options-altchksumopt:corrupt}),duplicate(,tamper{TCP:options-eol:corrupt})),)-|",1,[0]
0.0,"[TCP:options-sackok::3]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate,tamper{TCP:options-mss:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-md5header:replace:f49c06a776aed2fabf6337097424fefe}(tamper{TCP:options-sack:replace:}(duplicate(tamper{TCP:options-altchksum:corrupt}(drop,),),),),fragment{tcp:-1:False}(duplicate(fragment{tcp:-1:False},),drop))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:11:True:5}(fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt},),tamper{TCP:dataofs:corrupt})-|[TCP:dataofs:6]-tamper{TCP:sport:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}(duplicate(tamper{TCP:options-md5header:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{ip:20:False}(tamper{TCP:chksum:corrupt},duplicate)-|",1,[0]
0.0,[TCP:options-eol:]-duplicate-|[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:PAU}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-uto:corrupt}(tamper{TCP:load:corrupt},),duplicate)-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(duplicate,tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True},))-|[TCP:options-sackok:]-duplicate-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:flags:corrupt}(fragment{ip:11:True:5},),duplicate)-|[TCP:options-sack::1]-tamper{TCP:options-uto:replace:51}-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(duplicate(fragment{tcp:-1:False},),)-|[TCP:reserved:0]-tamper{TCP:options-uto:corrupt}-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack:]-|[TCP:options-eol:]-duplicate-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-altchksumopt:corrupt}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:seq:replace:1331763454}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:corrupt}(duplicate(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:chksum:replace:4794},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(duplicate(,duplicate),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}-|,1,[0]
0.0,"[TCP:dport:27783:4]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:chksum:corrupt}(tamper{TCP:chksum:corrupt},),)-|",1,[0]
0.0,"[TCP:dport:27783:4]-tamper{TCP:options-md5header:replace:f49c06a776aed2fabf6337097424fefe}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:flags:corrupt}(duplicate(tamper{TCP:load:replace:toed6yn69l}(duplicate(duplicate,tamper{TCP:options-sackok:corrupt}),),),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:replace:17996}(fragment{tcp:-1:False},)-|[TCP:options-eol::2]-fragment{tcp:-1:False}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False:5}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:flags:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:65198}-|[TCP:options-sackok:]-tamper{TCP:flags:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:4794}(tamper{TCP:options-wscale:replace:203},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(tamper{TCP:options-uto:replace:20},tamper{TCP:reserved:corrupt}),fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:11:True:5}(tamper{TCP:options-sack:corrupt}(duplicate(tamper{TCP:options-sackok:corrupt},),),)-|",1,[0]
0.0,"[TCP:options-altchksum:95]-tamper{TCP:reserved:corrupt}(duplicate(fragment{tcp:-1:False}(,tamper{TCP:options-altchksumopt:corrupt}),),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:window:corrupt}-|[TCP:options-nop:]-drop-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-uto:corrupt}(tamper{TCP:dataofs:replace:15},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-uto:replace:20},tamper{TCP:reserved:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:-1:False})-|[TCP:options-altchksumopt:]-duplicate-|",1,[0]
0.0,[TCP:reserved:0:1]-tamper{TCP:dataofs:corrupt}-|[TCP:options-altchksumopt::0]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:79112427}(tamper{TCP:options-mss:replace:58600}(duplicate(,tamper{TCP:options-altchksum:replace:190}),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:load:replace:toed6yn69l}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:window:corrupt}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:chksum:replace:4794},),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-md5header:replace:f49c06a776aed2fabf6337097424fefe}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:False:5}-|[TCP:options-sack:]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-duplicate-|[TCP:reserved:0:1]-tamper{TCP:options-sack:corrupt}(fragment{tcp:1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:4794}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-nop::0]-fragment{tcp:12:False:6}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-nop:corrupt}(tamper{TCP:options-altchksumopt:replace:},),tamper{TCP:options-eol:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:options-sackok:replace:})-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-wscale:replace:51}-|,1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:dport:replace:17996}-|[TCP:options-eol::2]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:replace:f49c06a776aed2fabf6337097424fefe}(tamper{TCP:options-nop:replace:}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:14:False}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:window:corrupt}(tamper{TCP:load:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok::0]-fragment{tcp:22:True:16}-|[TCP:options-mss:31364]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(,tamper{TCP:reserved:corrupt}),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:sport:corrupt}-|[TCP:options-nop:]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt::0]-fragment{ip:-1:False:5}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-altchksum:replace:130},)-|[TCP:dport:41487]-fragment{tcp:18:False}-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:37:True:34}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:79112427}(tamper{TCP:options-mss:replace:58600}(duplicate(tamper{TCP:seq:replace:4246665029},tamper{TCP:options-altchksum:replace:190}),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:load:replace:toed6yn69l}(tamper{TCP:options-md5header:replace:4eb245bd1cb0286a742dc109c39af1ee},),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:chksum:corrupt}(duplicate,),),drop)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,[TCP:options-sack:]-fragment{ip:11:True:5}-|[TCP:options-uto:106]-tamper{TCP:options-altchksum:replace:15}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:4794}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(tamper{TCP:options-uto:replace:253},fragment{tcp:-1:True:5}),)-|",1,[0]
0.0,"[TCP:dataofs:2]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:17897}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:load:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-sackok:corrupt}(duplicate(duplicate,),)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:25:True:38}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-wscale:replace:188}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate-|[TCP:options-eol:]-duplicate(fragment{ip:-1:False:5},tamper{TCP:sport:corrupt}(tamper{TCP:options-sack:corrupt},))-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate,fragment{tcp:11:True})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(drop,)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(fragment{tcp:-1:True}(,tamper{TCP:options-md5header:replace:15825bb94e4b5de66ea217a96ea01897}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-eol:corrupt},tamper{TCP:options-mss:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:load:corrupt}(fragment{ip:-1:True:5},))-|[TCP:options-altchksumopt:]-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:options-wscale:corrupt}(duplicate(,tamper{TCP:options-sackok:replace:}),))-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:corrupt}(fragment{tcp:29:True},)-|[TCP:options-eol:]-tamper{TCP:options-nop:corrupt}-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-altchksum:replace:83},tamper{TCP:urgptr:replace:17897}(fragment{tcp:-1:False},))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:148}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:replace:}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{ip:-1:False:5}(,tamper{TCP:options-md5header:replace:abd696bddf23ddc3dfee38df4bed0721})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-eol:replace:}(tamper{TCP:options-sackok:replace:}(tamper{TCP:options-altchksum:corrupt}(duplicate(,duplicate),),),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:sport:corrupt}-|[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|[TCP:options-sack:]-drop-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:urgptr:replace:19649}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:load:corrupt}(tamper{TCP:options-timestamp:replace:1545355413},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False:34}(tamper{TCP:chksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate,tamper{TCP:load:replace:__DNS_REQUEST__})-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:ack:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-eol:corrupt},tamper{TCP:options-nop:corrupt}(tamper{TCP:options-altchksumopt:replace:},))-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-uto:corrupt},)-|[TCP:options-timestamp:1857001810]-tamper{TCP:urgptr:replace:46374}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False:5}(,drop)-|[TCP:options-md5header:e0c8466bdbf0dddf527dedd74c915ab6]-duplicate(tamper{TCP:options-mss:replace:9450},tamper{TCP:options-uto:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-timestamp:replace:199446312},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:replace:98}(tamper{TCP:ack:replace:3094227612}(tamper{TCP:load:replace:toed6yn69l}(duplicate(,tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:load:replace:toed6yn69l}(duplicate,),)),),),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:reserved:corrupt}(duplicate(duplicate(tamper{TCP:options-altchksumopt:corrupt},duplicate(,tamper{TCP:options-sack:corrupt})),duplicate(,tamper{TCP:options-eol:corrupt})),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-timestamp:replace:4227595856}(tamper{TCP:urgptr:replace:46374}(tamper{TCP:dataofs:corrupt},),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-|[TCP:options-nop:]-fragment{tcp:-1:True}(,tamper{TCP:options-wscale:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:window:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate,)-|[TCP:options-eol:]-fragment{tcp:-1:False}-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:window:corrupt}(duplicate(duplicate,duplicate),)-|[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,duplicate)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:replace:9450}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate-|[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:urgptr:replace:17897}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,[TCP:options-eol:]-fragment{ip:-1:True:5}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,fragment{ip:-1:False:36})-|[TCP:options-altchksumopt:]-duplicate-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:203}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:load:replace:toed6yn69l}(tamper{TCP:options-altchksum:corrupt},),),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:load:replace:toed6yn69l}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:chksum:replace:9517}(tamper{TCP:load:replace:toed6yn69l}(duplicate(,duplicate),),),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:sport:replace:50822}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True:28},)-|[TCP:options-wscale:153]-tamper{TCP:options-altchksumopt:replace:}-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate,tamper{TCP:flags:corrupt}(fragment{ip:11:True:5},))-|[TCP:options-sack::0]-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:reserved:replace:1},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-|[TCP:options-nop:]-tamper{TCP:urgptr:replace:46374}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:load:corrupt}(duplicate(,drop),)-|",1,[0]
0.0,"[TCP:dport:25801]-duplicate(,duplicate)-|[TCP:options-eol:]-duplicate(fragment{tcp:11:True}(duplicate,),)-|",1,[0]
