Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:options-eol:]-tamper{TCP:options-eol:replace:}-|[TCP:dport:31181]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}-|[TCP:options-uto:158]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-wscale:corrupt}(duplicate(duplicate,),),duplicate)-|[TCP:ack:2720656003]-tamper{TCP:options-altchksum:replace:220}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:options-sack:replace:},)-|[TCP:dport:58670]-duplicate-|",1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-timestamp:1124541146]-tamper{TCP:seq:replace:2009922557}-|,1,[-10]
-10.0,[TCP:options-sackok::0]-tamper{TCP:reserved:corrupt}-|[TCP:flags:FE]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:ack:corrupt}(tamper{TCP:options-altchksumopt:replace:}(duplicate,),),)-|[TCP:reserved:7]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:replace:}(duplicate,)-|[TCP:ack:644359440]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:dport:32604]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:seq:2244831710]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-duplicate-|[TCP:seq:4043957349]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-sackok::0]-duplicate-|[TCP:options-altchksum:134]-tamper{TCP:options-wscale:replace:65}-|,1,[-10]
-10.0,[TCP:options-sack::0]-duplicate-|[TCP:options-altchksum:195]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-|[TCP:options-sackok:]-duplicate(tamper{TCP:reserved:corrupt},)-|[TCP:reserved:7]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,duplicate)-|[TCP:options-md5header:eba10101e0f06f888d9458fd266d1083]-drop-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(duplicate,)-|[TCP:options-uto:114]-duplicate-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}-|[TCP:options-altchksumopt::0]-duplicate-|[TCP:options-altchksum:177]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-tamper{TCP:reserved:corrupt}(tamper{TCP:dataofs:corrupt},)-|[TCP:chksum:21483]-tamper{TCP:options-md5header:replace:895173fd55492833e9ef1231276b6f84}-|",1,[-10]
-10.0,[TCP:options-sackok::0]-duplicate-|[TCP:seq:3876616606]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(duplicate,)-|[TCP:options-nop:]-tamper{TCP:load:replace:}(drop,)-|[TCP:dport:16056]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-altchksumopt:replace:},)-|[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:255}-|[TCP:flags:RPAUEN]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:flags:replace:FPAEN}(duplicate,)-|[TCP:dataofs:10:4]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}-|[TCP:ack:683244298]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-duplicate(,duplicate)-|[TCP:options-uto:190:1]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-mss:3450]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}-|[TCP:options-wscale:219]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}-|[TCP:window:70]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:dport:corrupt}-|[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|[TCP:window:80]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:load:corrupt}-|[TCP:options-wscale:208]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:True},)-|[TCP:options-timestamp:3447309827]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate-|[TCP:dataofs:11]-tamper{TCP:options-mss:corrupt}(tamper{TCP:load:corrupt},)-|[TCP:urgptr:249]-tamper{TCP:options-md5header:replace:7161c31b51016eb80c966ab2a857ec06}-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:dport:corrupt}-|[TCP:options-mss:45762]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:dataofs:11]-|[TCP:options-uto:221]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:corrupt}-|[TCP:chksum:22062]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}-|[TCP:options-mss:21113]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:options-uto:corrupt})-|[TCP:sport:17130:0]-drop-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:True}(fragment{tcp:-1:False:5}(fragment{tcp:-1:False:5}(,fragment{tcp:-1:True}),tamper{TCP:options-uto:replace:98}),fragment{tcp:55:True:5}),)-|[TCP:options-sackok::1]-duplicate-|[TCP:options-uto:101]-duplicate-|",1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:load:__HTTP_REQUEST__]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:dport:corrupt}(tamper{TCP:dport:replace:55046},)-|[TCP:seq:1904041869]-tamper{TCP:dport:corrupt}-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(drop,duplicate)-|[TCP:options-sackok:]-|[TCP:reserved:3:2]-tamper{TCP:sport:replace:47877}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-eol:replace:}-|[TCP:sport:62312]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack::0]-|[TCP:options-mss:61754]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}-|[TCP:flags:FSRAUEC]-duplicate-|,1,[-10]
-10.0,"[TCP:reserved:2]-fragment{tcp:-1:False}(duplicate,)-|[TCP:options-mss:45384]-tamper{TCP:options-uto:replace:55}-|",1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|[TCP:dataofs:9:3]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-md5header:corrupt}(duplicate,)-|[TCP:reserved:4:3]-tamper{TCP:options-nop:replace:}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:urgptr:replace:53244}-|[TCP:sport:31298]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:False}-|[TCP:options-eol:]-tamper{TCP:urgptr:corrupt}-|[TCP:chksum:2266]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok::0]-duplicate-|[TCP:flags:A:2]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-tamper{TCP:seq:corrupt}(tamper{TCP:seq:replace:4131663975},)-|[TCP:flags:SRUEN:4]-tamper{TCP:options-eol:replace:}-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:dport:corrupt}-|[TCP:load:]-tamper{TCP:sport:replace:4276}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-|[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-altchksum:replace:22},)-|[TCP:dport:25399:0]-tamper{TCP:options-sackok:corrupt}-|",1,[-10]
-9.289,[TCP:chksum:64011]-duplicate-|,1,[-9.289]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:34928}-|,1,[0]
0.0,[TCP:options-altchksum:169]-|,1,[0]
0.0,[TCP:options-sack::3]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:reserved:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,[TCP:options-sack::1]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(drop,tamper{TCP:dataofs:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:sport:replace:33895}(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,[TCP:dport:6504]-|,1,[0]
0.0,"[TCP:options-altchksumopt::3]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:True}(drop,),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::2]-duplicate(fragment{tcp:-1:True},)-|[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:80},tamper{TCP:urgptr:replace:32658}(tamper{TCP:dataofs:replace:1},))-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:True}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:108}(fragment{tcp:3:False:1},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:seq:replace:1533156465}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:replace:18277}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-altchksumopt::2]-tamper{TCP:options-eol:corrupt}-|,1,[0]
0.0,[TCP:chksum:60821:2]-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:199}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,[TCP:options-sackok::1]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,"[TCP:reserved:0]-duplicate(,duplicate)-|",1,[0]
0.0,"[TCP:options-sackok::1]-fragment{tcp:6:True}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:245}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(duplicate(tamper{TCP:seq:replace:2885623701},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:flags:corrupt}(fragment{tcp:-1:True}(tamper{TCP:load:corrupt},),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-mss:replace:51820}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-nop:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:172}-|,1,[0]
0.0,"[TCP:options-sack::1]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}-|[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::1]-duplicate(fragment{tcp:-1:True},fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sack::2]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-eol:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-mss:replace:18277}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(duplicate(duplicate,tamper{TCP:options-uto:corrupt}),duplicate)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-mss:replace:57656},)-|",1,[0]
0.0,"[TCP:options-nop::1]-fragment{tcp:-1:False}(tamper{TCP:dataofs:replace:1},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:False}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,[TCP:options-nop::1]-tamper{TCP:options-sackok:replace:}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(duplicate(tamper{TCP:options-nop:replace:},),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:184}-|,1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(tamper{TCP:reserved:replace:4},)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-nop:replace:}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-wscale:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:False}(,tamper{TCP:options-wscale:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sack::1]-duplicate(fragment{tcp:-1:False},)-|[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt::2]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:True}(drop,tamper{TCP:options-sackok:replace:}),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:seq:replace:1533156465}-|,1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:6:True}(duplicate(,tamper{TCP:ack:corrupt}),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:sport:replace:33895}(tamper{TCP:options-altchksum:corrupt},)-|[TCP:options-nop:]-drop-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False}(tamper{TCP:options-nop:replace:},),)-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:sport:replace:33895}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:reserved:corrupt}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:True}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,tamper{TCP:options-uto:corrupt})-|[TCP:options-nop:]-tamper{TCP:window:corrupt}-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:True}(duplicate(tamper{TCP:options-altchksumopt:replace:},),),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-uto:replace:230}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:seq:replace:1533156465}(tamper{TCP:options-timestamp:corrupt}(tamper{TCP:urgptr:replace:45227},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:250}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:urgptr:replace:41245},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-sack:replace:}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False:15}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:-1:False:24}(fragment{tcp:-1:True}(tamper{TCP:options-sackok:corrupt},),)-|",1,[0]
0.0,[TCP:options-sackok::0]-duplicate-|[TCP:options-sack:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:80},tamper{TCP:urgptr:replace:32658})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}(duplicate(,tamper{TCP:options-nop:replace:}),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:replace:18277}(duplicate(duplicate,),)-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-sack:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:80},tamper{TCP:dataofs:replace:1})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{ip:-1:True:25}(,tamper{TCP:flags:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,tamper{TCP:options-uto:corrupt})-|[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:167}-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:-1:True}(,duplicate),)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(,tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:47:True:23},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:replace:}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop::1]-fragment{tcp:-1:False}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:108}(fragment{tcp:3:False:1},)-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:SA}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(duplicate(tamper{TCP:sport:replace:60469},),)-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::2]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:True}(drop,fragment{tcp:-1:True}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(tamper{TCP:options-nop:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:250}(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(fragment{tcp:-1:True},fragment{tcp:-1:True:37})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,tamper{TCP:options-uto:corrupt})-|[TCP:options-nop:]-tamper{TCP:options-md5header:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{ip:-1:True:25}(,tamper{TCP:dport:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-wscale:corrupt},duplicate(,drop))-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-timestamp:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,tamper{TCP:options-uto:corrupt})-|[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:167}(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False:6}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:38:False}(tamper{TCP:reserved:replace:4},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:dataofs:corrupt}(drop,))-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-sack:replace:},tamper{TCP:urgptr:replace:32658})-|",1,[0]
0.0,[TCP:options-uto:177]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:True}(drop,tamper{TCP:options-sackok:replace:}),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:True:5}(duplicate,tamper{TCP:options-altchksumopt:replace:})-|",1,[0]
0.0,[TCP:options-eol:]-fragment{ip:-1:True}-|,1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:26:True:19}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:False}(fragment{tcp:-1:False}(,tamper{TCP:urgptr:replace:28277}),),)-|",1,[0]
0.0,[TCP:window:170]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}(tamper{TCP:ack:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False:6}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-nop:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:80},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-uto:corrupt},tamper{TCP:options-uto:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:flags:corrupt}(fragment{ip:-1:True:26},)-|",1,[0]
0.0,[TCP:options-sackok::0]-fragment{tcp:-1:True}-|,1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:window:replace:90}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-altchksum:corrupt}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(,tamper{TCP:options-sackok:replace:})-|",1,[0]
0.0,[TCP:options-sackok::0]-duplicate-|[TCP:options-eol::1]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(fragment{tcp:-1:True}(duplicate,duplicate),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-nop:replace:}-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,fragment{tcp:-1:False})-|[TCP:options-sackok:]-duplicate-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}(fragment{tcp:33:False:23},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(duplicate(tamper{TCP:options-nop:replace:}(duplicate,),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-uto:replace:2}(fragment{tcp:-1:True}(,duplicate),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop::0]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:156}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:35:False:4}(duplicate(tamper{TCP:options-altchksumopt:replace:},),),)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(fragment{ip:-1:True:5},)-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:80},tamper{TCP:urgptr:replace:32658}(tamper{TCP:options-sackok:corrupt},))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:reserved:replace:2}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:False}(fragment{tcp:-1:True:5},),)-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(,tamper{TCP:options-altchksumopt:corrupt}(drop,))-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-mss:replace:57656}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(duplicate,duplicate(duplicate,tamper{TCP:options-uto:corrupt}))-|",1,[0]
0.0,[TCP:options-nop::0]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:False}(fragment{tcp:-1:False},tamper{TCP:options-mss:corrupt}),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:chksum:corrupt}(fragment{tcp:57:False:28}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(fragment{tcp:-1:True}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(duplicate(duplicate,tamper{TCP:options-md5header:corrupt}),duplicate)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False}(fragment{tcp:38:False},duplicate),)-|",1,[0]
