Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-altchksumopt:]-drop-|,1,[-1000]
-1000.0,"[TCP:options-sack:]-|[TCP:options-sack::0]-tamper{TCP:options-timestamp:corrupt}(duplicate,)-|",1,[-1000]
-1000.0,[TCP:options-sack:]-|[TCP:options-md5header:4deec58fa0bcd4056b4687f92b5e81e7]-tamper{TCP:dataofs:replace:9}-|,1,[-1000]
-1000.0,[TCP:options-sack:]-drop-|[TCP:options-mss:18527]-drop-|,1,[-1000]
-1000.0,"[TCP:options-sack:]-|[TCP:options-md5header:4deec58fa0bcd4056b4687f92b5e81e7]-fragment{tcp:-1:True}(tamper{TCP:options-mss:replace:21334},tamper{TCP:options-nop:corrupt}(drop,))-|",1,[-1000]
-1000.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:replace:}(drop,)-|",1,[-1000]
-1000.0,[TCP:options-sack:]-|[TCP:options-eol:]-|,1,[-1000]
-1000.0,[TCP:options-nop:]-|[TCP:options-nop:]-|,1,[-1000]
-1000.0,"[TCP:options-sack:]-|[TCP:options-md5header:4deec58fa0bcd4056b4687f92b5e81e7]-tamper{TCP:chksum:corrupt}(tamper{TCP:seq:corrupt},)-|",1,[-1000]
-1000.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(drop,)-|",1,[-1000]
-1000.0,[TCP:options-sack:]-|[TCP:options-md5header:4deec58fa0bcd4056b4687f92b5e81e7]-tamper{TCP:sport:corrupt}-|,1,[-1000]
-1000.0,"[TCP:options-nop:]-tamper{TCP:options-md5header:corrupt}(drop,)-|",1,[-1000]
-20.0,"[TCP:window:170]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:dport:replace:41193},)-|[TCP:options-altchksum:18]-fragment{tcp:-1:True}-|",1,[-20]
-20.0,"[TCP:reserved:1]-duplicate(,duplicate)-|[TCP:sport:64117]-tamper{TCP:options-wscale:corrupt}-|",1,[-20]
-20.0,"[TCP:options-mss:58282]-tamper{TCP:reserved:replace:7}(fragment{tcp:-1:True},)-|[TCP:flags:FA:3]-tamper{TCP:load:replace:__DNS_REQUEST__}-|",1,[-20]
-20.0,"[TCP:load:__DNS_REQUEST__]-tamper{TCP:window:corrupt}(fragment{tcp:-1:False},)-|[TCP:options-wscale:187]-tamper{TCP:reserved:corrupt}-|",1,[-20]
-20.0,[TCP:options-md5header:6c8b34c49867eb644189e0c4753b8f3a]-drop-|[TCP:dataofs:3:4]-tamper{TCP:reserved:corrupt}-|,1,[-20]
-20.0,"[TCP:urgptr:11714]-duplicate(,tamper{TCP:options-timestamp:replace:2050350420})-|[TCP:options-timestamp:663026839]-tamper{TCP:dataofs:corrupt}-|",1,[-20]
-20.0,"[TCP:seq:2936250659]-duplicate(duplicate,)-|[TCP:dataofs:15]-tamper{TCP:dport:replace:55168}-|",1,[-20]
-20.0,"[TCP:dport:59429]-tamper{TCP:options-md5header:replace:af8e8f0b5b445fa9015df110ce8db282}(duplicate,)-|[TCP:ack:210257907]-tamper{TCP:options-sackok:corrupt}-|",1,[-20]
-20.0,"[TCP:options-mss:11383]-tamper{TCP:options-sack:replace:}(tamper{TCP:flags:replace:PA}(drop,),)-|[TCP:options-eol::0]-duplicate-|",1,[-20]
-20.0,"[TCP:dport:22400]-tamper{TCP:reserved:corrupt}(tamper{TCP:load:corrupt},)-|[TCP:ack:3801216221]-duplicate-|",1,[-20]
-20.0,"[TCP:dport:26942:3]-tamper{TCP:urgptr:corrupt}(duplicate,)-|[TCP:options-wscale:12]-tamper{TCP:options-timestamp:replace:43802318}-|",1,[-20]
-20.0,[TCP:load:]-drop-|[TCP:sport:18147]-duplicate-|,1,[-20]
-20.0,"[TCP:seq:884320154]-duplicate(tamper{TCP:options-eol:corrupt},)-|[TCP:options-wscale:20]-drop-|",1,[-20]
-20.0,"[TCP:options-wscale:250]-tamper{TCP:options-altchksum:corrupt}(duplicate,)-|[TCP:seq:2276096083]-fragment{tcp:-1:False}-|",1,[-20]
-20.0,[TCP:flags:SPA]-duplicate-|[TCP:options-md5header:1ecf08ab1510cfc76c673e31c563e89f]-tamper{TCP:options-mss:corrupt}-|,1,[-20]
-10.0,[TCP:flags:PAECN]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,"[TCP:dport:49262]-tamper{TCP:flags:corrupt}(drop,)-|",1,[-10]
-10.0,[TCP:options-altchksum:81:3]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,"[TCP:options-mss:11378]-tamper{TCP:chksum:replace:2100}(tamper{TCP:chksum:replace:38142}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:options-wscale:57]-tamper{TCP:window:corrupt}(duplicate(,fragment{tcp:-1:False}),)-|",1,[-10]
-10.0,"[TCP:dataofs:14]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|[TCP:options-sackok:]-tamper{TCP:flags:replace:FRPAC}-|",1,[-10]
-10.0,[TCP:dataofs:14]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-md5header:2d51b987ed8acb28a03a0906f3412e0d]-duplicate-|,1,[-10]
-10.0,"[TCP:window:40:1]-fragment{tcp:-1:False}(tamper{TCP:options-uto:replace:50},)-|",1,[-10]
-10.0,"[TCP:options-uto:144]-tamper{TCP:options-wscale:replace:144}(fragment{tcp:8:False:12},)-|",1,[-10]
-10.0,"[TCP:window:120]-duplicate(fragment{tcp:28:True:14},)-|",1,[-10]
-10.0,"[TCP:sport:24926]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:dport:51101:4]-tamper{TCP:options-wscale:replace:98}-|,1,[-10]
-10.0,"[TCP:options-uto:69]-duplicate(,tamper{TCP:dport:corrupt})-|",1,[-10]
-10.0,"[TCP:urgptr:22157]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-sack:replace:},)-|",1,[-10]
-10.0,"[TCP:ack:1154964896:3]-duplicate(fragment{tcp:-1:True}(tamper{TCP:reserved:replace:2},),)-|",1,[-10]
-10.0,[TCP:options-uto:185]-drop-|,1,[-10]
-10.0,"[TCP:chksum:57684:1]-tamper{TCP:options-altchksumopt:corrupt}(fragment{tcp:-1:True}(tamper{TCP:ack:replace:3073677365},),)-|",1,[-10]
-10.0,[TCP:window:170]-tamper{TCP:flags:replace:FA}-|,1,[-10]
-10.0,[TCP:dataofs:9:4]-drop-|,1,[-10]
-10.0,[TCP:options-mss:25932]-tamper{TCP:seq:replace:1443681261}-|,1,[-10]
-10.0,"[TCP:dataofs:3:0]-tamper{TCP:options-uto:replace:123}(duplicate,)-|",1,[-10]
-10.0,[TCP:dport:36641]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:window:50]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,"[TCP:options-timestamp:3401613649]-duplicate(duplicate,tamper{TCP:options-nop:corrupt})-|",1,[-10]
-10.0,"[TCP:options-uto:79]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:flags:P]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:False:5},)-|",1,[-10]
-10.0,"[TCP:reserved:5]-tamper{TCP:chksum:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-tamper{TCP:options-mss:replace:56696}-|,1,[-10]
-10.0,"[TCP:reserved:3]-tamper{TCP:options-sack:corrupt}(tamper{TCP:sport:replace:50595}(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,"[TCP:dataofs:11]-tamper{TCP:options-uto:replace:210}(duplicate,)-|",1,[-10]
-10.0,"[TCP:urgptr:58875]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:True}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:window:40]-duplicate(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:dataofs:10]-tamper{TCP:options-wscale:replace:225}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:reserved:1]-tamper{TCP:reserved:replace:6}-|,1,[-10]
-10.0,[TCP:options-uto:64]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,"[TCP:options-md5header:6717ecee4b8a6349cd8d081fd23cfa39]-duplicate(tamper{TCP:urgptr:replace:14298},duplicate)-|",1,[-10]
-10.0,"[TCP:sport:12355:0]-duplicate(,tamper{TCP:dataofs:corrupt})-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-tamper{TCP:options-altchksumopt:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:chksum:65481:0]-fragment{tcp:-1:False}(fragment{tcp:-1:False}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,[TCP:options-altchksum:165:3]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,[TCP:flags:SAE:2]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,"[TCP:sport:9188:1]-duplicate(,fragment{ip:-1:True:5}(tamper{TCP:options-mss:corrupt},))-|",1,[-10]
-10.0,"[TCP:window:180]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:True}(tamper{TCP:options-sack:corrupt},),)-|",1,[-10]
-10.0,[TCP:load:scn92xzooz]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,[TCP:seq:239023131]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-uto:196:3]-duplicate-|,1,[-10]
-10.0,"[TCP:options-mss:44649]-duplicate(,drop)-|",1,[-10]
-10.0,[TCP:window:40]-drop-|,1,[-10]
-10.0,"[TCP:dport:62917:3]-tamper{TCP:options-sackok:replace:}(fragment{ip:-1:True:18},)-|",1,[-10]
-10.0,"[TCP:options-wscale:241]-fragment{tcp:-1:False}(tamper{TCP:window:corrupt}(duplicate,),)-|",1,[-10]
-10.0,[TCP:sport:5016]-duplicate-|,1,[-10]
-10.0,[TCP:flags:S:1]-drop-|,1,[-10]
-10.0,"[TCP:load:k8azt6w895]-duplicate(drop,)-|",1,[-10]
-10.0,"[TCP:urgptr:23772]-tamper{TCP:window:corrupt}(drop,)-|",1,[-10]
-10.0,[TCP:reserved:4:0]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:43476:1]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:options-uto:247]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,"[TCP:options-mss:4377]-tamper{TCP:options-altchksum:replace:32}(drop,)-|",1,[-10]
-10.0,[TCP:dataofs:15]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksum:48]-tamper{TCP:sport:replace:45338}(tamper{TCP:options-sackok:corrupt},)-|",1,[-10]
-10.0,[TCP:chksum:55636]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:load:]-tamper{TCP:dport:replace:43488}(tamper{TCP:seq:replace:2464726798},)-|",1,[-10]
-10.0,[TCP:chksum:59513]-tamper{TCP:reserved:replace:2}-|,1,[-10]
-10.0,[TCP:options-mss:21575]-duplicate-|,1,[-10]
-10.0,"[TCP:chksum:36278]-tamper{TCP:options-timestamp:corrupt}(duplicate(tamper{TCP:chksum:corrupt},),)-|",1,[-10]
-10.0,"[TCP:dport:52974]-duplicate(,drop)-|",1,[-10]
-10.0,[TCP:reserved:6]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksum:11]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-uto:corrupt}(duplicate,),)-|",1,[-10]
-10.0,[TCP:options-wscale:14]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:options-altchksum:59]-drop-|,1,[-10]
-10.0,"[TCP:window:190]-duplicate(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:dataofs:13]-tamper{TCP:reserved:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:reserved:1]-duplicate-|,1,[-10]
-10.0,"[TCP:options-timestamp:3717065746]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:ack:366145094]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,"[TCP:options-timestamp:2425842082:0]-tamper{TCP:dataofs:replace:11}(tamper{TCP:options-mss:replace:13873}(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,"[TCP:options-uto:210]-tamper{TCP:window:corrupt}(tamper{TCP:window:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:False},)-|[TCP:urgptr:884]-duplicate-|",1,[-10]
-10.0,[TCP:options-wscale:157]-tamper{TCP:flags:replace:FPAUCN}-|,1,[-10]
-10.0,"[TCP:ack:1248896912]-tamper{TCP:dataofs:corrupt}(tamper{TCP:chksum:corrupt},)-|",1,[-10]
-10.0,[TCP:reserved:3]-duplicate-|,1,[-10]
-10.0,[TCP:dataofs:15]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,"[TCP:urgptr:51651]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:dport:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-uto:240]-duplicate(,tamper{TCP:flags:corrupt})-|",1,[-10]
-10.0,"[TCP:load:]-duplicate(,tamper{TCP:reserved:corrupt})-|",1,[-10]
-10.0,"[TCP:urgptr:20275]-tamper{TCP:ack:replace:1720341489}(fragment{tcp:-1:True}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:seq:1739284092]-fragment{ip:-1:False}(duplicate,)-|",1,[-10]
-10.0,"[TCP:flags:A:1]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-eol:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:window:120]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-md5header:corrupt},)-|",1,[-10]
-10.0,"[TCP:ack:1537050087]-fragment{ip:-1:False}(tamper{TCP:options-sackok:corrupt},)-|",1,[-10]
-10.0,"[TCP:dataofs:5]-tamper{TCP:options-nop:corrupt}(drop,)-|",1,[-10]
-10.0,[TCP:options-uto:209:3]-fragment{tcp:-1:True:44}-|,1,[-10]
-10.0,"[TCP:chksum:65278]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:options-wscale:62]-tamper{TCP:dport:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:flags:SPA]-duplicate-|,1,[-10]
-10.0,[TCP:load:3adsxxsndy]-tamper{TCP:sport:replace:37639}-|,1,[-10]
-10.0,"[TCP:options-md5header:9c6732f262fbb0c3c489a441995f62d9]-duplicate(,duplicate)-|[TCP:options-sackok:]-tamper{TCP:options-uto:replace:129}-|",1,[-10]
-10.0,[TCP:ack:1268090402]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,"[TCP:ack:2497932078]-duplicate(duplicate,tamper{TCP:options-altchksum:corrupt})-|",1,[-10]
-10.0,"[TCP:reserved:6]-fragment{tcp:-1:False}(,duplicate)-|",1,[-10]
-10.0,"[TCP:options-timestamp:3047848868:3]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:False:46},)-|",1,[-10]
-10.0,[TCP:reserved:5]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:window:110]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:options-altchksum:212]-tamper{TCP:reserved:replace:2}(drop,)-|",1,[-10]
-10.0,"[TCP:reserved:6:4]-duplicate(,tamper{TCP:options-eol:corrupt})-|",1,[-10]
-10.0,"[TCP:ack:3174286786]-tamper{TCP:options-timestamp:replace:803420683}(tamper{TCP:options-mss:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:reserved:7]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:options-wscale:36]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:options-wscale:105:3]-duplicate(,tamper{TCP:options-altchksum:replace:246})-|",1,[-10]
-10.0,"[TCP:options-mss:1800:4]-tamper{TCP:options-wscale:replace:236}(tamper{TCP:reserved:replace:5},)-|",1,[-10]
-10.0,"[TCP:options-md5header:69b92fd3171b5bccf88774489b16b1e4]-duplicate(tamper{TCP:urgptr:replace:40952},)-|",1,[-10]
-10.0,"[TCP:options-uto:22:2]-tamper{TCP:options-wscale:replace:187}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-nop::0]-fragment{tcp:40:True}(tamper{TCP:options-md5header:replace:8d7894221ab187dbb8ef879df63523f1},)-|",1,[-10]
-10.0,[TCP:options-wscale:163]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,"[TCP:options-md5header:17e9276ac50c64ec42aa2b3fc801e620:4]-duplicate(,tamper{TCP:urgptr:replace:55601})-|[TCP:options-sackok:]-duplicate-|",1,[-10]
-10.0,"[TCP:options-uto:93]-tamper{TCP:load:corrupt}(tamper{TCP:options-timestamp:corrupt}(duplicate(duplicate,),),)-|",1,[-10]
-10.0,[TCP:dport:6887:0]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:13268]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,"[TCP:options-md5header:8bf3c10b6b601b1ca90ba8bd7c554d55]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|[TCP:options-sackok:]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:sport:62303]-tamper{TCP:urgptr:replace:44576}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dataofs:15]-tamper{TCP:load:replace:__DNS_REQUEST__}(tamper{TCP:seq:replace:2438293791},)-|",1,[-10]
-10.0,[TCP:seq:2282819733]-drop-|,1,[-10]
-10.0,[TCP:options-wscale:197]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,"[TCP:dport:16038]-tamper{TCP:sport:replace:51602}(tamper{TCP:window:replace:120},)-|",1,[-10]
-10.0,[TCP:ack:395757377]-drop-|,1,[-10]
-10.0,"[TCP:options-timestamp:788084485:3]-duplicate(fragment{tcp:32:False},)-|",1,[-10]
-10.0,[TCP:seq:1087065755:2]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-wscale:58]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:reserved:6]-tamper{TCP:dport:replace:58735}-|,1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-tamper{TCP:seq:replace:3679661315}(tamper{TCP:dataofs:replace:6},)-|",1,[-10]
-10.0,"[TCP:ack:1892561423]-fragment{tcp:-1:True}(,tamper{TCP:options-uto:corrupt})-|",1,[-10]
-10.0,"[TCP:urgptr:33967]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:ack:1532748270]-tamper{TCP:options-wscale:replace:151}(fragment{tcp:-1:True}(tamper{TCP:options-eol:corrupt},),)-|",1,[-10]
-10.0,"[TCP:window:60:2]-tamper{TCP:reserved:corrupt}(tamper{TCP:sport:replace:56520},)-|",1,[-10]
-10.0,[TCP:urgptr:7367]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,"[TCP:window:10:3]-tamper{TCP:options-nop:replace:}(duplicate,)-|",1,[-10]
-10.0,"[TCP:window:100]-tamper{TCP:options-wscale:replace:38}(tamper{TCP:urgptr:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-md5header:a4f70df05e974bb803d10f6ebc6f5974]-duplicate(tamper{TCP:options-sackok:corrupt},)-|",1,[-10]
-10.0,"[TCP:reserved:6]-tamper{TCP:options-mss:replace:29604}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:load:__HTTP_REQUEST__]-duplicate(,tamper{TCP:options-timestamp:corrupt})-|",1,[-10]
-10.0,[TCP:dataofs:8]-tamper{TCP:options-altchksum:replace:33}-|,1,[-10]
-10.0,"[TCP:options-wscale:100]-duplicate(tamper{TCP:options-altchksumopt:replace:},duplicate)-|",1,[-10]
-10.0,"[TCP:flags:PAE]-fragment{tcp:-1:False}(drop,)-|",1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:dport:replace:60244}-|,1,[-10]
-10.0,"[TCP:options-md5header:1fe6e53128ece5b0768589a3604eb717]-fragment{tcp:-1:False}(duplicate,tamper{TCP:seq:replace:4092108670})-|",1,[-10]
-10.0,"[TCP:sport:27734]-duplicate(tamper{TCP:seq:replace:3239527620},)-|",1,[-10]
-10.0,"[TCP:chksum:53561]-tamper{TCP:seq:corrupt}(tamper{TCP:options-uto:corrupt}(tamper{TCP:flags:corrupt},),)-|",1,[-10]
-10.0,"[TCP:load:ogya5o1pyo]-tamper{TCP:options-md5header:replace:2e34c98712fc49cd35716f15c5f832a8}(duplicate,)-|",1,[-10]
-10.0,[TCP:ack:3569269890]-duplicate-|,1,[-10]
-10.0,[TCP:dport:35576]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:chksum:1620:0]-duplicate-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}-|[TCP:options-timestamp:2205991874]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:57100]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:ack:3569269890]-tamper{TCP:dataofs:replace:4}-|,1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:options-mss:61359]-duplicate-|,1,[-10]
-10.0,[TCP:dport:61798:3]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:54276]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:dport:21124]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:sport:65136]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:window:170]-tamper{TCP:options-altchksum:replace:142}-|,1,[-10]
-10.0,[TCP:dataofs:1]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:5:2]-tamper{TCP:window:replace:20}-|,1,[-10]
-10.0,[TCP:options-wscale:196]-tamper{TCP:load:replace:z8xv7dxwri}-|,1,[-10]
-10.0,[TCP:flags:A]-tamper{TCP:chksum:replace:60996}-|,1,[-10]
-10.0,[TCP:options-mss:37106]-tamper{TCP:reserved:replace:4}-|,1,[-10]
-10.0,[TCP:options-sackok::0]-drop-|,1,[-10]
-10.0,[TCP:dport:61798:3]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,[TCP:options-timestamp:3756104699]-duplicate-|,1,[-10]
-10.0,[TCP:seq:2761422976]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:dport:63625]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:3569269890]-drop-|,1,[-10]
-10.0,"[TCP:dport:16038]-tamper{TCP:sport:replace:51602}(tamper{TCP:window:replace:120},)-|[TCP:options-altchksumopt:]-duplicate-|",1,[-10]
-10.0,[TCP:options-wscale:59]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,[TCP:dport:32162]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:183]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-timestamp:2128907558]-drop-|,1,[-10]
-10.0,[TCP:options-mss:4815]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:133:4]-tamper{TCP:urgptr:replace:41955}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:flags:corrupt}(duplicate(tamper{TCP:options-mss:corrupt},),)-|[TCP:reserved:6]-tamper{TCP:options-uto:replace:57}-|",1,[-10]
-10.0,[TCP:chksum:5862]-tamper{TCP:dport:replace:62226}-|,1,[-10]
-10.0,[TCP:options-wscale:65]-duplicate-|,1,[-10]
-10.0,[TCP:sport:47010]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:chksum:5862]-duplicate-|,1,[-10]
-10.0,[TCP:dport:23866]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,[TCP:dport:61798:3]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,[TCP:dport:40838:4]-|[TCP:reserved:0]-tamper{TCP:sport:replace:20600}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(,duplicate)-|[TCP:dport:68:1]-tamper{TCP:options-md5header:replace:64d260d0c8305133a63c2f0d215891e6}-|",1,[-10]
-10.0,[TCP:urgptr:25726]-tamper{TCP:dataofs:replace:7}-|,1,[-10]
-10.0,[TCP:window:80]-tamper{TCP:options-wscale:replace:2}-|,1,[-10]
-10.0,[TCP:urgptr:24201]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
