Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-altchksumopt:]-drop-|,1,[-1000]
-10.0,"[TCP:flags:UN]-tamper{TCP:options-md5header:replace:f11f541cbbaf4399ba46f7f1ce8a7a00}(tamper{TCP:options-timestamp:corrupt},)-|",1,[-10]
-10.0,[TCP:reserved:3]-duplicate-|,1,[-10]
-10.0,"[TCP:window:130]-fragment{ip:43:True}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[-10]
-10.0,"[TCP:options-altchksum:68]-tamper{TCP:options-nop:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:dataofs:10]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:urgptr:56140:4]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksum:238]-tamper{TCP:options-altchksum:replace:13}-|,1,[-10]
-10.0,[TCP:window:170]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,"[TCP:chksum:29571:4]-fragment{tcp:-1:True:15}(duplicate,)-|",1,[-10]
-10.0,"[TCP:urgptr:40565]-tamper{TCP:dport:replace:55522}(tamper{TCP:seq:replace:393775132}(duplicate,),)-|",1,[-10]
-10.0,[TCP:options-md5header:6166e404b4cdb32fa410d6dae94f030c:0]-duplicate-|,1,[-10]
-10.0,[TCP:sport:47020]-duplicate-|,1,[-10]
-10.0,[TCP:dport:46830:0]-drop-|,1,[-10]
-10.0,[TCP:options-timestamp:3680478478:4]-drop-|,1,[-10]
-10.0,[TCP:urgptr:47882:4]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:dport:19792]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|",1,[-10]
-10.0,"[TCP:flags:FSCN:4]-tamper{TCP:sport:replace:43582}(duplicate,)-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-duplicate(tamper{TCP:options-wscale:corrupt},)-|",1,[-10]
-10.0,[TCP:dataofs:2]-duplicate-|,1,[-10]
-10.0,"[TCP:sport:48250:3]-tamper{TCP:options-sack:replace:}(drop,)-|",1,[-10]
-10.0,"[TCP:options-wscale:148]-tamper{TCP:options-altchksum:replace:235}(tamper{TCP:options-altchksum:corrupt},)-|[TCP:options-sack:]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-md5header:81361ca30571eaeaabbf40afd20fba90]-duplicate(,tamper{TCP:options-altchksum:replace:219})-|[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:1585103120}-|",1,[-10]
-10.0,"[TCP:options-md5header:ade02b1e77daad179ba01a1f79040d76]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[-10]
-10.0,[TCP:sport:39858]-duplicate-|,1,[-10]
-10.0,[TCP:urgptr:40409]-drop-|,1,[-10]
-10.0,"[TCP:options-wscale:46]-duplicate(,tamper{TCP:reserved:corrupt})-|",1,[-10]
-10.0,"[TCP:flags:FAEC]-tamper{TCP:ack:replace:779726587}(duplicate(drop,),)-|",1,[-10]
-10.0,[TCP:flags:FRPA]-tamper{TCP:reserved:replace:4}-|,1,[-10]
-10.0,"[TCP:urgptr:53718]-tamper{TCP:options-timestamp:corrupt}(duplicate(tamper{TCP:options-md5header:corrupt},),)-|",1,[-10]
-10.0,[TCP:options-mss:46054]-drop-|,1,[-10]
-10.0,[TCP:options-timestamp:550867366]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:ack:1258766329]-duplicate(,tamper{TCP:options-altchksumopt:replace:})-|",1,[-10]
-10.0,"[TCP:options-md5header:41438327b61354918602040ad602f184]-fragment{tcp:-1:False:38}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-altchksum:180]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:sport:61627]-tamper{TCP:options-eol:replace:}(tamper{TCP:flags:replace:SA},)-|[TCP:options-eol::2]-tamper{TCP:options-timestamp:corrupt}-|",1,[-10]
-10.0,"[TCP:options-mss:44697:4]-fragment{tcp:-1:True}(fragment{tcp:-1:False},tamper{TCP:urgptr:corrupt})-|",1,[-10]
-10.0,"[TCP:dport:42893]-tamper{TCP:options-md5header:corrupt}(fragment{ip:-1:False:5},)-|",1,[-10]
-10.0,"[TCP:options-md5header:bbed461a3d4648e431d69b1b228ac204]-fragment{tcp:-1:True}(tamper{TCP:options-altchksumopt:corrupt}(duplicate,),)-|",1,[-10]
-10.0,[TCP:reserved:6]-tamper{TCP:options-md5header:replace:c9bdde0ba83fb1869ac6e5b4a53f0169}-|,1,[-10]
-10.0,[TCP:options-uto:118]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:ack:4252438417]-drop-|,1,[-10]
-10.0,[TCP:options-md5header:5b4796cf5b766626a0936d97315b93e9:4]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:flags:]-tamper{TCP:options-mss:replace:62622}(fragment{tcp:-1:True},)-|[TCP:options-sack:]-duplicate-|",1,[-10]
-10.0,"[TCP:urgptr:19699]-tamper{TCP:urgptr:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:chksum:43396]-tamper{TCP:ack:corrupt}(drop,)-|[TCP:options-eol::1]-tamper{TCP:urgptr:replace:33186}-|",1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:dataofs:7]-tamper{TCP:urgptr:replace:3420}-|,1,[-10]
-10.0,"[TCP:dataofs:1]-tamper{TCP:options-altchksumopt:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:reserved:3]-fragment{tcp:-1:True}(tamper{TCP:dport:corrupt},)-|",1,[-10]
-10.0,"[TCP:chksum:57279]-tamper{TCP:dport:corrupt}(tamper{TCP:dataofs:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-uto:237]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:sport:7044]-tamper{TCP:options-timestamp:replace:1087433163}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:sport:24945]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,"[TCP:options-md5header:3804fb395770a9ee3d0a761ce2eec38e]-tamper{TCP:options-altchksum:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-timestamp:3706098451]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,"[TCP:flags:FSPUC]-tamper{TCP:ack:corrupt}(tamper{TCP:options-mss:replace:35497},)-|",1,[-10]
-10.0,[TCP:sport:29517]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:flags:FRPUEN]-drop-|,1,[-10]
-10.0,[TCP:window:90]-drop-|,1,[-10]
-10.0,"[TCP:dataofs:1:1]-tamper{TCP:options-mss:corrupt}(tamper{TCP:load:corrupt},)-|",1,[-10]
-10.0,"[TCP:flags::4]-tamper{TCP:window:replace:70}(duplicate(tamper{TCP:seq:corrupt},),)-|",1,[-10]
-10.0,"[TCP:options-altchksum:1:2]-tamper{TCP:seq:replace:985144598}(duplicate,)-|",1,[-10]
-10.0,[TCP:seq:3626157471]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:dataofs:9]-fragment{tcp:-1:False}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-nop::0]-drop-|,1,[-10]
-10.0,[TCP:dport:20052]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksum:51]-drop-|,1,[-10]
-10.0,[TCP:urgptr:28146]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksum:104:3]-tamper{TCP:seq:replace:2842243448}(duplicate,)-|",1,[-10]
-10.0,"[TCP:load:__HTTP_REQUEST__]-duplicate(,drop)-|",1,[-10]
-10.0,"[TCP:options-wscale:4]-tamper{TCP:options-uto:replace:245}(duplicate(duplicate,),)-|",1,[-10]
-10.0,[TCP:options-md5header:e4c29d22182c91da19e1f66698485655]-drop-|,1,[-10]
-10.0,"[TCP:chksum:33563]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:flags:R]-fragment{tcp:-1:True}(tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-uto:corrupt},),)-|",1,[-10]
-10.0,[TCP:window:140]-drop-|,1,[-10]
-10.0,"[TCP:options-md5header:a45d5d8c6bf9b033fdfeacecff8ea53c]-duplicate(duplicate(duplicate,),)-|",1,[-10]
-10.0,[TCP:dataofs:14]-tamper{TCP:dataofs:replace:6}-|,1,[-10]
-10.0,[TCP:urgptr:52795]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt::1]-duplicate(tamper{TCP:flags:corrupt},)-|[TCP:window:60]-drop-|",1,[-10]
-10.0,"[TCP:dataofs:13:0]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:load:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-md5header:b608a55bf307c27dc731b8afbc046408]-duplicate(tamper{TCP:options-wscale:corrupt},)-|",1,[-10]
-10.0,"[TCP:flags:F]-fragment{tcp:-1:True}(duplicate,tamper{TCP:dataofs:replace:13})-|",1,[-10]
-10.0,[TCP:options-altchksum:150]-drop-|,1,[-10]
-10.0,[TCP:load:ysq0f8ton8]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,"[TCP:options-wscale:168]-fragment{tcp:-1:True}(tamper{TCP:chksum:replace:34339},tamper{TCP:dataofs:corrupt})-|",1,[-10]
-10.0,"[TCP:options-eol::1]-fragment{tcp:-1:False}(fragment{tcp:-1:False},)-|[TCP:ack:2301606728]-tamper{TCP:options-uto:corrupt}-|",1,[-10]
-10.0,"[TCP:options-md5header:5105d4c46a4082bb2bb31f233991d0ed]-tamper{TCP:options-nop:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:seq:4177916440]-duplicate(,drop)-|[TCP:options-altchksumopt::2]-tamper{TCP:options-altchksumopt:corrupt}-|",1,[-10]
-10.0,[TCP:window:110]-drop-|,1,[-10]
-10.0,[TCP:options-uto:4]-fragment{tcp:59:False}-|,1,[-10]
-10.0,"[TCP:load:]-tamper{TCP:flags:replace:}(tamper{TCP:window:replace:100},)-|",1,[-10]
-10.0,"[TCP:urgptr:10209:4]-fragment{tcp:-1:True}(tamper{TCP:options-timestamp:corrupt},)-|",1,[-10]
-10.0,[TCP:urgptr:46824]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:sport:26416]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-altchksum:corrupt},)-|",1,[-10]
-10.0,[TCP:dport:25594]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-timestamp:1030409569]-duplicate-|,1,[-10]
-10.0,[TCP:ack:550433605]-duplicate-|,1,[-10]
-10.0,"[TCP:chksum:55673]-duplicate(,tamper{TCP:seq:replace:1229521504})-|[TCP:options-eol:]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-uto:46]-duplicate(tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,[TCP:options-md5header:5892bb5b1e10b53973f268aa1131c808:1]-drop-|,1,[-10]
-10.0,"[TCP:reserved:2:4]-tamper{TCP:options-sackok:replace:}(drop,)-|",1,[-10]
-10.0,"[TCP:options-uto:33]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-altchksum:corrupt}(tamper{TCP:window:replace:80},),)-|",1,[-10]
-10.0,[TCP:options-altchksum:252]-duplicate-|[TCP:options-eol:]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:urgptr:replace:12685}(duplicate,),)-|[TCP:options-mss:20988]-tamper{TCP:sport:corrupt}-|",1,[-10]
-10.0,[TCP:options-md5header:dac6e16b424840eee1bd0c0eb9dc14ba:1]-tamper{TCP:reserved:replace:3}-|,1,[-10]
-10.0,[TCP:urgptr:32477]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(,tamper{TCP:urgptr:replace:60251})-|[TCP:sport:36619]-tamper{TCP:seq:replace:3942458103}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:urgptr:replace:22103}(tamper{TCP:options-wscale:corrupt},)-|[TCP:options-mss:45923]-drop-|",1,[-10]
-10.0,"[TCP:options-wscale:13:2]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:dataofs:2]-tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:options-uto:55]-tamper{TCP:window:corrupt}(fragment{tcp:-1:True}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-uto:218]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:ack:608554650]-tamper{TCP:dataofs:replace:14}(tamper{TCP:options-sackok:replace:},)-|",1,[-10]
-10.0,[TCP:options-mss:9030]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-uto:248]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:reserved:4]-fragment{tcp:-1:True}(,tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:False},))-|",1,[-10]
-10.0,"[TCP:sport:23146:1]-tamper{TCP:options-md5header:replace:ac46fba3db342a3b7f23c409012c4bee}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:chksum:53189]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:flags:ECN]-duplicate-|,1,[-10]
-10.0,"[TCP:ack:1351365613]-fragment{ip:-1:False}(,duplicate)-|",1,[-10]
-10.0,[TCP:dport:15654]-tamper{TCP:sport:replace:7171}-|,1,[-10]
-10.0,[TCP:dataofs:8:4]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:2255617671]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:sport:corrupt},)-|[TCP:options-eol:]-duplicate-|[TCP:reserved:6]-duplicate-|",1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-drop-|,1,[-10]
-10.0,[TCP:load:6o18vy5z7q:3]-tamper{TCP:dataofs:replace:15}-|,1,[-10]
-10.0,[TCP:options-altchksum:82]-tamper{TCP:seq:replace:2678559995}-|,1,[-10]
-10.0,"[TCP:flags:S]-fragment{tcp:-1:True}(,duplicate)-|",1,[-10]
-10.0,[TCP:sport:36950]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:window:60]-duplicate-|,1,[-10]
-10.0,[TCP:flags:SRPAUEN]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:chksum:56629]-tamper{TCP:dport:replace:22753}-|,1,[-10]
-10.0,[TCP:options-mss:54104]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksumopt::2]-duplicate(duplicate(duplicate,),)-|[TCP:urgptr:57484:4]-tamper{TCP:options-eol:corrupt}-|",1,[-10]
-10.0,[TCP:flags:SRPAUEN]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:window:150]-tamper{TCP:seq:replace:1027124835}-|,1,[-10]
-10.0,[TCP:flags:S]-tamper{TCP:load:replace:}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:reserved:replace:7}(tamper{TCP:reserved:replace:4},)-|[TCP:flags:SA]-tamper{TCP:options-sack:corrupt}-|",1,[-10]
-10.0,"[TCP:dport:20052]-duplicate(tamper{TCP:options-md5header:corrupt},)-|",1,[-10]
-10.0,[TCP:options-md5header:5f8ae5942e7283e59d28f8f050338c1c]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:options-uto:246]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:6]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:dport:10721]-tamper{TCP:urgptr:replace:51198}-|,1,[-10]
-10.0,[TCP:flags:SRPAUEN]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,"[TCP:flags:]-tamper{TCP:options-mss:replace:62622}(fragment{tcp:8:False},)-|[TCP:options-sack:]-duplicate(tamper{TCP:load:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(tamper{TCP:window:replace:20},)-|[TCP:dataofs:1]-tamper{TCP:options-sackok:corrupt}-|",1,[-10]
-10.0,[TCP:dataofs:9]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:183]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok::0]-duplicate-|[TCP:options-timestamp:1544887697]-drop-|,1,[-10]
-10.0,[TCP:options-uto:227:2]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dataofs:8]-duplicate-|,1,[-10]
-10.0,[TCP:flags:FSRA]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:chksum:replace:10514}-|[TCP:options-sack:]-duplicate(tamper{TCP:sport:corrupt},)-|[TCP:reserved:4]-tamper{TCP:urgptr:replace:7807}-|",1,[-10]
-10.0,[TCP:sport:18309]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:2b8b83d01f3b27911cebf3de8200ce45]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-nop:corrupt}(duplicate,)-|[TCP:ack:2288649604:4]-tamper{TCP:options-altchksum:corrupt}-|",1,[-10]
