Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-20.0,"[TCP:options-altchksum:124:2]-duplicate(tamper{TCP:flags:replace:SA},)-|[TCP:options-timestamp:2336225034:1]-tamper{TCP:window:corrupt}-|",1,[-20]
-20.0,"[TCP:options-mss:22374:0]-fragment{tcp:-1:True}(,duplicate)-|[TCP:ack:119397991]-tamper{TCP:dataofs:corrupt}-|",1,[-20]
-20.0,[TCP:options-md5header:04fb978e70f0e27b07531bc1bcbf7b5a:2]-tamper{TCP:options-nop:replace:}-|[TCP:options-altchksum:108]-duplicate-|,1,[-20]
-20.0,[TCP:chksum:62383]-|[TCP:dport:14689]-tamper{TCP:urgptr:corrupt}-|,1,[-20]
-10.0,"[TCP:options-md5header:c4a783aa671982753ce6d41eb6d8a069:2]-tamper{TCP:options-sackok:replace:}(duplicate(,duplicate),)-|",1,[-10]
-10.0,"[TCP:seq:2515541684]-tamper{TCP:options-altchksum:replace:2}(fragment{tcp:-1:False}(tamper{TCP:options-altchksum:replace:254},),)-|",1,[-10]
-10.0,"[TCP:window:150:2]-tamper{TCP:seq:replace:3383941855}(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,[TCP:options-wscale:126]-drop-|,1,[-10]
-10.0,[TCP:options-md5header:83b7194997e1707304d79fc768d6c948:1]-tamper{TCP:dport:replace:22487}-|,1,[-10]
-10.0,"[TCP:chksum:23722]-tamper{TCP:options-uto:replace:38}(tamper{TCP:options-md5header:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-uto:108:4]-tamper{TCP:options-wscale:replace:88}(drop,)-|",1,[-10]
-10.0,"[TCP:window:180]-tamper{TCP:urgptr:replace:34046}(fragment{tcp:-1:True}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,[TCP:chksum:38369]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:options-uto:194]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,"[TCP:dport:55899]-tamper{TCP:options-eol:corrupt}(tamper{TCP:load:replace:__DNS_REQUEST__}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:ack:221089340]-duplicate(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:options-mss:24556:0]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:seq:replace:413709860},)-|",1,[-10]
-10.0,"[TCP:reserved:1]-duplicate(tamper{TCP:flags:replace:FA},tamper{TCP:dport:replace:38580})-|",1,[-10]
-10.0,"[TCP:options-timestamp:1548088994]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:options-timestamp:347740530]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,"[TCP:options-mss:50860]-duplicate(,tamper{TCP:seq:replace:3876220989}(duplicate,))-|",1,[-10]
-10.0,[TCP:options-md5header:04fb978e70f0e27b07531bc1bcbf7b5a:2]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,"[TCP:load:__HTTP_REQUEST__]-duplicate(,tamper{TCP:flags:corrupt})-|",1,[-10]
-10.0,"[TCP:sport:1531]-duplicate(duplicate,drop)-|",1,[-10]
-10.0,"[TCP:seq:418145729:0]-duplicate(,tamper{TCP:options-nop:corrupt})-|",1,[-10]
-10.0,"[TCP:options-mss:17867]-tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:dport:49422:1]-tamper{TCP:options-mss:replace:55434}-|,1,[-10]
-10.0,[TCP:options-wscale:40]-drop-|,1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(duplicate,)-|[TCP:ack:3685335966]-tamper{TCP:dport:corrupt}-|",1,[-10]
-10.0,[TCP:options-wscale:66]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,"[TCP:options-mss:41258]-tamper{TCP:ack:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:chksum:57040]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,"[TCP:dport:39392]-fragment{tcp:-1:False}(fragment{tcp:3:True},)-|",1,[-10]
-10.0,[TCP:options-wscale:129:0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:urgptr:38591]-tamper{TCP:options-mss:replace:65357}(tamper{TCP:load:replace:},)-|[TCP:options-eol:]-tamper{TCP:urgptr:replace:48977}-|",1,[-10]
-10.0,[TCP:reserved:1:2]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-nop::0]-tamper{TCP:dataofs:replace:12}(fragment{tcp:-1:False},)-|[TCP:urgptr:48868]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-altchksum:191]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:reserved:1:1]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,"[TCP:chksum:39728]-tamper{TCP:options-md5header:replace:1efc81eed372fd8750ee1279274c0d98}(duplicate,)-|",1,[-10]
-10.0,"[TCP:chksum:26537]-fragment{tcp:-1:False}(,duplicate(drop,))-|",1,[-10]
-10.0,"[TCP:options-md5header:601cd584a15514d7e64c0e039e5803b6]-fragment{tcp:-1:True}(,fragment{tcp:10:True:5})-|",1,[-10]
-10.0,"[TCP:options-uto:9]-tamper{TCP:options-mss:corrupt}(tamper{TCP:flags:replace:P},)-|",1,[-10]
-10.0,"[TCP:load:]-tamper{TCP:chksum:corrupt}(tamper{TCP:seq:corrupt},)-|",1,[-10]
-10.0,[TCP:flags:SPUN:3]-duplicate-|,1,[-10]
-10.0,"[TCP:window:30]-fragment{tcp:19:True}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:reserved:7:1]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:reserved:replace:2}(duplicate,)-|[TCP:options-mss:23146]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,"[TCP:urgptr:28874]-duplicate(,fragment{tcp:-1:True})-|",1,[-10]
-10.0,"[TCP:flags:SA:1]-tamper{TCP:chksum:replace:54446}(tamper{TCP:options-md5header:replace:3b5943227db963e6a5cbfb048f7e4905}(duplicate,),)-|",1,[-10]
-10.0,[TCP:chksum:37605:0]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksum:114:4]-duplicate(,fragment{tcp:-1:True})-|",1,[-10]
-10.0,"[TCP:ack:1555293333]-fragment{tcp:59:True}(duplicate,)-|",1,[-10]
-10.0,"[TCP:flags:FSRAEN]-duplicate(tamper{TCP:load:replace:pdgfcsifza},tamper{TCP:urgptr:replace:30111})-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-fragment{tcp:-1:False}(,duplicate(,tamper{TCP:reserved:replace:4}))-|",1,[-10]
-10.0,[TCP:options-wscale:130]-fragment{ip:-1:False:5}-|,1,[-10]
-10.0,"[TCP:options-uto:56]-tamper{TCP:options-altchksumopt:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-uto:62]-tamper{TCP:options-uto:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-wscale:21]-duplicate-|,1,[-10]
-10.0,"[TCP:chksum:26286:1]-tamper{TCP:options-wscale:replace:206}(tamper{TCP:options-timestamp:corrupt},)-|",1,[-10]
-10.0,[TCP:options-altchksum:217]-duplicate-|,1,[-10]
-10.0,"[TCP:options-wscale:91]-fragment{tcp:-1:True}(duplicate,)-|[TCP:options-nop::0]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:chksum:15282]-tamper{TCP:options-mss:replace:44442}-|,1,[-10]
-10.0,[TCP:urgptr:1537]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-uto:40]-tamper{TCP:flags:replace:A}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dport:23128]-fragment{tcp:-1:True}(tamper{TCP:chksum:corrupt},)-|",1,[-10]
-10.0,[TCP:options-altchksum:79]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-wscale:95]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:dport:64167]-tamper{TCP:flags:replace:RA}(tamper{TCP:dataofs:corrupt},)-|[TCP:options-eol:]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:seq:3327068144]-fragment{tcp:-1:False}(duplicate,)-|",1,[-10]
-10.0,[TCP:ack:3272309389]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksum:136]-tamper{TCP:options-sack:replace:}(duplicate(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:options-altchksum:85]-duplicate(,duplicate(,fragment{tcp:-1:False}))-|",1,[-10]
-10.0,[TCP:seq:472494710]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,"[TCP:dataofs:8]-tamper{TCP:window:replace:60}(tamper{TCP:ack:corrupt},)-|",1,[-10]
-10.0,[TCP:options-uto:111]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,"[TCP:seq:742588761]-fragment{tcp:-1:True}(tamper{TCP:seq:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-mss:21012]-tamper{TCP:options-mss:corrupt}(tamper{TCP:dataofs:corrupt},)-|",1,[-10]
-10.0,"[TCP:flags:AN:3]-duplicate(tamper{TCP:urgptr:replace:63059},)-|",1,[-10]
-10.0,"[TCP:dataofs:13]-tamper{TCP:chksum:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-altchksum:187]-duplicate(tamper{TCP:dport:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(duplicate,)-|[TCP:options-altchksum:237]-duplicate-|",1,[-10]
-10.0,[TCP:options-altchksum:179]-tamper{TCP:reserved:replace:6}-|,1,[-10]
-10.0,[TCP:load::0]-tamper{TCP:ack:replace:1855948004}-|,1,[-10]
-10.0,"[TCP:options-md5header:71f8d77ed7c99581b91016769d384d5c]-tamper{TCP:chksum:replace:49483}(tamper{TCP:reserved:replace:1},)-|",1,[-10]
-10.0,"[TCP:options-md5header:13615b5d0032d0d1993a70399b49c387:4]-tamper{TCP:sport:replace:12234}(tamper{TCP:load:replace:},)-|",1,[-10]
-10.0,"[TCP:sport:60313]-duplicate(tamper{TCP:ack:corrupt}(tamper{TCP:flags:corrupt},),)-|",1,[-10]
-10.0,[TCP:flags:F]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:seq:63654323]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,"[TCP:options-wscale:143]-fragment{tcp:-1:False}(tamper{TCP:options-sack:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-mss:14209]-duplicate(,drop)-|",1,[-10]
-10.0,"[TCP:urgptr:35964:0]-tamper{TCP:options-mss:replace:30110}(tamper{TCP:dport:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-mss:20868]-duplicate(duplicate(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,"[TCP:dataofs:5]-tamper{TCP:chksum:replace:27700}(tamper{TCP:load:corrupt}(duplicate,),)-|[TCP:options-sack:]-tamper{TCP:seq:replace:2759538002}-|",1,[-10]
-10.0,[TCP:options-md5header:e43b0ef7841647769d9d33e808a90a13]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:62383]-tamper{TCP:sport:replace:4760}-|,1,[-10]
-10.0,"[TCP:window:60]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:False}(tamper{TCP:options-altchksumopt:corrupt},),)-|",1,[-10]
-10.0,"[TCP:options-wscale:62]-tamper{TCP:urgptr:corrupt}(duplicate(tamper{TCP:options-nop:replace:},),)-|",1,[-10]
-10.0,"[TCP:urgptr:1699]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-timestamp:replace:1354893667}(drop,),)-|",1,[-10]
-10.0,"[TCP:reserved:2]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-mss:10089]-duplicate(,tamper{TCP:chksum:replace:63954})-|",1,[-10]
-10.0,"[TCP:dataofs:12]-tamper{TCP:sport:replace:32122}(fragment{tcp:-1:True}(,tamper{TCP:ack:replace:2077930992}),)-|",1,[-10]
-10.0,"[TCP:options-timestamp:3700307061:3]-duplicate(tamper{TCP:ack:replace:3765150728},)-|",1,[-10]
-10.0,"[TCP:window:150:1]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[-10]
-10.0,[TCP:dport:45139]-duplicate-|,1,[-10]
-10.0,[TCP:load:ogonpmmqf9:1]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:load:22pg33asfs]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksum:121]-tamper{TCP:options-sack:replace:}(drop,)-|",1,[-10]
-10.0,[TCP:flags:]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,"[TCP:chksum:40411]-tamper{TCP:options-altchksumopt:replace:}(duplicate(,fragment{tcp:-1:True}),)-|",1,[-10]
-10.0,[TCP:options-altchksum:33]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,"[TCP:dport:6645]-duplicate(,fragment{tcp:-1:True}(,duplicate))-|",1,[-10]
-10.0,"[TCP:seq:2093631240:1]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-nop:corrupt}(tamper{TCP:options-eol:corrupt},),)-|",1,[-10]
-10.0,[TCP:options-altchksum:25:1]-drop-|,1,[-10]
-10.0,"[TCP:sport:5538]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-uto:replace:24},)-|",1,[-10]
-10.0,"[TCP:options-wscale:159]-tamper{TCP:ack:replace:85354516}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-wscale:249]-tamper{TCP:flags:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:seq:1456081353]-tamper{TCP:options-wscale:replace:159}-|,1,[-10]
-10.0,"[TCP:options-md5header:5f0b8a9c82742a2574a34ed35bbe0480]-fragment{tcp:-1:True}(drop,tamper{TCP:options-eol:corrupt})-|",1,[-10]
-10.0,[TCP:options-uto:27:3]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:seq:2334692643]-fragment{tcp:-1:True}(tamper{TCP:load:corrupt},tamper{TCP:options-nop:replace:})-|",1,[-10]
-10.0,[TCP:options-uto:29]-duplicate-|,1,[-10]
-10.0,[TCP:seq:1260255123]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:ack:3506872037:4]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-nop:replace:}(tamper{TCP:dport:corrupt},),)-|",1,[-10]
-10.0,[TCP:dport:4301:2]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-wscale:112:3]-drop-|[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:540413880}-|,1,[-10]
-10.0,[TCP:options-altchksum:112]-tamper{TCP:dport:replace:30704}-|,1,[-10]
-10.0,"[TCP:window:190]-tamper{TCP:dataofs:replace:14}(duplicate,)-|[TCP:options-nop::3]-duplicate-|",1,[-10]
-10.0,"[TCP:reserved:7:4]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[-10]
-10.0,[TCP:load:ch6qwych8i]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksum:73:0]-fragment{tcp:-1:True}(fragment{tcp:-1:False}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-mss:42251]-tamper{TCP:options-uto:corrupt}(tamper{TCP:load:corrupt}(drop,),)-|",1,[-10]
-10.0,"[TCP:options-wscale:79]-tamper{TCP:options-mss:replace:35988}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:reserved:3]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-uto:corrupt},)-|",1,[-10]
-10.0,[TCP:seq:870710623]-tamper{TCP:options-wscale:replace:192}-|,1,[-10]
-10.0,"[TCP:seq:1443523211]-tamper{TCP:dataofs:replace:10}(fragment{tcp:56:False:2},)-|",1,[-10]
-10.0,"[TCP:ack:1711113190]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:load:replace:tzyx86j8t4},)-|",1,[-10]
-10.0,"[TCP:options-md5header:7f37534d3082f5c22ba2fef751bc6efb]-tamper{TCP:chksum:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[-10]
-10.0,[TCP:window:150]-drop-|,1,[-10]
-10.0,"[TCP:window:110]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:dataofs:7]-tamper{TCP:urgptr:replace:2618}(tamper{TCP:options-sackok:corrupt}(tamper{TCP:ack:corrupt},),)-|",1,[-10]
-10.0,[TCP:reserved:1]-tamper{TCP:options-wscale:replace:100}-|,1,[-10]
-10.0,[TCP:options-mss:42839]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:ack:2869898176]-duplicate-|,1,[-10]
-10.0,"[TCP:dataofs:8]-duplicate(duplicate(tamper{TCP:sport:corrupt},),)-|",1,[-10]
-10.0,"[TCP:options-uto:42:0]-tamper{TCP:options-sackok:replace:}(tamper{TCP:load:corrupt},)-|",1,[-10]
-10.0,[TCP:sport:35552]-tamper{TCP:chksum:replace:43588}-|,1,[-10]
-10.0,"[TCP:dataofs:3]-tamper{TCP:window:replace:120}(tamper{TCP:options-eol:corrupt}(duplicate,),)-|",1,[-10]
-10.0,[TCP:flags:R:1]-drop-|,1,[-10]
-10.0,[TCP:options-md5header:97c314f12a9e2ee66b1ebda174926fc5]-tamper{TCP:seq:replace:3369615297}-|,1,[-10]
-10.0,[TCP:window:70]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:options-timestamp:1996379295]-drop-|,1,[-10]
-10.0,[TCP:sport:49705]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:load:vsc897hurw]-duplicate(tamper{TCP:options-timestamp:replace:1374857906},)-|",1,[-10]
-10.0,"[TCP:options-mss:134]-fragment{tcp:-1:False}(,tamper{TCP:options-md5header:replace:279e8b00dec25d84552a1678a740e7dd})-|",1,[-10]
-10.0,"[TCP:options-wscale:230]-fragment{tcp:-1:False}(tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,[TCP:options-altchksum:71]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:window:190:0]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:options-uto:189]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:2100455719]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:5f77ae9ae0d18b07a945bfcceb72cbb4:1]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:urgptr:30011]-tamper{TCP:urgptr:replace:54378}-|,1,[-10]
-10.0,[TCP:options-md5header:78786be51a84a40c0c345e47141b587e]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:sport:40798]-tamper{TCP:flags:replace:F}-|,1,[-10]
-10.0,[TCP:options-sack::0]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-altchksum:25]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok::1]-tamper{TCP:options-wscale:corrupt}-|[TCP:seq:2197277392:0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:-1:False})-|[TCP:options-altchksum:35]-drop-|",1,[-10]
-10.0,[TCP:chksum:41506]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__:0]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,drop)-|[TCP:flags:A]-tamper{TCP:options-nop:replace:}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:False},)-|[TCP:sport:13326]-tamper{TCP:chksum:corrupt}-|",1,[-10]
-10.0,[TCP:dataofs:1:0]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:ack:2861311558]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-wscale:169:3]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:dataofs:6]-drop-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-eol:corrupt}(tamper{TCP:window:corrupt},)-|[TCP:options-uto:203]-tamper{TCP:options-mss:replace:7109}-|",1,[-10]
-10.0,[TCP:window:40]-drop-|,1,[-10]
-10.0,[TCP:sport:27353]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(,fragment{ip:-1:True:45})-|[TCP:options-timestamp:3411206111]-tamper{TCP:flags:replace:FSR}-|",1,[-10]
-10.0,[TCP:options-timestamp:1608169628]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:1494892697]-tamper{TCP:options-wscale:replace:141}-|,1,[-10]
-10.0,[TCP:ack:239227762]-duplicate-|,1,[-10]
