Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:reserved:0]-drop-|,1,[-1000]
-10.0,"[TCP:chksum:19725]-tamper{TCP:reserved:replace:0}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-md5header:a2e40c9a4af17bc4bae760d5f21db709:1]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:urgptr:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-altchksum:46:0]-tamper{TCP:flags:corrupt}(fragment{tcp:-1:True},)-|[TCP:options-sackok:]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:reserved:4]-fragment{tcp:-1:False}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[-10]
-10.0,[TCP:chksum:43604:2]-duplicate-|,1,[-10]
-10.0,"[TCP:options-mss:38925]-tamper{TCP:chksum:replace:26320}(tamper{TCP:sport:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-timestamp:4244178417]-fragment{tcp:-1:True}(fragment{tcp:21:False},)-|",1,[-10]
-10.0,"[TCP:urgptr:15552:4]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:sport:replace:60313},)-|",1,[-10]
-10.0,"[TCP:options-wscale:183]-duplicate(tamper{TCP:flags:replace:F},)-|",1,[-10]
-10.0,"[TCP:options-uto:137:0]-fragment{tcp:-1:True}(duplicate,)-|",1,[-10]
-10.0,"[TCP:ack:891464143]-tamper{TCP:chksum:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-fragment{tcp:-1:False}(fragment{tcp:-1:True:28},)-|",1,[-10]
-10.0,"[TCP:chksum:43255]-tamper{TCP:flags:corrupt}(tamper{TCP:options-sack:replace:},)-|",1,[-10]
-10.0,"[TCP:options-eol::3]-fragment{tcp:-1:True}(duplicate,)-|[TCP:dataofs:10]-tamper{TCP:sport:corrupt}-|",1,[-10]
-10.0,[TCP:reserved:2:2]-duplicate-|,1,[-10]
-10.0,[TCP:ack:1518227463]-drop-|,1,[-10]
-10.0,[TCP:sport:54416]-duplicate-|,1,[-10]
-10.0,[TCP:seq:2519045171]-drop-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:1883922186}(tamper{TCP:sport:corrupt}(tamper{TCP:options-uto:replace:255},),)-|[TCP:options-altchksum:178:2]-duplicate-|",1,[-10]
-10.0,[TCP:dataofs:7]-fragment{tcp:-1:True}-|[TCP:options-nop:]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-uto:101]-duplicate-|,1,[-10]
-10.0,"[TCP:options-uto:183]-duplicate(,tamper{TCP:options-nop:corrupt})-|",1,[-10]
-10.0,[TCP:options-uto:145]-drop-|,1,[-10]
-10.0,"[TCP:options-mss:23453]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:sport:13971]-duplicate(,tamper{TCP:options-eol:corrupt})-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(,duplicate)-|[TCP:options-mss:52670:3]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-md5header:6b8bb70af7d7f7c2b3775cef049dffef]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:options-md5header:970ce8291c38292f66eed2ddc2369415]-duplicate-|,1,[-10]
-10.0,[TCP:flags:SRAUC]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:38175]-tamper{TCP:sport:replace:23120}-|,1,[-10]
-10.0,[TCP:options-uto:197]-duplicate-|,1,[-10]
-10.0,"[TCP:flags:A]-fragment{tcp:-1:True}(,tamper{TCP:options-eol:replace:})-|",1,[-10]
-10.0,"[TCP:window:40]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:True}(tamper{TCP:chksum:replace:55817},),)-|",1,[-10]
-10.0,"[TCP:options-uto:137]-fragment{tcp:-1:True}(tamper{TCP:seq:corrupt},tamper{TCP:options-nop:corrupt})-|",1,[-10]
-10.0,"[TCP:options-md5header:ee3e1b793329e8244fadae82ef97ad46]-duplicate(tamper{TCP:urgptr:replace:14227},)-|",1,[-10]
-10.0,"[TCP:reserved:4:0]-fragment{tcp:-1:True}(duplicate,tamper{TCP:options-uto:replace:64})-|",1,[-10]
-10.0,[TCP:options-altchksum:102]-duplicate-|,1,[-10]
-10.0,"[TCP:chksum:36044]-duplicate(,fragment{tcp:-1:True})-|",1,[-10]
-10.0,"[TCP:sport:15449]-fragment{tcp:-1:False}(,tamper{TCP:options-eol:corrupt})-|",1,[-10]
-10.0,[TCP:seq:1989242951]-tamper{TCP:options-wscale:replace:171}-|,1,[-10]
-10.0,"[TCP:window:130]-fragment{tcp:-1:True}(drop,)-|",1,[-10]
-10.0,[TCP:seq:1436713484]-drop-|,1,[-10]
-10.0,[TCP:flags:FRPAN]-drop-|,1,[-10]
-10.0,[TCP:options-timestamp:1579136809]-drop-|,1,[-10]
-10.0,"[TCP:flags:FSRPAECN]-tamper{TCP:options-uto:corrupt}(tamper{TCP:options-nop:corrupt}(tamper{TCP:options-nop:replace:},),)-|",1,[-10]
-10.0,[TCP:dataofs:5]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:reserved:3]-fragment{tcp:-1:True:5}(tamper{TCP:urgptr:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-wscale:76]-fragment{tcp:-1:True}(,duplicate(,tamper{TCP:options-sack:replace:}))-|",1,[-10]
-10.0,[TCP:options-timestamp:265189092]-duplicate-|,1,[-10]
-10.0,"[TCP:options-mss:34602]-tamper{TCP:sport:replace:36599}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-timestamp:1692466175:1]-duplicate(,tamper{TCP:sport:corrupt})-|",1,[-10]
-10.0,[TCP:window:100:4]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:95]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,"[TCP:sport:8008]-tamper{TCP:options-md5header:replace:89743f2ba8b7aa46408f89dc62ca76c2}(tamper{TCP:options-timestamp:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-altchksumopt::0]-duplicate(fragment{tcp:-1:False},)-|[TCP:options-altchksum:181]-tamper{TCP:options-altchksumopt:corrupt}-|",1,[-10]
-10.0,[TCP:sport:6152]-duplicate-|,1,[-10]
-10.0,"[TCP:ack:3589669130]-fragment{tcp:-1:True:5}(tamper{TCP:options-uto:replace:177},)-|",1,[-10]
-10.0,"[TCP:sport:25680]-tamper{TCP:reserved:replace:4}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:flags:P]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,"[TCP:sport:61748]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:options-timestamp:2130140947:0]-fragment{tcp:-1:True}(,duplicate)-|",1,[-10]
-10.0,"[TCP:flags:A]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:urgptr:19234:1]-duplicate(tamper{TCP:sport:replace:43386},)-|",1,[-10]
-10.0,"[TCP:options-wscale:254]-duplicate(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,[TCP:seq:2389869431:2]-drop-|,1,[-10]
-10.0,[TCP:sport:52425:1]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,"[TCP:dataofs:4]-tamper{TCP:options-md5header:replace:16d8ff49bacd32d910edd0445e5d9b00}(tamper{TCP:flags:corrupt},)-|",1,[-10]
-10.0,[TCP:sport:16365]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,"[TCP:chksum:10587]-tamper{TCP:options-uto:corrupt}(tamper{TCP:reserved:replace:5},)-|",1,[-10]
-10.0,"[TCP:options-wscale:96]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:chksum:5182]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:dport:52578]-drop-|,1,[-10]
-10.0,"[TCP:urgptr:37693]-tamper{TCP:window:replace:100}(duplicate,)-|",1,[-10]
-10.0,[TCP:ack:1456404484]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:99]-duplicate-|,1,[-10]
-10.0,"[TCP:window:160:2]-tamper{TCP:load:replace:}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-wscale:140]-tamper{TCP:options-uto:replace:40}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-altchksum:142]-duplicate(,fragment{ip:-1:False:5})-|",1,[-10]
-10.0,[TCP:options-mss:55819]-duplicate-|,1,[-10]
-10.0,"[TCP:window:170]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:load::2]-tamper{TCP:sport:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-tamper{TCP:options-md5header:replace:767ee79a70a346b662268af16dc3469e}(fragment{tcp:-1:True}(tamper{TCP:options-eol:corrupt},),)-|",1,[-10]
-10.0,"[TCP:urgptr:25050:2]-duplicate(fragment{tcp:-1:False},fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:chksum:35957]-fragment{tcp:18:False}(,tamper{TCP:options-eol:replace:})-|",1,[-10]
-10.0,"[TCP:options-wscale:5]-fragment{tcp:-1:False}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:options-altchksum:73]-tamper{TCP:flags:replace:PUEN}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:dport:47340]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:options-wscale:8]-tamper{TCP:dataofs:corrupt}(tamper{TCP:urgptr:corrupt}(duplicate,),)-|",1,[-10]
-10.0,[TCP:flags:FPAUC:4]-tamper{TCP:options-altchksum:replace:31}-|,1,[-10]
-10.0,[TCP:dataofs:1:4]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:21711]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:seq:1040026500]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:bf6a32e6fa22d4512c40cc1dcc77972e]-tamper{TCP:options-md5header:replace:d4794347e6531deddae3a7658333ad55}-|,1,[-10]
-10.0,[TCP:sport:12645]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:226]-drop-|,1,[-10]
-10.0,[TCP:chksum:20384]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:0]-tamper{TCP:dataofs:replace:9}-|,1,[-10]
-10.0,[TCP:options-timestamp:3108783340]-duplicate-|,1,[-10]
-10.0,[TCP:flags:R]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,duplicate(,fragment{tcp:-1:True}))-|[TCP:chksum:11960]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-sack:corrupt},)-|[TCP:options-altchksum:255]-duplicate-|",1,[-10]
-10.0,[TCP:flags:SA]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:window:70]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:sport:1806]-duplicate-|,1,[-10]
-10.0,[TCP:flags:FC]-tamper{TCP:options-md5header:replace:a3dd2fddcc7eca891cd20e49fe975f07}-|,1,[-10]
-10.0,[TCP:dataofs:11:0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-uto:147]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:34602]-tamper{TCP:sport:replace:36599}-|,1,[-10]
-10.0,[TCP:ack:132876524]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:943791989]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:chksum:49200:0]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:flags:RUN]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-md5header:b38aaa7aea7306083b6befca296a50af]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,[TCP:options-uto:226]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,[TCP:seq:2792633961]-duplicate-|,1,[-10]
-10.0,[TCP:seq:2234095227]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:16f1b02dc856df099da475e4ddba3d75]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:flags:SPUC]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:window:110]-duplicate-|,1,[-10]
-10.0,[TCP:urgptr:8353]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__:4]-tamper{TCP:options-wscale:replace:33}-|,1,[-10]
-10.0,[TCP:chksum:36044]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dataofs:5:0]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:dport:29656]-tamper{TCP:options-wscale:replace:224}-|,1,[-10]
-10.0,[TCP:reserved:7:3]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:dport:1292]-duplicate-|,1,[-10]
-10.0,[TCP:flags:SA]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksum:55]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-uto:219]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:True})-|[TCP:options-timestamp:1761461414]-drop-|",1,[-10]
-10.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(fragment{tcp:-1:False:8},)-|[TCP:options-altchksum:253]-duplicate-|",1,[-10]
