Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-sackok::2]-drop-|,1,[-1000]
-1000.0,[TCP:options-eol::0]-tamper{TCP:flags:corrupt}-|[TCP:options-sack:]-drop-|,1,[-1000]
-1000.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:28055}(drop,)-|",1,[-1000]
-1000.0,"[TCP:options-eol:]-|[TCP:load:__HTTP_REQUEST__]-fragment{tcp:-1:True}(,fragment{tcp:-1:False}(,tamper{TCP:seq:corrupt}))-|",1,[-1000]
-1000.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:1812077976}(drop,)-|",1,[-1000]
-1000.0,"[TCP:options-eol:]-|[TCP:load:__HTTP_REQUEST__]-fragment{tcp:-1:True}(,duplicate)-|",1,[-1000]
-1000.0,[TCP:options-eol:]-drop-|[TCP:options-nop::0]-tamper{TCP:sport:replace:21721}-|,1,[-1000]
-1000.0,[TCP:options-eol::0]-drop-|[TCP:options-altchksumopt:]-|,1,[-1000]
-1000.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:17441}(drop,)-|[TCP:options-nop:]-|",1,[-1000]
-1000.0,[TCP:reserved:1:1]-fragment{tcp:-1:True:44}-|[TCP:options-altchksumopt:]-|,1,[-1000]
-1000.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(drop,)-|",1,[-1000]
-1000.0,"[TCP:options-sack:]-|[TCP:options-mss:50752]-fragment{tcp:-1:True}(fragment{tcp:-1:False},duplicate)-|",1,[-1000]
-1000.0,[TCP:options-eol:]-|[TCP:dport:55784]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-1000]
-1000.0,[TCP:options-sackok:]-|[TCP:options-sack::0]-fragment{tcp:-1:True}-|,1,[-1000]
-1000.0,[TCP:options-sackok:]-|[TCP:options-sack::0]-duplicate-|,1,[-1000]
-20.0,"[TCP:load:20hfp4xete]-tamper{TCP:options-timestamp:replace:2928436506}(duplicate,)-|[TCP:options-mss:15000]-fragment{tcp:-1:True}-|",1,[-20]
-20.0,"[TCP:ack:2467369547]-tamper{TCP:ack:corrupt}(duplicate,)-|[TCP:chksum:26452]-duplicate-|",1,[-20]
-20.0,"[TCP:sport:50876]-tamper{TCP:options-sackok:corrupt}(drop,)-|[TCP:seq:996368720]-drop-|",1,[-20]
-20.0,[TCP:options-uto:215]-drop-|[TCP:options-md5header:26c76291eb6fce7fc56dd77dc031ea38]-tamper{TCP:options-altchksum:corrupt}-|,1,[-20]
-20.0,"[TCP:reserved:4]-duplicate(duplicate,)-|[TCP:seq:1742507556]-duplicate-|",1,[-20]
-20.0,"[TCP:options-mss:47357]-fragment{tcp:-1:True}(drop,)-|[TCP:options-md5header:19cf6c4c58d43e274db0837d650444a1]-fragment{tcp:-1:True}-|",1,[-20]
-20.0,"[TCP:sport:10131:2]-tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:True},)-|[TCP:options-timestamp:2723809459:2]-duplicate-|",1,[-20]
-20.0,"[TCP:load:]-duplicate(drop,)-|[TCP:options-altchksum:229:3]-duplicate-|",1,[-20]
-20.0,"[TCP:dataofs:2]-tamper{TCP:options-uto:corrupt}(duplicate,)-|[TCP:flags:A]-drop-|",1,[-20]
-20.0,[TCP:urgptr:17632]-drop-|[TCP:window:150]-duplicate-|,1,[-20]
-20.0,"[TCP:options-altchksum:14]-fragment{tcp:-1:True}(,tamper{TCP:window:replace:50})-|[TCP:reserved:5]-fragment{tcp:-1:True}-|",1,[-20]
-20.0,"[TCP:dport:33475:2]-fragment{tcp:-1:False}(,duplicate)-|[TCP:options-altchksum:83]-duplicate-|",1,[-20]
-20.0,"[TCP:options-timestamp:1143608506:1]-fragment{tcp:-1:False}(tamper{TCP:dataofs:corrupt},)-|[TCP:ack:1758283326]-fragment{tcp:-1:True}-|",1,[-20]
-20.0,"[TCP:options-md5header:d102771aaec2ab9cb4db161c597f12fa:1]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|[TCP:chksum:5938]-drop-|",1,[-20]
-20.0,"[TCP:options-timestamp:1960954695:4]-fragment{tcp:-1:True}(,duplicate)-|[TCP:options-md5header:ec72c42ba3946810edfd0db4a6c69632]-tamper{TCP:options-sack:replace:}-|",1,[-20]
-20.0,"[TCP:dataofs:15]-duplicate(,drop)-|[TCP:ack:1175811220]-tamper{TCP:load:corrupt}-|",1,[-20]
-20.0,"[TCP:window:50]-fragment{tcp:-1:False}(tamper{TCP:flags:replace:RA},)-|[TCP:options-altchksumopt::0]-fragment{tcp:-1:False}-|",1,[-20]
-20.0,"[TCP:dport:57575]-fragment{tcp:-1:False}(,duplicate)-|[TCP:urgptr:60680]-tamper{TCP:reserved:replace:7}-|",1,[-20]
-20.0,[TCP:window:50]-|[TCP:chksum:37467]-tamper{TCP:sport:replace:61166}-|,1,[-20]
-20.0,[TCP:chksum:57346]-|[TCP:load:__HTTP_REQUEST__:2]-tamper{TCP:ack:corrupt}-|,1,[-20]
-10.0,"[TCP:options-uto:124]-tamper{TCP:load:replace:__HTTP_REQUEST__}(fragment{tcp:-1:True}(tamper{TCP:options-wscale:corrupt},),)-|",1,[-10]
-10.0,[TCP:urgptr:49448]-fragment{ip:26:False}-|,1,[-10]
-10.0,"[TCP:ack:2247997373:3]-tamper{TCP:options-sack:corrupt}(tamper{TCP:options-mss:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-mss:43349]-duplicate(duplicate,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:ack:521350181]-duplicate-|,1,[-10]
-10.0,"[TCP:options-timestamp:61427971]-fragment{tcp:-1:True}(tamper{TCP:ack:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,)-|[TCP:options-md5header:7644bd01e49ef935e1bc235a67362638]-tamper{TCP:options-altchksum:corrupt}-|",1,[-10]
-10.0,"[TCP:window:160]-tamper{TCP:ack:replace:3018462940}(tamper{TCP:reserved:replace:6},)-|",1,[-10]
-10.0,"[TCP:dport:31040]-tamper{TCP:options-mss:replace:14632}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-wscale:85]-fragment{tcp:-1:True}(duplicate,)-|",1,[-10]
-10.0,"[TCP:urgptr:51223]-fragment{tcp:-1:True}(tamper{TCP:dataofs:corrupt},)-|",1,[-10]
-10.0,[TCP:options-mss:55546]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:dport:30438:3]-tamper{TCP:options-mss:replace:14783}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-altchksum:8]-tamper{TCP:ack:replace:1804056359}(tamper{TCP:options-wscale:corrupt},)-|",1,[-10]
-10.0,"[TCP:reserved:1]-fragment{tcp:-1:True}(tamper{TCP:seq:corrupt},)-|",1,[-10]
-10.0,[TCP:options-uto:27]-tamper{TCP:options-wscale:replace:196}-|,1,[-10]
-10.0,[TCP:options-altchksum:179]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,"[TCP:seq:2054814616]-fragment{tcp:-1:True:5}(,tamper{TCP:seq:replace:2429447642})-|",1,[-10]
-10.0,"[TCP:urgptr:31269]-tamper{TCP:options-eol:replace:}(tamper{TCP:dataofs:corrupt},)-|",1,[-10]
-10.0,[TCP:dport:44689:2]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:11661]-drop-|,1,[-10]
-10.0,"[TCP:dport:58275]-tamper{TCP:options-sackok:replace:}(tamper{TCP:dataofs:corrupt},)-|",1,[-10]
-10.0,[TCP:options-altchksumopt::0]-duplicate-|,1,[-10]
-10.0,"[TCP:options-mss:42498:2]-fragment{tcp:-1:False}(,duplicate(,tamper{TCP:options-altchksum:corrupt}))-|",1,[-10]
-10.0,[TCP:seq:2166154647]-tamper{TCP:options-wscale:replace:37}-|,1,[-10]
-10.0,[TCP:dataofs:7]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,"[TCP:dport:53257]-fragment{tcp:-1:False:27}(,tamper{TCP:seq:replace:2496373454})-|",1,[-10]
-10.0,"[TCP:window:100]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:window:190:2]-drop-|,1,[-10]
-10.0,"[TCP:ack:2291348936]-duplicate(,tamper{TCP:options-sackok:replace:})-|",1,[-10]
-10.0,"[TCP:ack:3844749697]-fragment{tcp:-1:True}(,tamper{TCP:reserved:corrupt})-|",1,[-10]
-10.0,[TCP:options-altchksum:171]-drop-|,1,[-10]
-10.0,"[TCP:options-md5header:8e568a0cd8294c8c088ebd61219e2397]-tamper{TCP:options-timestamp:replace:3417498304}(tamper{TCP:options-nop:replace:},)-|",1,[-10]
-10.0,"[TCP:dport:12395]-tamper{TCP:sport:replace:24158}(duplicate(,fragment{tcp:-1:True}),)-|",1,[-10]
-10.0,"[TCP:reserved:5:0]-tamper{TCP:flags:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-wscale:8]-duplicate(tamper{TCP:options-uto:replace:68},)-|",1,[-10]
-10.0,"[TCP:options-timestamp:2238010639:3]-tamper{TCP:dport:corrupt}(duplicate(tamper{TCP:options-sackok:corrupt},),)-|",1,[-10]
-10.0,"[TCP:options-mss:7014]-tamper{TCP:dataofs:replace:7}(tamper{TCP:reserved:corrupt}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:options-timestamp:3650461846]-tamper{TCP:options-wscale:replace:52}(tamper{TCP:reserved:replace:7},)-|",1,[-10]
-10.0,"[TCP:options-uto:94]-fragment{tcp:13:True}(tamper{TCP:options-eol:corrupt},)-|",1,[-10]
-10.0,"[TCP:chksum:62402:2]-tamper{TCP:sport:corrupt}(tamper{TCP:sport:corrupt}(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,[TCP:window:60]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,"[TCP:reserved:4]-tamper{TCP:ack:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:window:140]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-altchksum:188]-fragment{tcp:-1:False:39}(duplicate(tamper{TCP:options-altchksumopt:replace:},),)-|",1,[-10]
-10.0,[TCP:options-nop::2]-fragment{tcp:-1:False}-|[TCP:dport:56389]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,[TCP:sport:30509:0]-drop-|,1,[-10]
-10.0,"[TCP:dataofs:4:2]-tamper{TCP:options-md5header:corrupt}(drop,)-|",1,[-10]
-10.0,[TCP:dataofs:8:3]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksumopt::0]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-wscale:114:2]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:urgptr:22270:0]-fragment{tcp:-1:False}(,tamper{TCP:seq:corrupt}(tamper{TCP:flags:corrupt},))-|[TCP:options-sack::0]-tamper{TCP:reserved:replace:7}-|",1,[-10]
-10.0,[TCP:options-altchksum:93:2]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,"[TCP:options-mss:12140]-tamper{TCP:urgptr:replace:55606}(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-mss:33434]-tamper{TCP:window:corrupt}(duplicate(duplicate,fragment{tcp:-1:False}),)-|",1,[-10]
-10.0,"[TCP:dataofs:10]-fragment{tcp:-1:True}(tamper{TCP:options-sack:replace:},drop)-|",1,[-10]
-10.0,[TCP:options-timestamp:1110090347]-tamper{TCP:options-wscale:replace:228}-|,1,[-10]
-10.0,"[TCP:dport:60727:0]-duplicate(,tamper{TCP:options-eol:replace:})-|",1,[-10]
-10.0,"[TCP:options-md5header:484c62a0cdfd66569143304fcc317151]-duplicate(drop,)-|",1,[-10]
-10.0,"[TCP:sport:15078:2]-tamper{TCP:reserved:replace:3}(tamper{TCP:options-md5header:corrupt},)-|",1,[-10]
-10.0,[TCP:options-wscale:187:4]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,"[TCP:reserved:7]-tamper{TCP:sport:replace:26972}(tamper{TCP:ack:corrupt},)-|",1,[-10]
-10.0,"[TCP:urgptr:42515:1]-tamper{TCP:urgptr:corrupt}(duplicate(duplicate(duplicate,),),)-|",1,[-10]
-10.0,[TCP:options-wscale:2]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksum:156]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-eol:corrupt}(duplicate,),)-|",1,[-10]
-10.0,[TCP:load::3]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-uto:254]-tamper{TCP:urgptr:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:window:150]-duplicate(fragment{tcp:-1:False},)-|[TCP:options-nop:]-tamper{TCP:options-sackok:corrupt}-|",1,[-10]
-10.0,[TCP:urgptr:25645]-drop-|,1,[-10]
-10.0,"[TCP:chksum:39490]-tamper{TCP:sport:replace:2819}(tamper{TCP:chksum:corrupt},)-|",1,[-10]
-10.0,"[TCP:dport:24307:1]-tamper{TCP:urgptr:replace:27675}(duplicate(,fragment{tcp:-1:True}),)-|",1,[-10]
-10.0,[TCP:seq:3977682617:0]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,"[TCP:sport:50342]-fragment{tcp:-1:True}(duplicate,tamper{TCP:urgptr:corrupt})-|",1,[-10]
-10.0,"[TCP:window:100]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-altchksum:replace:38},)-|",1,[-10]
-10.0,"[TCP:urgptr:11244]-tamper{TCP:options-timestamp:replace:1835283625}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[-10]
-10.0,"[TCP:options-mss:5656]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:dport:23105]-fragment{tcp:-1:False}(tamper{TCP:chksum:replace:22284},)-|",1,[-10]
-10.0,"[TCP:flags:]-tamper{TCP:sport:corrupt}(tamper{TCP:reserved:replace:2}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-mss:3931]-tamper{TCP:flags:corrupt}(tamper{TCP:dataofs:corrupt},)-|",1,[-10]
-10.0,[TCP:options-altchksum:127]-drop-|,1,[-10]
-10.0,[TCP:dport:53246]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,[TCP:options-wscale:236]-duplicate-|,1,[-10]
-10.0,"[TCP:urgptr:11237:3]-fragment{tcp:22:False:11}(,drop)-|",1,[-10]
-10.0,"[TCP:options-wscale:12]-duplicate(,tamper{TCP:options-md5header:replace:9a7717533afff92983e89cd7e4af8b62})-|",1,[-10]
-10.0,"[TCP:window:50]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:urgptr:52673]-drop-|[TCP:options-sack:]-tamper{TCP:load:replace:__DNS_REQUEST__}-|,1,[-10]
-10.0,[TCP:options-uto:184]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-mss:13733]-tamper{TCP:seq:corrupt}(tamper{TCP:options-mss:replace:26125},)-|",1,[-10]
-10.0,"[TCP:options-uto:101]-tamper{TCP:window:corrupt}(tamper{TCP:options-sack:corrupt}(drop,),)-|",1,[-10]
-10.0,"[TCP:load:tsete9i7qj:3]-tamper{TCP:options-nop:replace:}(tamper{TCP:load:replace:c8xe5uycxm}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:options-wscale:57:1]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:sport:28313]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:seq:3634656490]-tamper{TCP:options-sack:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:options-wscale:78]-tamper{TCP:options-altchksumopt:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:flags:FA]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:7bc84ca68015cd76b2a090d50bdc2c0b]-drop-|,1,[-10]
-10.0,[TCP:reserved:5]-tamper{TCP:options-timestamp:replace:3328293080}-|,1,[-10]
-10.0,[TCP:dataofs:2]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:sport:47578:3]-tamper{TCP:options-wscale:replace:240}(drop,)-|",1,[-10]
-10.0,[TCP:urgptr:29872:2]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:sport:16647:3]-fragment{tcp:-1:True}(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:chksum:replace:3331},)-|[TCP:seq:298433571]-drop-|",1,[-10]
-10.0,[TCP:dataofs:5]-duplicate-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-drop-|,1,[-10]
-10.0,"[TCP:seq:1704154996]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-duplicate(,tamper{TCP:ack:corrupt})-|",1,[-10]
-10.0,"[TCP:options-timestamp:623284964:3]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:True}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:urgptr:5582:2]-tamper{TCP:chksum:replace:50878}(tamper{TCP:dport:corrupt},)-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__:0]-duplicate(duplicate(tamper{TCP:options-nop:corrupt},),)-|",1,[-10]
-10.0,[TCP:window:180:1]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,"[TCP:options-md5header:d2047b75cd6d114dfcc57d2453c10a15]-duplicate(fragment{tcp:-1:False},duplicate)-|",1,[-10]
-10.0,"[TCP:options-mss:47823]-fragment{ip:-1:True}(tamper{TCP:window:corrupt},)-|",1,[-10]
-10.0,"[TCP:dataofs:8]-duplicate(tamper{TCP:options-md5header:replace:51d0cbef091bb2e545f7348cf0bac70c}(fragment{tcp:-1:False:5},),)-|",1,[-10]
-10.0,"[TCP:seq:575584874]-tamper{TCP:options-altchksumopt:replace:}(drop,)-|",1,[-10]
-10.0,[TCP:window:190]-duplicate-|,1,[-10]
-10.0,"[TCP:ack:3604206998:4]-tamper{TCP:chksum:replace:19647}(duplicate,)-|",1,[-10]
-10.0,"[TCP:flags:R]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-uto:replace:101},)-|",1,[-10]
-10.0,"[TCP:options-nop::1]-duplicate(fragment{tcp:-1:True},)-|[TCP:ack:664121667:3]-tamper{TCP:reserved:replace:1}-|",1,[-10]
-10.0,"[TCP:load:0s74y1xv22]-tamper{TCP:options-altchksum:replace:231}(tamper{TCP:chksum:corrupt}(tamper{TCP:dport:replace:34567},),)-|",1,[-10]
-10.0,"[TCP:options-mss:47094]-duplicate(,tamper{TCP:chksum:replace:38997})-|",1,[-10]
-10.0,"[TCP:flags:RPU]-tamper{TCP:options-eol:corrupt}(tamper{TCP:window:corrupt}(drop,),)-|",1,[-10]
-10.0,[TCP:options-wscale:76]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:flags:R]-duplicate(drop,)-|",1,[-10]
-10.0,"[TCP:options-mss:62523]-tamper{TCP:dport:corrupt}(duplicate(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,"[TCP:window:20]-fragment{tcp:-1:True}(duplicate,duplicate)-|",1,[-10]
-10.0,"[TCP:options-md5header:6b89501d20d5de1d75ab590fef69cf64]-tamper{TCP:window:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:window:100]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:flags:RPAU:2]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-wscale:139]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,"[TCP:chksum:30330:0]-tamper{TCP:options-timestamp:replace:4165508112}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-uto:99]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,"[TCP:sport:28752:1]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:load:g7c3dvjkz2]-fragment{tcp:-1:True}(tamper{TCP:options-sack:replace:},)-|",1,[-10]
-10.0,[TCP:chksum:45921]-tamper{TCP:dport:replace:24564}-|,1,[-10]
-10.0,[TCP:ack:3116561366]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:sport:60560]-tamper{TCP:load:corrupt}(tamper{TCP:options-mss:replace:49066}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-tamper{TCP:options-altchksum:replace:73}-|,1,[-10]
-10.0,"[TCP:options-timestamp:2801425114]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:options-md5header:123bc7db042738ff444ec8ca523f8270]-duplicate-|,1,[-10]
-10.0,"[TCP:window:150]-tamper{TCP:urgptr:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-altchksum:217]-drop-|,1,[-10]
-10.0,[TCP:options-timestamp:2517699210]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:reserved:2]-drop-|,1,[-10]
-10.0,"[TCP:options-md5header:484a2a10045cb83547bcd3ee7610c5c5:0]-duplicate(tamper{TCP:urgptr:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-mss:30249]-tamper{TCP:options-eol:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:options-md5header:079fc2c4a64faa705a41695d0210f0ef]-duplicate(,tamper{TCP:options-sackok:corrupt})-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:options-sackok:replace:},)-|[TCP:sport:59244]-tamper{TCP:options-altchksumopt:replace:}-|",1,[-10]
-10.0,"[TCP:sport:63078]-duplicate(duplicate,)-|[TCP:options-nop:]-tamper{TCP:options-uto:replace:230}-|",1,[-10]
-10.0,"[TCP:load:0auvar17jh]-tamper{TCP:options-uto:corrupt}(tamper{TCP:urgptr:corrupt}(tamper{TCP:window:corrupt},),)-|",1,[-10]
-10.0,"[TCP:load:__HTTP_REQUEST__]-tamper{TCP:reserved:corrupt}(fragment{tcp:-1:False:5},)-|",1,[-10]
-10.0,"[TCP:options-wscale:57]-fragment{ip:26:False:38}(tamper{TCP:dport:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-altchksum:122]-tamper{TCP:options-mss:corrupt}(drop,)-|",1,[-10]
-10.0,[TCP:options-timestamp:3880808264]-drop-|,1,[-10]
-10.0,"[TCP:window:160]-tamper{TCP:options-altchksum:replace:88}(duplicate,)-|",1,[-10]
-10.0,[TCP:urgptr:24099]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-mss:12202]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:dport:39973]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:7423]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:56726]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:options-sackok:replace:}-|[TCP:sport:3725]-tamper{TCP:urgptr:replace:40027}-|,1,[-10]
-10.0,[TCP:options-altchksum:148]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:7423]-tamper{TCP:sport:replace:19133}-|,1,[-10]
-10.0,[TCP:sport:2133]-tamper{TCP:load:replace:qbct3co2dc}-|,1,[-10]
-10.0,[TCP:dport:7377]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:11768]-drop-|,1,[-10]
-10.0,[TCP:options-wscale:208]-drop-|,1,[-10]
-10.0,[TCP:urgptr:21421]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:chksum:18583]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:42712}(fragment{tcp:-1:True},)-|[TCP:flags:RA]-tamper{TCP:options-mss:corrupt}-|",1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:chksum:50640]-tamper{TCP:dport:replace:8243}-|,1,[-10]
-10.0,[TCP:reserved:6]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:load:qbwrp0etvq]-tamper{TCP:urgptr:replace:59546}-|,1,[-10]
-10.0,[TCP:chksum:3373:3]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:dport:39539]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:flags:FAEN]-tamper{TCP:window:replace:180}-|,1,[-10]
-10.0,[TCP:options-timestamp:2003258373]-duplicate-|,1,[-10]
