Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:reserved:0]-drop-|,1,[-1000]
-10.0,"[TCP:chksum:57394]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:False}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:ack:1768056509]-tamper{TCP:dataofs:corrupt}(fragment{tcp:45:True},)-|",1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__:0]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksum:104]-duplicate(fragment{tcp:-1:True}(tamper{TCP:options-nop:corrupt},),)-|[TCP:options-sack:]-tamper{TCP:flags:corrupt}-|",1,[-10]
-10.0,"[TCP:sport:31130]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-mss:31561]-tamper{TCP:options-wscale:replace:156}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:options-mss:38102]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:window:30]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|",1,[-10]
-10.0,[TCP:seq:1613379052]-tamper{TCP:sport:replace:20118}-|,1,[-10]
-10.0,[TCP:urgptr:32057:0]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:window:160]-tamper{TCP:ack:replace:3820129620}(tamper{TCP:options-wscale:corrupt},)-|",1,[-10]
-10.0,"[TCP:dport:16600]-tamper{TCP:sport:corrupt}(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-timestamp:1633642704]-duplicate(,drop)-|",1,[-10]
-10.0,[TCP:reserved:3:2]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:window:160:0]-tamper{TCP:window:corrupt}(tamper{TCP:chksum:replace:1425},)-|",1,[-10]
-10.0,"[TCP:urgptr:32963]-duplicate(drop,tamper{TCP:window:corrupt})-|",1,[-10]
-10.0,"[TCP:dport:64707]-duplicate(fragment{tcp:-1:True},tamper{TCP:flags:corrupt})-|",1,[-10]
-10.0,"[TCP:dataofs:6]-tamper{TCP:ack:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dport:15200]-fragment{tcp:-1:True}(duplicate(drop,),)-|",1,[-10]
-10.0,"[TCP:load:__HTTP_REQUEST__]-tamper{TCP:reserved:replace:1}(drop,)-|",1,[-10]
-10.0,"[TCP:options-wscale:215]-duplicate(drop,)-|",1,[-10]
-10.0,[TCP:flags:PAUC]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:47880]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:urgptr:51671]-fragment{tcp:-1:False}(tamper{TCP:options-uto:replace:213},)-|",1,[-10]
-10.0,"[TCP:options-wscale:20]-fragment{tcp:-1:False}(fragment{tcp:31:False},)-|",1,[-10]
-10.0,[TCP:options-mss:7679:2]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,[TCP:options-timestamp:2486646363]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:ack:2801420082]-duplicate(tamper{TCP:options-altchksumopt:corrupt},tamper{TCP:options-eol:replace:}(tamper{TCP:options-nop:replace:},))-|",1,[-10]
-10.0,[TCP:window:80]-drop-|,1,[-10]
-10.0,[TCP:flags:RPUECN:4]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:load:sjjh2a3iuo]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:dataofs:8]-tamper{TCP:options-altchksum:replace:200}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dataofs:7]-fragment{tcp:-1:False}(tamper{TCP:sport:replace:35120},tamper{TCP:options-eol:corrupt})-|",1,[-10]
-10.0,"[TCP:dport:52353]-tamper{TCP:sport:corrupt}(fragment{ip:-1:False},)-|",1,[-10]
-10.0,"[TCP:options-mss:60981]-duplicate(duplicate,fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:options-altchksum:35:0]-duplicate(,tamper{TCP:reserved:replace:2})-|",1,[-10]
-10.0,[TCP:reserved:5]-duplicate-|,1,[-10]
-10.0,"[TCP:sport:11056]-duplicate(,tamper{TCP:dataofs:replace:10})-|",1,[-10]
-10.0,[TCP:options-altchksum:24]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,"[TCP:load:]-fragment{tcp:-1:True}(fragment{tcp:-1:True},fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:chksum:27736:2]-drop-|,1,[-10]
-10.0,"[TCP:options-timestamp:3097818798:4]-duplicate(,tamper{TCP:load:replace:__HTTP_REQUEST__})-|[TCP:options-sack:]-tamper{TCP:chksum:corrupt}-|",1,[-10]
-10.0,"[TCP:sport:40812]-fragment{tcp:-1:False}(,tamper{TCP:options-eol:corrupt}(duplicate,))-|",1,[-10]
-10.0,"[TCP:options-timestamp:1972256655:0]-tamper{TCP:load:replace:}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-timestamp:2137185611]-drop-|,1,[-10]
-10.0,"[TCP:dataofs:5]-tamper{TCP:window:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:seq:2136143592]-tamper{TCP:options-uto:replace:133}-|,1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-fragment{tcp:-1:False}(tamper{TCP:options-wscale:replace:174}(tamper{TCP:ack:corrupt},),)-|",1,[-10]
-10.0,[TCP:options-mss:38829]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,"[TCP:chksum:8593]-tamper{TCP:options-uto:replace:167}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dport:2975:4]-duplicate(tamper{TCP:options-altchksum:replace:54},)-|",1,[-10]
-10.0,"[TCP:options-timestamp:3920288755]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-uto:231]-fragment{tcp:-1:True}(fragment{tcp:-1:True}(duplicate,),)-|",1,[-10]
-10.0,[TCP:options-timestamp:2890426719]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-uto:12]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:window:20]-duplicate(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,[TCP:options-mss:16500]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,"[TCP:dport:24004]-duplicate(,tamper{TCP:dport:corrupt})-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-fragment{ip:-1:True}(,tamper{TCP:options-mss:replace:23900})-|",1,[-10]
-10.0,[TCP:seq:2747501988]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:59902]-drop-|,1,[-10]
-10.0,"[TCP:reserved:1]-tamper{TCP:window:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:urgptr:43046]-tamper{TCP:chksum:replace:18107}(duplicate,)-|",1,[-10]
-10.0,"[TCP:seq:86415951]-tamper{TCP:options-mss:replace:4403}(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,[TCP:urgptr:59658]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-mss:replace:53343}(tamper{TCP:chksum:replace:26864},),)-|",1,[-10]
-10.0,"[TCP:dport:29005]-tamper{TCP:dport:replace:19971}(tamper{TCP:options-wscale:replace:211},)-|",1,[-10]
-10.0,[TCP:reserved:6]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:18225]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-uto:72]-tamper{TCP:options-eol:replace:}(fragment{tcp:-1:True}(drop,),)-|",1,[-10]
-10.0,"[TCP:options-md5header:7e621cedfcfc31e265dace3b0b62db63]-tamper{TCP:load:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:flags:F]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:chksum:56071]-tamper{TCP:seq:replace:3896752378}(duplicate(duplicate,),)-|",1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-tamper{TCP:ack:replace:9467379}-|,1,[-10]
-10.0,"[TCP:chksum:54819]-tamper{TCP:options-sack:corrupt}(tamper{TCP:urgptr:corrupt},)-|",1,[-10]
-10.0,[TCP:window:10]-drop-|,1,[-10]
-10.0,[TCP:options-wscale:2]-drop-|,1,[-10]
-10.0,"[TCP:options-md5header:68267c41936a2e54f7ab4ab03936c4b3]-duplicate(tamper{TCP:reserved:corrupt},)-|",1,[-10]
-10.0,[TCP:dport:39190]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksum:220]-duplicate(,tamper{TCP:options-altchksumopt:replace:})-|",1,[-10]
-10.0,"[TCP:chksum:33629]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-mss:replace:41930}(tamper{TCP:options-nop:corrupt},),)-|",1,[-10]
-10.0,"[TCP:dport:23243]-fragment{tcp:-1:False}(,fragment{tcp:-1:True})-|",1,[-10]
-10.0,[TCP:flags:AE]-duplicate-|,1,[-10]
-10.0,"[TCP:window:80]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:load:]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,"[TCP:reserved:1:3]-duplicate(drop,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:dport:54390:3]-duplicate-|,1,[-10]
-10.0,"[TCP:window:70]-duplicate(tamper{TCP:options-eol:corrupt},)-|",1,[-10]
-10.0,"[TCP:seq:1466067583:4]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:sport:56658]-fragment{tcp:59:False:48}(tamper{TCP:reserved:corrupt},)-|",1,[-10]
-10.0,[TCP:sport:6843]-tamper{TCP:window:replace:60}-|,1,[-10]
-10.0,"[TCP:ack:53407995]-fragment{tcp:-1:True}(tamper{TCP:options-sack:replace:},)-|[TCP:options-altchksumopt:]-duplicate-|",1,[-10]
-10.0,[TCP:window:130]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:window:20]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:51077:0]-tamper{TCP:window:replace:160}-|,1,[-10]
-10.0,[TCP:options-wscale:233:2]-tamper{TCP:dport:replace:45712}-|,1,[-10]
-10.0,"[TCP:seq:2518618919]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-altchksum:corrupt},)-|",1,[-10]
-10.0,"[TCP:reserved:7:4]-tamper{TCP:options-timestamp:replace:2555132057}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-md5header:e804a5edba252f36f15100cf2b84fe86]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:flags:SAUECN]-tamper{TCP:chksum:replace:61801}(fragment{tcp:-1:False}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:options-md5header:2a50fabd2b17c60e2edb6388acee11b3]-tamper{TCP:load:corrupt}(tamper{TCP:ack:corrupt},)-|",1,[-10]
-10.0,"[TCP:reserved:4]-tamper{TCP:flags:corrupt}(duplicate,)-|[TCP:options-eol:]-duplicate-|",1,[-10]
-10.0,"[TCP:flags:SAC]-tamper{TCP:dataofs:replace:8}(tamper{TCP:window:corrupt},)-|",1,[-10]
-10.0,"[TCP:urgptr:12370:3]-duplicate(,fragment{ip:-1:False:19})-|",1,[-10]
-10.0,[TCP:load:pwcdb1a1ta]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:dataofs:15]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:ack:3541117235]-duplicate-|,1,[-10]
-10.0,"[TCP:load:]-fragment{tcp:-1:True}(duplicate,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:options-md5header:73190e139c983b66252fa2eb2d429864]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,[TCP:dataofs:7]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:load:p6n5umozfu:4]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-uto:9]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:flags:R:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:200]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:200]-tamper{TCP:ack:replace:1709876326}-|,1,[-10]
-10.0,[TCP:urgptr:10076]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-md5header:corrupt}(tamper{TCP:dataofs:replace:15},),)-|[TCP:reserved:7]-drop-|",1,[-10]
-10.0,[TCP:options-mss:30105]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,[TCP:options-wscale:166]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-md5header:45e59b38c82a523a55d68f664e01f994]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dport:32007:0]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-wscale:replace:0}(duplicate,)-|[TCP:options-timestamp:3720744124]-duplicate-|",1,[-10]
-10.0,[TCP:dataofs:15]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:241]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:seq:1381337631]-drop-|,1,[-10]
-10.0,[TCP:window:170]-drop-|,1,[-10]
-10.0,[TCP:dataofs:13]-drop-|,1,[-10]
-10.0,[TCP:options-altchksum:225]-drop-|,1,[-10]
-10.0,[TCP:options-md5header:68267c41936a2e54f7ab4ab03936c4b3]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:48809099ee756447504a74d9f4300388:2]-drop-|,1,[-10]
-10.0,[TCP:dport:53599]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:sport:32493]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dataofs:6]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:8424]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:options-mss:41908]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:chksum:33248]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,"[TCP:dataofs:7]-fragment{tcp:-1:False}(tamper{TCP:sport:replace:35120}(tamper{TCP:flags:corrupt},),tamper{TCP:options-eol:corrupt})-|",1,[-10]
-10.0,[TCP:options-mss:62768]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:fe7ed1ebb880a832488786c69b27be73]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,[TCP:options-timestamp:2571686596]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:sport:6078]-drop-|,1,[-10]
-10.0,[TCP:dport:30879]-tamper{TCP:window:replace:180}-|,1,[-10]
-10.0,[TCP:load:]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:de0ff2623822aa7f00a5bd6502c49501]-duplicate-|,1,[-10]
-10.0,[TCP:flags:PCN:3]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,"[TCP:options-md5header:fe7ed1ebb880a832488786c69b27be73]-tamper{TCP:options-altchksumopt:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:dport:15257]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:dataofs:1]-tamper{TCP:sport:replace:62140}-|,1,[-10]
-10.0,[TCP:options-uto:206]-fragment{tcp:-1:False:48}-|,1,[-10]
-10.0,[TCP:options-md5header:fe7ed1ebb880a832488786c69b27be73]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-altchksum:183]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:flags:AU]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:seq:1879920763]-tamper{TCP:flags:replace:FA}-|,1,[-10]
-10.0,[TCP:options-uto:215]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:sport:45377]-duplicate-|,1,[-10]
-10.0,[TCP:urgptr:306]-drop-|,1,[-10]
-10.0,[TCP:dataofs:8:0]-tamper{TCP:ack:replace:449075105}-|,1,[-10]
-10.0,[TCP:dataofs:15:2]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-uto:206]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:1918556459]-drop-|,1,[-10]
-10.0,[TCP:window:50]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:137]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-wscale:replace:0}(duplicate,)-|[TCP:options-wscale:175:0]-tamper{TCP:options-eol:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-md5header:replace:ad95845dd4c2dfb71f62d06c4c3aac5d}-|[TCP:reserved:3]-drop-|,1,[-10]
-10.0,"[TCP:options-sack::2]-tamper{TCP:options-md5header:replace:ff68a8cbd1aeed185e5ef12cf0b3c1e0}(tamper{TCP:window:corrupt}(tamper{TCP:options-eol:corrupt},),)-|[TCP:flags:FPU]-tamper{TCP:options-nop:replace:}-|",1,[-10]
