Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:reserved:0]-drop-|,1,[-1000]
-1000.0,"[TCP:options-sackok:]-|[TCP:options-sackok::0]-duplicate(tamper{TCP:chksum:replace:7584},)-|",1,[-1000]
-1000.0,[TCP:options-sackok::0]-duplicate-|[TCP:options-altchksumopt:]-|,1,[-1000]
-1000.0,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(drop,)-|",1,[-1000]
-1000.0,"[TCP:options-sackok:]-tamper{TCP:sport:corrupt}(drop,)-|",1,[-1000]
-20.0,"[TCP:chksum:63712]-duplicate(,tamper{TCP:options-md5header:corrupt})-|[TCP:chksum:33355]-duplicate-|",1,[-20]
-20.0,"[TCP:seq:1137681158:4]-tamper{TCP:options-nop:corrupt}(duplicate,)-|[TCP:dport:20233]-tamper{TCP:options-nop:corrupt}-|",1,[-20]
-20.0,[TCP:reserved:4]-drop-|[TCP:ack:1286191250:1]-tamper{TCP:options-timestamp:corrupt}-|,1,[-20]
-20.0,"[TCP:chksum:47115]-duplicate(,tamper{TCP:options-sack:corrupt})-|[TCP:options-wscale:8]-tamper{TCP:window:corrupt}-|",1,[-20]
-20.0,"[TCP:load::2]-tamper{TCP:urgptr:corrupt}(duplicate,)-|[TCP:options-uto:23]-tamper{TCP:options-nop:replace:}-|",1,[-20]
-20.0,"[TCP:ack:343267664:4]-duplicate(tamper{TCP:options-mss:replace:3375},)-|[TCP:sport:62779]-tamper{TCP:options-altchksumopt:replace:}-|",1,[-20]
-20.0,"[TCP:ack:2815198939:4]-tamper{TCP:dataofs:replace:13}(drop,)-|[TCP:options-wscale:97:2]-tamper{TCP:ack:corrupt}-|",1,[-20]
-20.0,"[TCP:options-mss:57933]-duplicate(,tamper{TCP:seq:replace:2088311387})-|[TCP:options-uto:38]-tamper{TCP:options-mss:corrupt}-|",1,[-20]
-20.0,"[TCP:flags:F]-tamper{TCP:options-wscale:replace:16}(duplicate,)-|[TCP:dataofs:8:2]-drop-|",1,[-20]
-20.0,"[TCP:load:__HTTP_REQUEST__]-duplicate(,tamper{TCP:dport:corrupt})-|[TCP:ack:880042140]-drop-|",1,[-20]
-20.0,"[TCP:ack:901584122]-fragment{tcp:-1:False}(duplicate,)-|[TCP:options-uto:196:3]-tamper{TCP:options-mss:corrupt}-|",1,[-20]
-20.0,"[TCP:options-wscale:165]-tamper{TCP:options-sackok:replace:}(fragment{tcp:-1:False},)-|[TCP:load:]-tamper{TCP:ack:replace:2530459960}-|",1,[-20]
-20.0,"[TCP:urgptr:31014]-duplicate(,drop)-|[TCP:seq:2146063811]-duplicate-|",1,[-20]
-20.0,"[TCP:sport:15577:0]-tamper{TCP:ack:corrupt}(tamper{TCP:chksum:replace:21079},)-|[TCP:options-mss:9032]-drop-|",1,[-20]
-20.0,"[TCP:options-md5header:d05124e8ccbef382fdcbe660558d92ee]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-sack:corrupt},)-|[TCP:options-timestamp:3648330838]-tamper{TCP:load:replace:}-|",1,[-20]
-20.0,"[TCP:seq:3793025377]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:False},)-|[TCP:options-md5header:fe19eacd6e719af36b5daecd75ca23b6:1]-tamper{TCP:seq:replace:665609262}-|",1,[-20]
-20.0,"[TCP:dataofs:12]-duplicate(drop,)-|[TCP:seq:795096522]-tamper{TCP:options-altchksumopt:replace:}-|",1,[-20]
-10.0,"[TCP:options-uto:8]-tamper{TCP:window:corrupt}(tamper{TCP:options-eol:corrupt},)-|",1,[-10]
-10.0,[TCP:chksum:61799:2]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksum:87]-duplicate(tamper{TCP:options-eol:replace:},tamper{TCP:options-mss:corrupt})-|",1,[-10]
-10.0,"[TCP:dport:2183]-tamper{TCP:flags:corrupt}(duplicate(tamper{TCP:urgptr:corrupt},),)-|",1,[-10]
-10.0,"[TCP:seq:419661679]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-nop:corrupt},)-|",1,[-10]
-10.0,"[TCP:load:]-fragment{ip:-1:False}(,tamper{TCP:seq:corrupt})-|",1,[-10]
-10.0,"[TCP:flags:AEC:4]-tamper{TCP:options-nop:corrupt}(tamper{TCP:chksum:replace:58319},)-|",1,[-10]
-10.0,"[TCP:options-timestamp:2831469154:1]-tamper{TCP:options-nop:replace:}(fragment{tcp:43:False:21},)-|",1,[-10]
-10.0,"[TCP:load:51fa144336]-tamper{TCP:dport:replace:51098}(tamper{TCP:options-mss:corrupt},)-|",1,[-10]
-10.0,"[TCP:dport:59575]-tamper{TCP:ack:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:flags:AUECN]-tamper{TCP:options-altchksum:replace:252}(tamper{TCP:options-mss:corrupt},)-|",1,[-10]
-10.0,"[TCP:chksum:40167:4]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:dport:22187]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:reserved:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-uto:227]-duplicate(tamper{TCP:options-md5header:replace:bfee1890b2a55cc501c540da358f357e},)-|",1,[-10]
-10.0,"[TCP:chksum:55517]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:flags:replace:FSRA},)-|",1,[-10]
-10.0,"[TCP:seq:2444816155]-tamper{TCP:dport:replace:12477}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[-10]
-10.0,"[TCP:window:90:3]-fragment{tcp:-1:True}(fragment{tcp:-1:False},tamper{TCP:sport:replace:55468})-|",1,[-10]
-10.0,"[TCP:chksum:62513]-fragment{tcp:-1:False}(fragment{tcp:11:True},)-|",1,[-10]
-10.0,"[TCP:options-timestamp:260789773:4]-duplicate(tamper{TCP:window:replace:140},tamper{TCP:options-sackok:corrupt})-|",1,[-10]
-10.0,"[TCP:ack:3205465329]-duplicate(,tamper{TCP:options-nop:corrupt}(tamper{TCP:options-uto:corrupt},))-|",1,[-10]
-10.0,"[TCP:options-altchksum:75]-fragment{tcp:-1:False}(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,"[TCP:urgptr:329:4]-duplicate(tamper{TCP:options-sackok:corrupt}(drop,),)-|",1,[-10]
-10.0,"[TCP:flags:F]-tamper{TCP:dport:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:sport:63005]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:seq:829503589]-fragment{ip:-1:False}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-timestamp:312019084]-drop-|,1,[-10]
-10.0,"[TCP:options-wscale:195]-fragment{tcp:-1:False}(drop,)-|",1,[-10]
-10.0,"[TCP:options-eol::0]-duplicate(,tamper{TCP:window:replace:160})-|",1,[-10]
-10.0,[TCP:options-uto:52]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:532803235]-fragment{tcp:31:True:15}-|,1,[-10]
-10.0,"[TCP:dport:12440]-duplicate(duplicate(tamper{TCP:window:replace:60},),)-|",1,[-10]
-10.0,"[TCP:urgptr:27081:2]-tamper{TCP:options-wscale:replace:92}(tamper{TCP:options-wscale:corrupt},)-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__:3]-duplicate(,tamper{TCP:options-timestamp:replace:3882227721}(duplicate,))-|",1,[-10]
-10.0,[TCP:ack:821802788]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,"[TCP:sport:482]-tamper{TCP:options-uto:replace:66}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-md5header:a4c5481622d6bfc963f1bab51b74b62c]-tamper{TCP:dataofs:corrupt}(tamper{TCP:dataofs:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-mss:24494]-fragment{tcp:-1:True}(,tamper{TCP:reserved:corrupt})-|",1,[-10]
-10.0,"[TCP:chksum:18600]-tamper{TCP:load:corrupt}(tamper{TCP:options-altchksum:corrupt},)-|",1,[-10]
-10.0,[TCP:options-wscale:86]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,"[TCP:reserved:4]-tamper{TCP:load:corrupt}(fragment{tcp:11:True},)-|",1,[-10]
-10.0,"[TCP:reserved:2:0]-fragment{tcp:59:True:33}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-mss:27729]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksum:151]-tamper{TCP:options-timestamp:replace:3604806395}(duplicate(,fragment{tcp:-1:True}),)-|",1,[-10]
-10.0,"[TCP:ack:2779662840:1]-fragment{tcp:-1:True}(tamper{TCP:options-uto:corrupt}(tamper{TCP:reserved:replace:1},),tamper{TCP:options-nop:replace:})-|",1,[-10]
-10.0,[TCP:options-mss:25834]-drop-|,1,[-10]
-10.0,"[TCP:options-mss:11322]-tamper{TCP:options-eol:corrupt}(tamper{TCP:flags:corrupt}(drop,),)-|",1,[-10]
-10.0,"[TCP:options-wscale:28]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:seq:2224264069]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,"[TCP:seq:1719907754]-duplicate(,drop)-|",1,[-10]
-10.0,[TCP:load::2]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:window:140]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,"[TCP:options-uto:203:3]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:-1:False}(,drop),)-|",1,[-10]
-10.0,"[TCP:ack:2383715941]-fragment{tcp:-1:False}(drop,)-|[TCP:options-sack:]-tamper{TCP:ack:replace:4217715197}-|",1,[-10]
-10.0,[TCP:dport:59200:4]-drop-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(tamper{TCP:window:replace:160},)-|[TCP:flags:FA:0]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(,drop)-|[TCP:flags:]-duplicate-|",1,[-10]
-10.0,"[TCP:window:130]-tamper{TCP:dport:corrupt}(tamper{TCP:options-wscale:replace:182}(drop,),)-|",1,[-10]
-10.0,"[TCP:options-mss:23924]-duplicate(,tamper{TCP:dataofs:replace:8})-|",1,[-10]
-10.0,[TCP:flags:RA]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:49931:4]-drop-|,1,[-10]
-10.0,"[TCP:chksum:17843:3]-duplicate(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,"[TCP:flags:RA]-tamper{TCP:urgptr:replace:4122}(tamper{TCP:options-nop:corrupt}(tamper{TCP:reserved:replace:1},),)-|",1,[-10]
-10.0,[TCP:reserved:2]-duplicate-|,1,[-10]
-10.0,"[TCP:flags::1]-fragment{tcp:-1:False}(tamper{TCP:flags:corrupt},drop)-|",1,[-10]
-10.0,"[TCP:dport:51853]-tamper{TCP:flags:corrupt}(tamper{TCP:sport:replace:51858}(tamper{TCP:options-altchksum:corrupt},),)-|",1,[-10]
-10.0,[TCP:options-timestamp:1559931209]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksum:242]-tamper{TCP:options-wscale:replace:107}(drop,)-|",1,[-10]
-10.0,"[TCP:reserved:3]-tamper{TCP:options-altchksum:replace:137}(tamper{TCP:flags:replace:FRAE},)-|",1,[-10]
-10.0,[TCP:ack:4033284533]-duplicate-|,1,[-10]
-10.0,"[TCP:options-wscale:7]-duplicate(tamper{TCP:chksum:corrupt},duplicate)-|",1,[-10]
-10.0,[TCP:options-timestamp:1590475814:4]-tamper{TCP:flags:replace:RA}-|,1,[-10]
-10.0,[TCP:options-md5header:d0621d97cef653bbbaff45c564676593]-drop-|,1,[-10]
-10.0,[TCP:options-wscale:161]-duplicate-|,1,[-10]
-10.0,"[TCP:sport:30411]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-sackok:replace:},)-|",1,[-10]
-10.0,[TCP:window:20:0]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,"[TCP:urgptr:21625]-tamper{TCP:options-uto:corrupt}(tamper{TCP:options-altchksum:corrupt},)-|",1,[-10]
-10.0,[TCP:options-altchksum:65]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:reserved:5:3]-tamper{TCP:options-eol:corrupt}(duplicate(duplicate,),)-|",1,[-10]
-10.0,"[TCP:urgptr:56581]-duplicate(,tamper{TCP:options-sackok:replace:})-|",1,[-10]
-10.0,[TCP:options-mss:50318]-tamper{TCP:dport:replace:2765}-|,1,[-10]
-10.0,"[TCP:load:3j2ijbepxb:3]-duplicate(duplicate,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:dport:28784]-drop-|,1,[-10]
-10.0,"[TCP:urgptr:34450:0]-fragment{tcp:-1:False}(,tamper{TCP:dataofs:replace:7})-|",1,[-10]
-10.0,"[TCP:reserved:7]-duplicate(tamper{TCP:options-eol:corrupt},)-|",1,[-10]
-10.0,[TCP:sport:34473]-tamper{TCP:options-mss:replace:34014}-|,1,[-10]
-10.0,[TCP:chksum:48929]-drop-|,1,[-10]
-10.0,"[TCP:seq:3705618694]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-sackok:corrupt},)-|",1,[-10]
-10.0,[TCP:sport:8952]-tamper{TCP:chksum:replace:48480}-|,1,[-10]
-10.0,"[TCP:dataofs:8]-duplicate(duplicate(duplicate,),)-|",1,[-10]
-10.0,"[TCP:window:130]-tamper{TCP:options-wscale:replace:26}(duplicate(,tamper{TCP:options-wscale:corrupt}),)-|",1,[-10]
-10.0,[TCP:options-uto:125]-drop-|,1,[-10]
-10.0,"[TCP:dataofs:9]-fragment{ip:-1:False}(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:load:3sit9fosio]-drop-|,1,[-10]
-10.0,"[TCP:urgptr:1128]-tamper{TCP:urgptr:replace:32061}(tamper{TCP:urgptr:replace:27567},)-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-fragment{tcp:-1:True}(tamper{TCP:options-wscale:corrupt}(fragment{tcp:-1:False}(,tamper{TCP:options-uto:corrupt}),),)-|",1,[-10]
-10.0,"[TCP:options-wscale:205]-tamper{TCP:options-md5header:replace:7d7a6a3f62e36687a3aaad3654af81b4}(tamper{TCP:chksum:replace:4523},)-|",1,[-10]
-10.0,"[TCP:dport:19195:1]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:options-md5header:b14ce7ea77e1dfcf23108d13c891a36b:1]-duplicate(,tamper{TCP:window:replace:120})-|",1,[-10]
-10.0,[TCP:options-altchksum:45]-tamper{TCP:options-mss:replace:48430}-|,1,[-10]
-10.0,"[TCP:dport:31275]-fragment{tcp:-1:True}(fragment{tcp:-1:False}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-wscale:125]-tamper{TCP:options-wscale:replace:64}(duplicate(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-timestamp:2338509120]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-nop:replace:},)-|",1,[-10]
-10.0,"[TCP:options-altchksum:219]-tamper{TCP:dataofs:replace:1}(tamper{TCP:sport:corrupt}(tamper{TCP:options-wscale:replace:247},),)-|",1,[-10]
-10.0,"[TCP:dataofs:9]-tamper{TCP:dataofs:replace:13}(fragment{tcp:8:False:4},)-|",1,[-10]
-10.0,"[TCP:options-mss:59425]-duplicate(tamper{TCP:seq:replace:1057156803},)-|",1,[-10]
-10.0,"[TCP:window:90]-fragment{tcp:-1:False}(duplicate,)-|",1,[-10]
-10.0,"[TCP:ack:1212591748]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-uto:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:dataofs:13]-duplicate(tamper{TCP:options-mss:corrupt},duplicate)-|",1,[-10]
-10.0,"[TCP:seq:1900999338]-fragment{tcp:-1:False}(duplicate,)-|",1,[-10]
-10.0,"[TCP:urgptr:29815]-fragment{tcp:-1:True}(fragment{tcp:-1:False}(,duplicate(tamper{TCP:sport:corrupt},)),)-|",1,[-10]
-10.0,"[TCP:chksum:806]-fragment{tcp:-1:False}(duplicate,)-|",1,[-10]
-10.0,[TCP:flags:FSRECN]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,"[TCP:reserved:3]-tamper{TCP:window:corrupt}(tamper{TCP:flags:replace:RPUEC},)-|",1,[-10]
-10.0,[TCP:dport:65533]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:flags:corrupt}(duplicate,)-|[TCP:reserved:3]-duplicate-|",1,[-10]
-10.0,"[TCP:dport:46755]-tamper{TCP:options-eol:replace:}(duplicate(tamper{TCP:options-sackok:replace:},),)-|",1,[-10]
-10.0,"[TCP:dport:55680:3]-tamper{TCP:dataofs:corrupt}(tamper{TCP:dataofs:corrupt},)-|",1,[-10]
-10.0,[TCP:flags:FRPC]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:58]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dport:51200]-duplicate-|,1,[-10]
-10.0,"[TCP:window:180:2]-duplicate(,tamper{TCP:seq:corrupt})-|",1,[-10]
-10.0,"[TCP:dataofs:15]-duplicate(tamper{TCP:options-md5header:corrupt},tamper{TCP:ack:replace:1236955900})-|",1,[-10]
-10.0,[TCP:dataofs:12:2]-duplicate-|,1,[-10]
-10.0,"[TCP:seq:2859776279:3]-fragment{tcp:50:False}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-mss:54691:1]-duplicate(,tamper{TCP:dport:replace:9520})-|",1,[-10]
-10.0,[TCP:seq:2772013232]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:59461:4]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,[TCP:dport:39833]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:1930257424:1]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,[TCP:load:]-drop-|,1,[-10]
-10.0,"[TCP:options-wscale:142:2]-tamper{TCP:options-nop:corrupt}(drop,)-|",1,[-10]
-10.0,[TCP:options-timestamp:2578511146]-drop-|,1,[-10]
-10.0,[TCP:options-timestamp:221703630]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:1088581796:3]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:load:corrupt}(fragment{tcp:-1:False}(tamper{TCP:options-mss:corrupt},),)-|[TCP:seq:2116978580:1]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|",1,[-10]
-10.0,[TCP:options-nop::0]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-mss:53814]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:dport:replace:19566}-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:ack:corrupt}-|[TCP:options-sackok::0]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:options-wscale:112]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:91b6161415555fa7ef863bff08d84143]-duplicate-|,1,[-10]
-10.0,[TCP:ack:1109062681]-duplicate-|,1,[-10]
-10.0,[TCP:seq:980083873]-drop-|,1,[-10]
-10.0,[TCP:dport:42007]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-timestamp:464051389:2]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:1289350554]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,[TCP:reserved:2]-drop-|,1,[-10]
-10.0,[TCP:options-altchksum:107]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,[TCP:window:70]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:ae8166ce5ca3fd3341b510d48c633d6e]-tamper{TCP:ack:replace:2108968078}-|,1,[-10]
-10.0,[TCP:options-md5header:25cf29a3f3f8c0a4e86a2bd250b9418e]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:ack:2108387009]-drop-|,1,[-10]
-10.0,[TCP:ack:346213066]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:dport:42007]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:seq:2812956992]-tamper{TCP:sport:replace:14700}-|,1,[-10]
-10.0,[TCP:options-wscale:189]-tamper{TCP:load:replace:}-|,1,[-10]
-10.0,[TCP:dport:16181]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:flags:corrupt}-|[TCP:options-nop::0]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-timestamp:1686168758:4]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,[TCP:reserved:5:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-nop::0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-timestamp:2295920376]-duplicate-|,1,[-10]
-10.0,[TCP:window:90]-tamper{TCP:dport:replace:10704}-|,1,[-10]
-10.0,[TCP:options-altchksum:107]-duplicate-|,1,[-10]
-10.0,[TCP:flags:FPACN]-tamper{TCP:options-timestamp:replace:542867936}-|,1,[-10]
-10.0,[TCP:seq:298965770]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:3]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:dport:1598:1]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:options-uto:78]-tamper{TCP:dport:replace:20532}-|,1,[-10]
-10.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(tamper{TCP:window:corrupt}(fragment{tcp:-1:True}(fragment{tcp:-1:False},),),)-|[TCP:load:__DNS_REQUEST__]-tamper{TCP:dport:corrupt}-|",1,[-10]
-10.0,[TCP:reserved:1]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:False}(duplicate,),)-|[TCP:ack:4219240447:4]-duplicate-|",1,[-10]
-10.0,[TCP:flags:F]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:109]-drop-|,1,[-10]
-10.0,[TCP:dport:36357]-tamper{TCP:options-wscale:replace:167}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-uto:replace:35},duplicate)-|[TCP:seq:2537304150]-tamper{TCP:urgptr:replace:34446}-|",1,[-10]
-10.0,[TCP:urgptr:16281]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:dport:12712]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:34:1]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:59]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:flags:FSECN]-drop-|,1,[-10]
-10.0,[TCP:load:446htgyx93]-tamper{TCP:seq:replace:1515617586}-|,1,[-10]
-10.0,[TCP:dataofs:2]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-mss:corrupt}-|[TCP:window:60]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:dport:42007]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:35693]-tamper{TCP:ack:replace:3132745915}-|,1,[-10]
-10.0,[TCP:options-wscale:126]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,[TCP:dataofs:14]-tamper{TCP:options-uto:replace:19}-|,1,[-10]
-10.0,[TCP:dport:39442:3]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:window:corrupt}(fragment{tcp:-1:True}(fragment{tcp:-1:False},),)-|[TCP:window:40]-drop-|",1,[-10]
-10.0,[TCP:options-timestamp:566730268]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:195]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:flags::2]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:options-md5header:38fe63161cd47e72f62dc6bf0371f2b4:3]-tamper{TCP:dataofs:replace:8}-|,1,[-10]
-10.0,[TCP:options-sack:]-fragment{tcp:-1:False}-|[TCP:dport:14362]-tamper{TCP:options-wscale:replace:128}-|,1,[-10]
-10.0,[TCP:dport:39442:3]-duplicate-|,1,[-10]
-10.0,"[TCP:dport:39442:3]-tamper{TCP:dataofs:corrupt}(tamper{TCP:urgptr:corrupt}(tamper{TCP:load:corrupt}(tamper{TCP:sport:replace:42787},),),)-|",1,[-10]
-10.0,[TCP:load:gxxklipe1j]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:urgptr:37696]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,[TCP:window:30]-tamper{TCP:options-timestamp:replace:3063495668}-|,1,[-10]
