Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-altchksumopt::2]-drop-|,1,[-1000]
-20.0,"[TCP:ack:1350072143]-tamper{TCP:options-mss:replace:52961}(fragment{tcp:-1:False},)-|[TCP:options-altchksum:88]-tamper{TCP:options-uto:replace:167}-|",1,[-20]
-20.0,"[TCP:chksum:45323]-tamper{TCP:chksum:corrupt}(duplicate,)-|[TCP:options-wscale:115]-duplicate-|",1,[-20]
-20.0,"[TCP:options-eol::0]-tamper{TCP:dport:replace:7189}(duplicate,)-|[TCP:options-altchksum:134]-tamper{TCP:reserved:replace:3}-|",1,[-20]
-20.0,[TCP:load:__DNS_REQUEST__]-duplicate-|[TCP:seq:653863751]-fragment{tcp:-1:False}-|,1,[-20]
-20.0,"[TCP:load:__DNS_REQUEST__:0]-tamper{TCP:load:replace:__HTTP_REQUEST__}(tamper{TCP:options-sackok:replace:},)-|[TCP:options-uto:84]-tamper{TCP:options-uto:replace:190}-|",1,[-20]
-20.0,"[TCP:options-wscale:180]-tamper{TCP:options-nop:replace:}(drop,)-|[TCP:options-md5header:a1136b6fe8f55152d00d712b50e88bc1]-drop-|",1,[-20]
-20.0,"[TCP:seq:2208279443]-duplicate(tamper{TCP:seq:corrupt},)-|[TCP:options-wscale:212]-tamper{TCP:options-uto:replace:66}-|",1,[-20]
-20.0,"[TCP:options-altchksum:234:3]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False},)-|[TCP:sport:65371:0]-duplicate-|",1,[-20]
-20.0,"[TCP:options-altchksum:23]-tamper{TCP:seq:corrupt}(duplicate,)-|[TCP:urgptr:22840]-duplicate-|",1,[-20]
-20.0,"[TCP:ack:1160061775]-tamper{TCP:sport:corrupt}(duplicate,)-|[TCP:options-wscale:86]-tamper{TCP:load:corrupt}-|",1,[-20]
-20.0,"[TCP:options-wscale:146:3]-tamper{TCP:window:corrupt}(duplicate,)-|[TCP:ack:3364026764]-fragment{tcp:-1:False}-|",1,[-20]
-20.0,"[TCP:ack:256482710]-tamper{TCP:seq:replace:1948241199}(duplicate,)-|[TCP:dport:740:0]-drop-|",1,[-20]
-20.0,"[TCP:flags:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-wscale:corrupt},)-|[TCP:options-md5header:dd955b107a1ab4fbfc8bf0732dfe785b]-duplicate-|",1,[-20]
-20.0,"[TCP:urgptr:43283]-tamper{TCP:options-wscale:replace:177}(fragment{tcp:-1:True},)-|[TCP:seq:2534587891:0]-drop-|",1,[-20]
-20.0,"[TCP:options-wscale:73]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:True},)-|[TCP:urgptr:59253]-tamper{TCP:options-sackok:corrupt}-|",1,[-20]
-10.0,"[TCP:urgptr:57061]-tamper{TCP:flags:corrupt}(tamper{TCP:options-nop:replace:},)-|",1,[-10]
-10.0,[TCP:dataofs:12]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-altchksum:74]-duplicate(tamper{TCP:load:replace:__DNS_REQUEST__},)-|",1,[-10]
-10.0,"[TCP:window:120:0]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:ack:436871603]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:False:1},)-|",1,[-10]
-10.0,"[TCP:options-altchksum:224]-tamper{TCP:options-altchksum:replace:111}(tamper{TCP:dport:replace:15610},)-|[TCP:options-sack:]-tamper{TCP:options-altchksumopt:replace:}-|",1,[-10]
-10.0,"[TCP:options-md5header:0e1ad0d8dacbc7e97f5e7e73ba42e56f]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:options-wscale:194]-drop-|,1,[-10]
-10.0,"[TCP:options-md5header:887bab171fd4f119cc9e0b0ea952f7c9]-tamper{TCP:options-uto:replace:220}(duplicate,)-|[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}-|",1,[-10]
-10.0,"[TCP:urgptr:45710]-duplicate(tamper{TCP:options-altchksum:replace:161},)-|",1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__:0]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,"[TCP:chksum:12368]-tamper{TCP:options-mss:replace:37564}(tamper{TCP:options-eol:replace:}(tamper{TCP:options-altchksumopt:replace:},),)-|",1,[-10]
-10.0,"[TCP:options-timestamp:788838420]-tamper{TCP:options-sack:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:ack:2938508294]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:3805316138:0]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:2498390828]-duplicate-|,1,[-10]
-10.0,"[TCP:reserved:4:1]-fragment{tcp:-1:True}(fragment{tcp:-1:False},fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:urgptr:40377]-fragment{tcp:5:False:44}(drop,)-|",1,[-10]
-10.0,[TCP:chksum:56571]-tamper{TCP:options-altchksum:replace:127}-|,1,[-10]
-10.0,"[TCP:options-md5header:904b9b61b1781cde98cd0c26f150d3e3:2]-duplicate(drop,)-|",1,[-10]
-10.0,"[TCP:ack:1561323212]-tamper{TCP:options-eol:replace:}(tamper{TCP:options-sack:replace:}(tamper{TCP:sport:corrupt},),)-|",1,[-10]
-10.0,"[TCP:dataofs:4]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-timestamp:replace:3908189835},)-|",1,[-10]
-10.0,[TCP:dataofs:9:3]-tamper{TCP:flags:replace:FRPAEN}-|,1,[-10]
-10.0,"[TCP:seq:3705947101]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:ack:replace:1213937897}(drop,),)-|",1,[-10]
-10.0,[TCP:options-md5header:46e25ca238408b2aa308ca54229e3ae2]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-uto:83]-duplicate-|,1,[-10]
-10.0,"[TCP:ack:1147310548]-fragment{tcp:-1:False}(fragment{tcp:32:False:2},)-|",1,[-10]
-10.0,"[TCP:options-wscale:230]-tamper{TCP:load:replace:__DNS_REQUEST__}(duplicate(tamper{TCP:load:replace:__HTTP_REQUEST__},),)-|",1,[-10]
-10.0,[TCP:dataofs:6]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,"[TCP:ack:3089997141:0]-fragment{tcp:-1:False}(duplicate(,duplicate),)-|",1,[-10]
-10.0,"[TCP:seq:3339734318]-fragment{tcp:-1:False}(,tamper{TCP:chksum:corrupt})-|",1,[-10]
-10.0,"[TCP:options-wscale:69]-fragment{ip:36:True:28}(tamper{TCP:options-mss:replace:36330},)-|",1,[-10]
-10.0,[TCP:options-md5header:d083b4b958ec776f4e0d36e4a1e98b7a]-duplicate-|,1,[-10]
-10.0,"[TCP:chksum:43652]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:options-uto:113]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:window:110]-duplicate(,fragment{ip:-1:True:27})-|",1,[-10]
-10.0,"[TCP:options-timestamp:1002888942]-tamper{TCP:load:replace:xmdfr8oey0}(tamper{TCP:options-mss:corrupt}(tamper{TCP:urgptr:corrupt},),)-|",1,[-10]
-10.0,"[TCP:reserved:4]-duplicate(,tamper{TCP:sport:corrupt}(tamper{TCP:dataofs:corrupt},))-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__]-duplicate(duplicate,duplicate)-|",1,[-10]
-10.0,"[TCP:urgptr:48619]-tamper{TCP:options-mss:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-uto:92]-duplicate-|,1,[-10]
-10.0,"[TCP:urgptr:18735]-tamper{TCP:flags:replace:FA}(drop,)-|",1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,"[TCP:options-timestamp:2020130866:1]-tamper{TCP:seq:replace:1498352144}(tamper{TCP:chksum:corrupt},)-|",1,[-10]
-10.0,[TCP:window:110]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:reserved:6]-tamper{TCP:options-mss:replace:45119}(fragment{tcp:-1:False:10},)-|",1,[-10]
-10.0,"[TCP:options-altchksum:34]-tamper{TCP:window:corrupt}(duplicate(,duplicate),)-|",1,[-10]
-10.0,"[TCP:window:190]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:seq:4275197347]-fragment{tcp:-1:True}(tamper{TCP:options-uto:replace:145},)-|",1,[-10]
-10.0,"[TCP:ack:1483381359]-tamper{TCP:options-mss:replace:48197}(drop,)-|",1,[-10]
-10.0,"[TCP:options-uto:113]-fragment{tcp:-1:True:5}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-mss:8973]-tamper{TCP:options-mss:corrupt}(tamper{TCP:window:replace:180}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:ack:3649576749]-tamper{TCP:options-uto:corrupt}(tamper{TCP:load:replace:cshyhxakqz},)-|",1,[-10]
-10.0,"[TCP:options-nop::2]-duplicate(,fragment{tcp:-1:False})-|[TCP:options-timestamp:180462363]-tamper{TCP:options-sack:corrupt}-|",1,[-10]
-10.0,"[TCP:options-timestamp:2524506755]-fragment{tcp:-1:True}(duplicate,tamper{TCP:options-eol:replace:})-|",1,[-10]
-10.0,[TCP:reserved:2:3]-duplicate-|,1,[-10]
-10.0,"[TCP:options-uto:177]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False}(,duplicate),)-|",1,[-10]
-10.0,"[TCP:seq:856062660]-fragment{ip:-1:False}(duplicate,)-|",1,[-10]
-10.0,"[TCP:urgptr:21342]-duplicate(drop,tamper{TCP:seq:corrupt})-|",1,[-10]
-10.0,[TCP:options-altchksum:61]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksum:29]-tamper{TCP:options-eol:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,[-10]
-10.0,[TCP:sport:60039]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:8e1ae438ec75eb6a48d4f29956d0d824]-drop-|,1,[-10]
-10.0,"[TCP:options-uto:246:4]-fragment{tcp:-1:False}(,duplicate)-|",1,[-10]
-10.0,"[TCP:sport:21737]-fragment{tcp:-1:True}(,tamper{TCP:options-eol:corrupt})-|",1,[-10]
-10.0,[TCP:options-mss:25314]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,"[TCP:flags:S]-tamper{TCP:options-nop:replace:}(drop,)-|",1,[-10]
-10.0,"[TCP:load:__HTTP_REQUEST__]-duplicate(,tamper{TCP:sport:replace:5165})-|",1,[-10]
-10.0,"[TCP:seq:980246607:0]-tamper{TCP:options-wscale:replace:217}(fragment{tcp:-1:True}(,tamper{TCP:flags:replace:S}),)-|",1,[-10]
-10.0,"[TCP:ack:4274964267]-tamper{TCP:ack:replace:2563956803}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-mss:54770]-tamper{TCP:urgptr:replace:29798}-|,1,[-10]
-10.0,"[TCP:window:170]-fragment{tcp:-1:False}(duplicate,drop)-|",1,[-10]
-10.0,[TCP:ack:1956461785]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:sport:61337:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:c4d19828c5e9fbd0ca7e2cf642b5a9e1]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:reserved:4:2]-tamper{TCP:options-nop:replace:}(tamper{TCP:dataofs:corrupt},)-|",1,[-10]
-10.0,[TCP:sport:10564]-duplicate-|,1,[-10]
-10.0,[TCP:load:p8s91b0vyi:0]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,"[TCP:reserved:2:0]-duplicate(drop,)-|",1,[-10]
-10.0,"[TCP:options-altchksum:180]-duplicate(duplicate(duplicate,),)-|",1,[-10]
-10.0,"[TCP:dataofs:15:1]-tamper{TCP:options-sack:replace:}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-timestamp:3063400448]-duplicate(tamper{TCP:sport:replace:46888},)-|",1,[-10]
-10.0,[TCP:flags:FSRA:2]-drop-|,1,[-10]
-10.0,"[TCP:options-mss:15330:3]-fragment{tcp:-1:False:5}(,tamper{TCP:urgptr:replace:5896})-|",1,[-10]
-10.0,"[TCP:ack:2256312387]-fragment{tcp:-1:False}(duplicate(,duplicate),)-|",1,[-10]
-10.0,"[TCP:reserved:4]-fragment{tcp:-1:True}(drop,)-|",1,[-10]
-10.0,"[TCP:chksum:3903]-tamper{TCP:chksum:replace:12901}(tamper{TCP:load:corrupt}(tamper{TCP:seq:replace:1354125225},),)-|",1,[-10]
-10.0,"[TCP:flags:S]-duplicate(duplicate,tamper{TCP:seq:replace:555298683})-|",1,[-10]
-10.0,[TCP:options-mss:50702]-tamper{TCP:dport:replace:23497}-|,1,[-10]
-10.0,"[TCP:urgptr:48591]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:dport:12581]-drop-|,1,[-10]
-10.0,"[TCP:window:70]-fragment{tcp:-1:False}(drop,)-|",1,[-10]
-10.0,"[TCP:dataofs:7]-duplicate(,duplicate)-|",1,[-10]
-10.0,[TCP:chksum:45434]-duplicate-|,1,[-10]
-10.0,"[TCP:options-mss:25981]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:True},)-|[TCP:options-eol:]-tamper{TCP:ack:corrupt}-|",1,[-10]
-10.0,[TCP:flags:S:1]-drop-|,1,[-10]
-10.0,[TCP:options-md5header:d465448b86034bfc1917ad00a60051de]-drop-|,1,[-10]
-10.0,"[TCP:window:60]-duplicate(fragment{tcp:-1:False},tamper{TCP:sport:corrupt})-|",1,[-10]
-10.0,"[TCP:dport:4940]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-nop:replace:}(drop,),)-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:ack:corrupt}(duplicate,)-|[TCP:reserved:3]-drop-|",1,[-10]
-10.0,"[TCP:options-altchksum:246]-tamper{TCP:window:corrupt}(duplicate(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-uto:48]-duplicate(,drop)-|",1,[-10]
-10.0,"[TCP:options-wscale:4]-fragment{tcp:-1:True}(tamper{TCP:options-uto:replace:184},fragment{tcp:-1:True})-|",1,[-10]
-10.0,"[TCP:urgptr:14405]-tamper{TCP:dport:corrupt}(tamper{TCP:urgptr:replace:58057},)-|",1,[-10]
-10.0,[TCP:options-md5header:1734f90d78929d0056fb90e1eb8f0c12]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,"[TCP:options-md5header:5fc4c7df7c99564ab33479373f137942]-duplicate(tamper{TCP:options-nop:corrupt},)-|[TCP:options-sack:]-tamper{TCP:chksum:corrupt}-|",1,[-10]
-10.0,"[TCP:options-mss:61360]-tamper{TCP:flags:corrupt}(drop,)-|",1,[-10]
-10.0,[TCP:options-uto:134]-drop-|,1,[-10]
-10.0,[TCP:options-uto:34]-duplicate-|,1,[-10]
-10.0,"[TCP:ack:3287300559:0]-fragment{tcp:-1:False}(,tamper{TCP:options-timestamp:corrupt})-|",1,[-10]
-10.0,[TCP:dport:12796:2]-drop-|,1,[-10]
-10.0,[TCP:options-md5header:56c224bbfd624a461e1ab9cb1cb6f491:2]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:dport:4802]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,"[TCP:chksum:6509]-tamper{TCP:options-altchksum:replace:209}(tamper{TCP:window:replace:10},)-|",1,[-10]
-10.0,"[TCP:dport:12861]-tamper{TCP:options-uto:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:dataofs:12]-tamper{TCP:chksum:replace:1546}-|,1,[-10]
-10.0,"[TCP:options-wscale:78]-fragment{tcp:-1:True}(,tamper{TCP:window:corrupt})-|",1,[-10]
-10.0,"[TCP:sport:41223]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:reserved:3]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,[TCP:seq:1399461995]-drop-|,1,[-10]
-10.0,"[TCP:dport:60489]-tamper{TCP:seq:replace:1504330132}(tamper{TCP:ack:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-md5header:6150150272aae171c066eccaf55e7473:1]-duplicate(duplicate(,fragment{tcp:-1:False}),)-|",1,[-10]
-10.0,"[TCP:urgptr:41699:1]-tamper{TCP:load:replace:__HTTP_REQUEST__}(fragment{tcp:-1:True}(drop,),)-|",1,[-10]
-10.0,"[TCP:options-altchksum:33]-duplicate(tamper{TCP:sport:corrupt}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:chksum:41671]-duplicate(,tamper{TCP:options-altchksumopt:replace:})-|",1,[-10]
-10.0,[TCP:chksum:2274]-duplicate-|,1,[-10]
-10.0,"[TCP:options-wscale:231]-tamper{TCP:urgptr:replace:40522}(drop,)-|",1,[-10]
-10.0,"[TCP:options-wscale:7]-tamper{TCP:urgptr:replace:16483}(drop,)-|",1,[-10]
-10.0,"[TCP:options-uto:161]-tamper{TCP:load:replace:__HTTP_REQUEST__}(tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:dport:corrupt},),)-|",1,[-10]
-10.0,"[TCP:ack:3606206755]-tamper{TCP:options-timestamp:replace:2380387371}(tamper{TCP:options-altchksum:replace:142},)-|[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,"[TCP:options-md5header:84e69b6dc5745c23125ec935bafebf03]-tamper{TCP:chksum:replace:19524}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:FA},),)-|",1,[-10]
-10.0,"[TCP:options-timestamp:2221382428]-fragment{tcp:-1:False}(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,[TCP:flags:A]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksum:113]-tamper{TCP:options-wscale:replace:252}(duplicate(,duplicate),)-|",1,[-10]
-10.0,"[TCP:options-mss:33257:0]-duplicate(,duplicate)-|",1,[-10]
-10.0,[TCP:dport:21129]-drop-|,1,[-10]
-10.0,"[TCP:load::1]-duplicate(duplicate,fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:options-wscale:154:4]-fragment{tcp:-1:False}(tamper{TCP:urgptr:corrupt},)-|",1,[-10]
-10.0,"[TCP:window:180]-fragment{tcp:-1:True:5}(tamper{TCP:options-timestamp:replace:16656747},)-|",1,[-10]
-10.0,"[TCP:ack:1142424758]-tamper{TCP:options-timestamp:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dataofs:2]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:load:replace:8fhc8pv1wj},)-|",1,[-10]
-10.0,[TCP:options-mss:26434]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,[TCP:ack:2729195816]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:chksum:21393]-tamper{TCP:dataofs:replace:9}-|,1,[-10]
-10.0,[TCP:ack:3421718410]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:3ecbe4726b976aa5e86abfc9283f75c9]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:228:0]-duplicate-|,1,[-10]
-10.0,[TCP:flags:R:4]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-wscale:134:2]-tamper{TCP:options-md5header:replace:c9eecccac5770c1760573e78fdcf59a8}-|,1,[-10]
-10.0,[TCP:seq:669120005]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,[TCP:ack:3421718410]-fragment{ip:-1:False:5}-|,1,[-10]
-10.0,[TCP:load:]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:seq:3816675865]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:seq:1075793815]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:window:170]-tamper{TCP:options-wscale:replace:88}-|,1,[-10]
-10.0,"[TCP:options-uto:113]-fragment{tcp:-1:False:5}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}(tamper{TCP:options-altchksum:corrupt},)-|[TCP:urgptr:64757]-tamper{TCP:options-timestamp:corrupt}-|",1,[-10]
-10.0,[TCP:options-uto:68]-tamper{TCP:chksum:replace:9661}-|,1,[-10]
-10.0,[TCP:seq:4175334607]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|,1,[-10]
-10.0,[TCP:options-altchksum:40]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:reserved:4]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:options-wscale:73]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,[TCP:window:80]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:seq:2049219379]-drop-|,1,[-10]
-10.0,[TCP:ack:1326317089]-duplicate-|,1,[-10]
-10.0,[TCP:ack:3828955827:4]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-nop:]-fragment{tcp:-1:False}-|[TCP:options-uto:168]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:options-timestamp:2435998452]-tamper{TCP:ack:replace:3599949863}-|,1,[-10]
-10.0,[TCP:reserved:5]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:chksum:43320]-duplicate-|,1,[-10]
-10.0,[TCP:urgptr:11704]-duplicate-|,1,[-10]
-10.0,[TCP:dataofs:8:0]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:sport:41223]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:168]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:192]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:reserved:4]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:dport:41367]-drop-|,1,[-10]
-10.0,[TCP:load:]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-mss:46789]-tamper{TCP:ack:replace:803615618}-|,1,[-10]
-10.0,[TCP:options-mss:27231]-tamper{TCP:reserved:replace:2}-|,1,[-10]
-10.0,[TCP:chksum:21393]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:2954291632]-tamper{TCP:seq:replace:1214903124}-|,1,[-10]
-10.0,[TCP:flags:F]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:ack:3421718410]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:options-wscale:160]-drop-|,1,[-10]
-10.0,[TCP:dataofs:14]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:flags:SRP]-tamper{TCP:dataofs:replace:13}-|,1,[-10]
-10.0,[TCP:options-altchksum:116]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-timestamp:3117699117]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:3421718410]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,[TCP:ack:3866046214]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:flags:SPUCN]-tamper{TCP:dataofs:replace:10}-|,1,[-10]
-10.0,[TCP:reserved:5]-tamper{TCP:options-uto:replace:150}-|,1,[-10]
-10.0,[TCP:options-md5header:68a7234e6dfee654c7aefce40e0a1fa8]-duplicate-|,1,[-10]
-10.0,[TCP:dataofs:11]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,[TCP:dport:56522]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:options-wscale:180]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:options-altchksum:167]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:ack:3866821608]-duplicate-|,1,[-10]
-10.0,[TCP:dport:25485:0]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:options-timestamp:3042439549]-tamper{TCP:seq:replace:3382877607}-|,1,[-10]
-10.0,[TCP:reserved:6]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:184]-duplicate-|,1,[-10]
-10.0,[TCP:seq:3772375573]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:reserved:6]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-altchksum:112]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:71}(fragment{tcp:-1:False},)-|[TCP:load:z5wefj71kn]-tamper{TCP:options-eol:corrupt}-|",1,[-10]
-10.0,[TCP:options-nop::0]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:24165]-duplicate-|,1,[-10]
