Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-sack:]-drop-|,1,[-1000]
-1000.0,"[TCP:options-eol:]-tamper{TCP:options-eol:replace:}(tamper{TCP:flags:corrupt}(drop,),)-|",1,[-1000]
-1000.0,[TCP:options-nop:]-drop-|[TCP:ack:1734365205]-tamper{TCP:ack:replace:1130947921}-|,1,[-1000]
-20.0,"[TCP:seq:2329439925:2]-tamper{TCP:options-nop:corrupt}(tamper{TCP:sport:replace:33212},)-|[TCP:sport:48890]-fragment{tcp:-1:True}-|",1,[-20]
-20.0,"[TCP:reserved:7]-tamper{TCP:options-wscale:replace:185}(tamper{TCP:chksum:corrupt},)-|[TCP:options-mss:40786]-duplicate-|",1,[-20]
-20.0,"[TCP:dataofs:6]-tamper{TCP:chksum:replace:35490}(duplicate,)-|[TCP:options-uto:205:4]-fragment{tcp:-1:True}-|",1,[-20]
-20.0,"[TCP:options-wscale:74]-tamper{TCP:dport:corrupt}(duplicate,)-|[TCP:options-timestamp:2752972350]-duplicate-|",1,[-20]
-20.0,"[TCP:options-uto:82]-tamper{TCP:reserved:corrupt}(fragment{tcp:-1:True},)-|[TCP:options-md5header:ef56747a1b9a52485f5c73360ccc62d8]-tamper{TCP:options-eol:replace:}-|",1,[-20]
-20.0,[TCP:load:qqi812jy5i]-drop-|[TCP:options-timestamp:146664248]-fragment{tcp:-1:False}-|,1,[-20]
-20.0,"[TCP:sport:59145:2]-tamper{TCP:chksum:replace:40560}(fragment{tcp:-1:True},)-|[TCP:urgptr:36202]-tamper{TCP:options-timestamp:replace:1101447132}-|",1,[-20]
-20.0,"[TCP:chksum:39164]-fragment{tcp:-1:True}(duplicate,)-|[TCP:load:__HTTP_REQUEST__]-tamper{TCP:options-altchksum:replace:66}-|",1,[-20]
-20.0,"[TCP:window:130]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|[TCP:load:__HTTP_REQUEST__]-duplicate-|",1,[-20]
-20.0,"[TCP:options-mss:42757]-tamper{TCP:options-eol:corrupt}(tamper{TCP:sport:replace:26750},)-|[TCP:ack:3139095973]-drop-|",1,[-20]
-20.0,"[TCP:flags::0]-duplicate(,tamper{TCP:options-uto:replace:178})-|[TCP:sport:30290]-duplicate-|",1,[-20]
-20.0,"[TCP:options-uto:128]-duplicate(tamper{TCP:options-sack:corrupt},)-|[TCP:options-altchksum:95]-duplicate-|",1,[-20]
-20.0,"[TCP:flags:SA]-fragment{tcp:-1:True}(,tamper{TCP:urgptr:replace:64340})-|[TCP:window:70]-duplicate-|",1,[-20]
-20.0,"[TCP:load:__HTTP_REQUEST__]-duplicate(,tamper{TCP:options-timestamp:replace:13541658})-|[TCP:seq:3241830067:3]-tamper{TCP:options-uto:corrupt}-|",1,[-20]
-20.0,[TCP:dport:63471]-|[TCP:options-sack::0]-duplicate-|,1,[-20]
-10.0,[TCP:window:20]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:24004]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-timestamp:2833218773]-tamper{TCP:sport:replace:3610}-|,1,[-10]
-10.0,"[TCP:seq:938586640]-tamper{TCP:flags:corrupt}(tamper{TCP:options-sackok:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:49},)-|[TCP:reserved:5:0]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:window:90]-tamper{TCP:options-altchksumopt:corrupt}(fragment{tcp:-1:True}(,tamper{TCP:options-eol:replace:}),)-|",1,[-10]
-10.0,"[TCP:chksum:62746]-tamper{TCP:seq:corrupt}(fragment{tcp:57:False:43},)-|",1,[-10]
-10.0,"[TCP:flags:S:0]-tamper{TCP:options-md5header:replace:4f8d29a82ed9db3ef73fc4dfab995d92}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dataofs:14]-tamper{TCP:options-sack:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-timestamp:1436108469]-fragment{tcp:-1:False}(,drop)-|",1,[-10]
-10.0,"[TCP:chksum:47669]-duplicate(drop,)-|",1,[-10]
-10.0,"[TCP:options-timestamp:1308680535:3]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:sport:63536]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,"[TCP:sport:5634]-tamper{TCP:reserved:corrupt}(drop,)-|",1,[-10]
-10.0,[TCP:dataofs:8]-duplicate-|,1,[-10]
-10.0,"[TCP:options-uto:62:1]-tamper{TCP:options-nop:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:flags:FA]-tamper{TCP:options-nop:replace:}(drop,)-|",1,[-10]
-10.0,[TCP:options-wscale:176]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,"[TCP:sport:7284:1]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:reserved:replace:5},)-|",1,[-10]
-10.0,[TCP:options-timestamp:4018427861]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:91]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksum:164]-tamper{TCP:options-sack:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:flags:R]-tamper{TCP:seq:corrupt}(tamper{TCP:options-md5header:corrupt},)-|",1,[-10]
-10.0,[TCP:seq:430163925:3]-duplicate-|,1,[-10]
-10.0,"[TCP:options-timestamp:2044596859]-tamper{TCP:load:corrupt}(tamper{TCP:urgptr:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:chksum:22596]-duplicate(tamper{TCP:dataofs:replace:10},)-|",1,[-10]
-10.0,"[TCP:urgptr:9438]-tamper{TCP:options-wscale:replace:78}(tamper{TCP:sport:corrupt}(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,"[TCP:flags:R]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:seq:1746007350:4]-tamper{TCP:options-eol:replace:}(tamper{TCP:chksum:replace:4611},)-|",1,[-10]
-10.0,"[TCP:load::4]-tamper{TCP:dport:replace:57308}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-uto:224]-tamper{TCP:options-uto:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-timestamp:1449145144]-fragment{tcp:8:False:4}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dataofs:2]-tamper{TCP:options-timestamp:replace:1235819266}(tamper{TCP:chksum:replace:26526},)-|",1,[-10]
-10.0,"[TCP:options-mss:27197]-tamper{TCP:options-sackok:replace:}(fragment{ip:-1:False},)-|",1,[-10]
-10.0,"[TCP:reserved:2:0]-duplicate(tamper{TCP:options-nop:replace:},drop)-|",1,[-10]
-10.0,"[TCP:flags:FSRPECN]-tamper{TCP:chksum:corrupt}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[-10]
-10.0,[TCP:options-md5header:fbeca6967ef19f2e9556a4b24f7d28a0]-tamper{TCP:window:replace:140}-|,1,[-10]
-10.0,"[TCP:urgptr:14056:4]-tamper{TCP:reserved:replace:4}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:chksum:57398]-drop-|,1,[-10]
-10.0,[TCP:dport:29564:0]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:sport:35694]-duplicate-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-tamper{TCP:ack:replace:3602419512}-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-drop-|,1,[-10]
-10.0,[TCP:options-altchksum:225]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksum:80]-tamper{TCP:options-uto:corrupt}(fragment{ip:-1:False:5},)-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-altchksum:replace:185},)-|[TCP:options-wscale:56]-duplicate-|",1,[-10]
-10.0,"[TCP:reserved:6]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-uto:136]-tamper{TCP:dport:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:seq:2577340112]-drop-|,1,[-10]
-10.0,"[TCP:load:__HTTP_REQUEST__]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:sport:38352]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,[TCP:seq:1690511291]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:seq:228178184]-fragment{tcp:27:False:13}(,tamper{TCP:options-nop:replace:})-|",1,[-10]
-10.0,"[TCP:options-altchksum:44]-tamper{TCP:seq:replace:3088202629}(tamper{TCP:flags:replace:SA},)-|",1,[-10]
-10.0,[TCP:options-timestamp:2651725405]-duplicate-|,1,[-10]
-10.0,"[TCP:options-timestamp:1522513841]-tamper{TCP:seq:replace:2842184316}(tamper{TCP:options-eol:corrupt}(tamper{TCP:reserved:replace:0},),)-|",1,[-10]
-10.0,"[TCP:sport:27177]-tamper{TCP:options-mss:replace:26193}(drop,)-|",1,[-10]
-10.0,"[TCP:reserved:7]-tamper{TCP:seq:corrupt}(tamper{TCP:options-nop:corrupt},)-|",1,[-10]
-10.0,"[TCP:seq:3503379531]-fragment{tcp:-1:True}(fragment{tcp:-1:False}(tamper{TCP:reserved:replace:0},),)-|",1,[-10]
-10.0,[TCP:options-altchksum:246]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,"[TCP:options-md5header:e45ff04b208bda77ed4cff6bafc65a6f]-fragment{tcp:-1:False}(fragment{tcp:9:False:4},)-|",1,[-10]
-10.0,"[TCP:options-uto:154]-tamper{TCP:options-mss:replace:10222}(fragment{tcp:-1:False}(duplicate,),)-|",1,[-10]
-10.0,[TCP:window:60]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:dport:46823]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,"[TCP:reserved:3]-fragment{tcp:-1:False}(tamper{TCP:urgptr:replace:53304}(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,"[TCP:urgptr:35889]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:window:corrupt}(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,[TCP:window:130]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:1310309749]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,"[TCP:window:190]-tamper{TCP:dport:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:urgptr:56815]-tamper{TCP:options-nop:corrupt}(duplicate(,fragment{tcp:-1:False}(fragment{tcp:-1:True},)),)-|",1,[-10]
-10.0,"[TCP:options-md5header:151cb68ad26e9135c098b9be2bb25906]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:options-altchksum:61]-fragment{tcp:-1:True}(duplicate,tamper{TCP:window:corrupt})-|",1,[-10]
-10.0,[TCP:seq:4067465334:2]-tamper{TCP:seq:replace:3418045333}-|,1,[-10]
-10.0,"[TCP:window:160]-fragment{tcp:-1:False}(tamper{TCP:ack:replace:2686965899},fragment{tcp:-1:True})-|",1,[-10]
-10.0,"[TCP:seq:3429282875]-tamper{TCP:options-sackok:replace:}(tamper{TCP:flags:replace:F}(duplicate,),)-|",1,[-10]
-10.0,[TCP:options-altchksum:123]-duplicate-|,1,[-10]
-10.0,"[TCP:reserved:6]-tamper{TCP:options-eol:replace:}(tamper{TCP:ack:replace:4108474884},)-|",1,[-10]
-10.0,[TCP:dataofs:14]-duplicate-|,1,[-10]
-10.0,[TCP:load:jl4vm3y483]-drop-|,1,[-10]
-10.0,"[TCP:options-altchksum:155]-duplicate(,tamper{TCP:sport:replace:31098})-|",1,[-10]
-10.0,[TCP:dataofs:3]-tamper{TCP:options-wscale:replace:10}-|,1,[-10]
-10.0,"[TCP:urgptr:33249]-tamper{TCP:options-nop:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:flags:SRAUEN:2]-drop-|,1,[-10]
-10.0,"[TCP:dport:38287]-duplicate(tamper{TCP:seq:replace:985441707},)-|",1,[-10]
-10.0,"[TCP:seq:722041938]-tamper{TCP:options-altchksumopt:corrupt}(fragment{tcp:-1:False:47},)-|",1,[-10]
-10.0,"[TCP:dport:33938]-duplicate(tamper{TCP:options-sack:replace:},)-|",1,[-10]
-10.0,[TCP:ack:3417230986]-tamper{TCP:dport:replace:20130}-|,1,[-10]
-10.0,"[TCP:options-altchksum:205]-tamper{TCP:flags:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:options-md5header:c52376484fe48e471e69ca652416d951]-fragment{ip:49:True}(drop,)-|",1,[-10]
-10.0,"[TCP:chksum:12705]-tamper{TCP:options-eol:replace:}(tamper{TCP:load:replace:49z3e49gz1},)-|",1,[-10]
-10.0,[TCP:seq:1980242392]-tamper{TCP:options-wscale:replace:20}-|,1,[-10]
-10.0,"[TCP:dport:25626]-fragment{tcp:-1:False}(fragment{ip:-1:True:5},)-|",1,[-10]
-10.0,"[TCP:chksum:38989:2]-duplicate(fragment{tcp:44:False},)-|",1,[-10]
-10.0,"[TCP:window:170:2]-fragment{tcp:-1:False}(drop,)-|",1,[-10]
-10.0,"[TCP:window:30]-tamper{TCP:ack:corrupt}(tamper{TCP:window:corrupt},)-|",1,[-10]
-10.0,[TCP:chksum:28964:4]-tamper{TCP:options-timestamp:replace:1450112400}-|,1,[-10]
-10.0,"[TCP:options-mss:9504]-duplicate(,tamper{TCP:flags:replace:SPAUEN})-|",1,[-10]
-10.0,"[TCP:options-timestamp:1104315334]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:flags:SPC:2]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,"[TCP:window:120]-fragment{tcp:-1:True}(,drop)-|",1,[-10]
-10.0,"[TCP:dataofs:2:2]-tamper{TCP:options-uto:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:chksum:13812]-tamper{TCP:window:replace:90}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-timestamp:2054192325]-tamper{TCP:sport:corrupt}(tamper{TCP:options-eol:corrupt}(tamper{TCP:options-uto:corrupt},),)-|",1,[-10]
-10.0,"[TCP:reserved:6]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:True}(duplicate,),)-|",1,[-10]
-10.0,[TCP:dataofs:14]-drop-|,1,[-10]
-10.0,[TCP:sport:40662:4]-tamper{TCP:options-mss:replace:25576}-|,1,[-10]
-10.0,[TCP:sport:13534]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:seq:2668723926:4]-duplicate-|,1,[-10]
-10.0,"[TCP:seq:1939198403]-tamper{TCP:options-sackok:replace:}(tamper{TCP:reserved:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|[TCP:options-wscale:15:4]-duplicate-|",1,[-10]
-10.0,"[TCP:reserved:5:1]-duplicate(tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,"[TCP:options-wscale:155]-fragment{tcp:-1:False}(tamper{TCP:seq:corrupt},)-|",1,[-10]
-10.0,"[TCP:flags:RPAU]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:window:10:1]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:False}(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,[TCP:seq:2035040005]-tamper{TCP:reserved:replace:7}-|,1,[-10]
-10.0,"[TCP:window:50:3]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-eol:replace:},)-|",1,[-10]
-10.0,"[TCP:sport:59337:4]-fragment{tcp:-1:True}(,tamper{TCP:ack:corrupt})-|",1,[-10]
-10.0,[TCP:options-uto:142]-tamper{TCP:sport:replace:63300}-|,1,[-10]
-10.0,"[TCP:window:190]-tamper{TCP:seq:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:ack:928866770]-tamper{TCP:options-uto:replace:249}(drop,)-|",1,[-10]
-10.0,[TCP:options-wscale:114]-duplicate-|,1,[-10]
-10.0,[TCP:window:140:2]-tamper{TCP:reserved:replace:2}-|,1,[-10]
-10.0,"[TCP:options-altchksum:38]-duplicate(fragment{tcp:-1:False}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:window:10]-fragment{tcp:-1:False}(,duplicate)-|",1,[-10]
-10.0,[TCP:options-altchksum:85]-duplicate-|,1,[-10]
-10.0,"[TCP:options-md5header:e1dab84b24b637994fe9ad03e02c5b91]-fragment{tcp:-1:True}(,tamper{TCP:reserved:corrupt})-|",1,[-10]
-10.0,"[TCP:sport:42868:2]-duplicate(duplicate,tamper{TCP:options-nop:corrupt})-|",1,[-10]
-10.0,"[TCP:flags:F]-tamper{TCP:window:corrupt}(duplicate(,tamper{TCP:options-wscale:corrupt}),)-|",1,[-10]
-10.0,[TCP:chksum:19581:4]-drop-|,1,[-10]
-10.0,[TCP:options-md5header:fb414efc6a8af24bdae9af45a1f3d715]-drop-|,1,[-10]
-10.0,"[TCP:options-mss:5936:2]-tamper{TCP:chksum:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:dport:41410]-drop-|,1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:seq:corrupt}(duplicate,),)-|[TCP:options-uto:218]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:ack:2100030972]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-eol:corrupt},)-|",1,[-10]
-10.0,"[TCP:urgptr:61565]-tamper{TCP:window:replace:190}(duplicate,)-|",1,[-10]
-10.0,[TCP:chksum:36006]-tamper{TCP:chksum:replace:16431}-|,1,[-10]
-10.0,[TCP:flags:FA:4]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:options-uto:235]-duplicate-|,1,[-10]
-10.0,"[TCP:chksum:45873]-tamper{TCP:reserved:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:window:130]-tamper{TCP:options-wscale:replace:103}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-wscale:180]-tamper{TCP:options-wscale:replace:243}-|,1,[-10]
-10.0,"[TCP:window:180]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:flags:P:1]-tamper{TCP:options-uto:replace:23}(duplicate(duplicate,),)-|",1,[-10]
-10.0,[TCP:urgptr:64760]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:dport:41585]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,"[TCP:options-nop::0]-fragment{tcp:-1:False}(tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,[TCP:urgptr:8156]-tamper{TCP:urgptr:replace:40745}-|,1,[-10]
-10.0,"[TCP:seq:1815777969]-duplicate(tamper{TCP:options-md5header:corrupt},)-|",1,[-10]
-10.0,"[TCP:seq:1860148459]-duplicate(,tamper{TCP:options-mss:corrupt})-|",1,[-10]
-10.0,"[TCP:flags:FA]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-altchksum:corrupt}(duplicate,),)-|",1,[-10]
-10.0,[TCP:options-altchksum:29]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(duplicate,)-|[TCP:options-timestamp:2506998573]-duplicate-|",1,[-10]
-10.0,[TCP:flags:R]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-timestamp:2958649663]-tamper{TCP:reserved:replace:6}-|,1,[-10]
-10.0,[TCP:load:]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:reserved:0]-duplicate(tamper{TCP:dataofs:replace:4}(tamper{TCP:options-uto:replace:216},),)-|[TCP:load:__DNS_REQUEST__]-duplicate-|",1,[-10]
-10.0,[TCP:options-timestamp:2443834067:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:30409ad3088d86ee18ce94a4fb2bf4b2]-drop-|,1,[-10]
-10.0,[TCP:flags:FSPAN]-duplicate-|,1,[-10]
-10.0,[TCP:load:]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:25076:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksum:164]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-duplicate-|,1,[-10]
-10.0,[TCP:ack:3150057062]-duplicate-|,1,[-10]
-10.0,"[TCP:options-wscale:141]-tamper{TCP:options-md5header:replace:5cfb7b8894e8dfa840478ae1114c0871}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:urgptr:100]-tamper{TCP:chksum:replace:14589}-|,1,[-10]
-10.0,[TCP:options-wscale:141]-|[TCP:options-eol:]-tamper{TCP:seq:replace:3292969150}-|,1,[-10]
-10.0,[TCP:chksum:28964:4]-tamper{TCP:sport:replace:22980}-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(drop,)-|[TCP:options-uto:138]-drop-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(,duplicate)-|[TCP:flags:R]-duplicate-|",1,[-10]
-10.0,[TCP:window:70]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:839930377]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:228]-tamper{TCP:flags:replace:FSRAU}-|,1,[-10]
-10.0,[TCP:ack:1133005435]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:flags:FS]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:25226]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,[TCP:options-timestamp:3485384423]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:30409ad3088d86ee18ce94a4fb2bf4b2]-duplicate-|,1,[-10]
-10.0,"[TCP:flags:PA]-tamper{TCP:seq:replace:1618361734}(duplicate,)-|[TCP:chksum:33611:2]-drop-|",1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:dport:3376]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:82ddc80818552326c1c51b67f01a347f]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:8255]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-md5header:465f09cdbbda948d56104dd737ca52b4]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,"[TCP:options-md5header:e1dab84b24b637994fe9ad03e02c5b91]-fragment{tcp:-1:True}(,tamper{TCP:reserved:corrupt}(tamper{TCP:reserved:replace:7},))-|",1,[-10]
-10.0,[TCP:dataofs:3]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:214]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:ff04c40b7af6f3aa0acd8ef2e25ccc9b]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:23}(fragment{tcp:-1:False}(,tamper{TCP:options-mss:corrupt}),)-|[TCP:window:70]-duplicate-|",1,[-10]
-10.0,"[TCP:options-altchksumopt::2]-duplicate(tamper{TCP:options-sack:corrupt},)-|[TCP:options-nop:]-tamper{TCP:sport:replace:17710}-|[TCP:urgptr:30037]-drop-|",1,[-10]
-10.0,[TCP:flags:R]-drop-|,1,[-10]
-10.0,[TCP:options-uto:80]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,[TCP:ack:2445905774:4]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:ack:3280196252]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:sport:replace:17710}-|[TCP:dport:5629]-duplicate-|,1,[-10]
-10.0,"[TCP:options-uto:154]-fragment{tcp:-1:False}(duplicate,)-|",1,[-10]
-10.0,[TCP:sport:38733]-tamper{TCP:sport:replace:51731}-|,1,[-10]
-10.0,[TCP:options-uto:133:3]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:options-altchksum:241]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__:2]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|,1,[-10]
